,w1_pro,times,w1_drops_used,w2_drops_used
0,0.5,0,136,192
1,0.5,1,133,164
2,0.5,2,127,188
3,0.5,3,165,197
4,0.5,4,163,174
5,0.5,5,167,185
6,0.5,6,147,180
7,0.5,7,129,169
8,0.5,8,124,191
9,0.5,9,162,164
10,0.5,10,137,172
11,0.5,11,151,219
12,0.5,12,145,194
13,0.5,13,143,158
14,0.5,14,137,175
15,0.5,15,162,190
16,0.5,16,145,195
17,0.5,17,139,172
18,0.5,18,125,186
19,0.5,19,138,183
20,0.5,20,140,164
21,0.5,21,136,184
22,0.5,22,144,191
23,0.5,23,126,192
24,0.5,24,144,193
25,0.5,25,142,197
26,0.5,26,160,189
27,0.5,27,132,165
28,0.5,28,141,191
29,0.5,29,141,189
30,0.5,30,129,191
31,0.5,31,142,171
32,0.5,32,159,174
33,0.5,33,146,189
34,0.5,34,131,179
35,0.5,35,140,172
36,0.5,36,141,187
37,0.5,37,153,187
38,0.5,38,137,178
39,0.5,39,176,176
40,0.5,40,159,178
41,0.5,41,159,201
42,0.5,42,144,195
43,0.5,43,139,182
44,0.5,44,141,227
45,0.5,45,138,191
46,0.5,46,134,170
47,0.5,47,155,202
48,0.5,48,136,200
49,0.5,49,130,195
50,0.5,50,137,176
51,0.5,51,145,196
52,0.5,52,147,200
53,0.5,53,145,189
54,0.5,54,160,181
55,0.5,55,137,189
56,0.5,56,164,170
57,0.5,57,162,197
58,0.5,58,159,207
59,0.5,59,139,174
60,0.5,60,151,209
61,0.5,61,142,192
62,0.5,62,140,189
63,0.5,63,129,201
64,0.5,64,133,190
65,0.5,65,134,169
66,0.5,66,140,169
67,0.5,67,182,221
68,0.5,68,145,185
69,0.5,69,130,189
70,0.5,70,133,175
71,0.5,71,154,223
72,0.5,72,173,191
73,0.5,73,138,165
74,0.5,74,134,193
75,0.5,75,132,196
76,0.5,76,129,184
77,0.5,77,159,190
78,0.5,78,134,184
79,0.5,79,133,199
80,0.5,80,140,168
81,0.5,81,143,189
82,0.5,82,134,182
83,0.5,83,132,189
84,0.5,84,129,173
85,0.5,85,152,202
86,0.5,86,137,163
87,0.5,87,123,185
88,0.5,88,159,189
89,0.5,89,134,171
90,0.5,90,137,186
91,0.5,91,144,193
92,0.5,92,135,180
93,0.5,93,146,201
94,0.5,94,172,195
95,0.5,95,137,189
96,0.5,96,160,200
97,0.5,97,152,194
98,0.5,98,149,192
99,0.5,99,140,168
