,w1_pro,times,w1_drops_used,w2_drops_used
0,0.9,0,122,231
1,0.9,1,99,219
2,0.9,2,105,232
3,0.9,3,105,219
4,0.9,4,100,209
5,0.9,5,101,224
6,0.9,6,131,251
7,0.9,7,124,249
8,0.9,8,120,251
9,0.9,9,130,226
10,0.9,10,109,226
11,0.9,11,110,249
12,0.9,12,104,230
13,0.9,13,99,232
14,0.9,14,99,237
15,0.9,15,100,223
16,0.9,16,131,263
17,0.9,17,95,250
18,0.9,18,104,233
19,0.9,19,110,242
20,0.9,20,110,232
21,0.9,21,101,232
22,0.9,22,105,241
23,0.9,23,104,192
24,0.9,24,109,239
25,0.9,25,90,230
26,0.9,26,106,233
27,0.9,27,101,224
28,0.9,28,99,236
29,0.9,29,121,263
30,0.9,30,99,241
31,0.9,31,128,242
32,0.9,32,102,221
33,0.9,33,116,229
34,0.9,34,102,223
35,0.9,35,128,240
36,0.9,36,110,236
37,0.9,37,109,224
38,0.9,38,127,236
39,0.9,39,110,249
40,0.9,40,109,247
41,0.9,41,105,226
42,0.9,42,117,238
43,0.9,43,102,220
44,0.9,44,99,225
45,0.9,45,110,223
46,0.9,46,129,223
47,0.9,47,103,249
48,0.9,48,104,236
49,0.9,49,105,237
50,0.9,50,103,240
51,0.9,51,102,202
52,0.9,52,124,237
53,0.9,53,103,226
54,0.9,54,103,193
55,0.9,55,102,245
56,0.9,56,105,241
57,0.9,57,104,238
58,0.9,58,99,236
59,0.9,59,110,237
60,0.9,60,103,227
61,0.9,61,137,249
62,0.9,62,104,204
63,0.9,63,109,248
64,0.9,64,100,245
65,0.9,65,117,270
66,0.9,66,101,251
67,0.9,67,111,232
68,0.9,68,101,219
69,0.9,69,102,248
70,0.9,70,104,223
71,0.9,71,112,246
72,0.9,72,105,196
73,0.9,73,104,222
74,0.9,74,118,260
75,0.9,75,98,239
76,0.9,76,94,249
77,0.9,77,102,243
78,0.9,78,101,193
79,0.9,79,103,221
80,0.9,80,105,235
81,0.9,81,110,221
82,0.9,82,107,219
83,0.9,83,111,266
84,0.9,84,98,253
85,0.9,85,99,226
86,0.9,86,126,226
87,0.9,87,103,208
88,0.9,88,108,197
89,0.9,89,104,219
90,0.9,90,104,200
91,0.9,91,104,233
92,0.9,92,107,225
93,0.9,93,99,224
94,0.9,94,94,243
95,0.9,95,115,223
96,0.9,96,102,192
97,0.9,97,111,223
98,0.9,98,102,234
99,0.9,99,97,228
