,w1_pro,times,w1_drops_used,w2_drops_used
0,0.7,0,122,214
1,0.7,1,127,198
2,0.7,2,134,208
3,0.7,3,129,217
4,0.7,4,124,198
5,0.7,5,138,222
6,0.7,6,121,220
7,0.7,7,132,236
8,0.7,8,131,225
9,0.7,9,121,218
10,0.7,10,135,195
11,0.7,11,119,191
12,0.7,12,116,209
13,0.7,13,112,207
14,0.7,14,107,190
15,0.7,15,113,207
16,0.7,16,108,223
17,0.7,17,146,217
18,0.7,18,131,203
19,0.7,19,105,212
20,0.7,20,133,231
21,0.7,21,130,218
22,0.7,22,141,213
23,0.7,23,103,204
24,0.7,24,102,194
25,0.7,25,113,219
26,0.7,26,102,212
27,0.7,27,134,193
28,0.7,28,164,249
29,0.7,29,112,220
30,0.7,30,116,217
31,0.7,31,114,228
32,0.7,32,120,211
33,0.7,33,112,219
34,0.7,34,126,198
35,0.7,35,129,227
36,0.7,36,139,180
37,0.7,37,116,193
38,0.7,38,123,215
39,0.7,39,104,219
40,0.7,40,114,225
41,0.7,41,115,215
42,0.7,42,131,223
43,0.7,43,111,219
44,0.7,44,110,191
45,0.7,45,116,217
46,0.7,46,113,206
47,0.7,47,151,202
48,0.7,48,127,226
49,0.7,49,113,176
50,0.7,50,129,207
51,0.7,51,129,234
52,0.7,52,118,220
53,0.7,53,118,219
54,0.7,54,127,201
55,0.7,55,101,193
56,0.7,56,133,212
57,0.7,57,121,208
58,0.7,58,127,193
59,0.7,59,118,193
60,0.7,60,117,206
61,0.7,61,146,199
62,0.7,62,132,215
63,0.7,63,109,227
64,0.7,64,127,193
65,0.7,65,133,202
66,0.7,66,139,199
67,0.7,67,108,219
68,0.7,68,115,219
69,0.7,69,129,205
70,0.7,70,110,205
71,0.7,71,116,192
72,0.7,72,132,200
73,0.7,73,138,193
74,0.7,74,134,228
75,0.7,75,134,200
76,0.7,76,110,189
77,0.7,77,130,211
78,0.7,78,129,212
79,0.7,79,126,209
80,0.7,80,138,199
81,0.7,81,113,185
82,0.7,82,134,195
83,0.7,83,106,201
84,0.7,84,133,190
85,0.7,85,121,209
86,0.7,86,123,207
87,0.7,87,135,198
88,0.7,88,108,203
89,0.7,89,107,222
90,0.7,90,120,206
91,0.7,91,133,178
92,0.7,92,102,191
93,0.7,93,135,230
94,0.7,94,129,200
95,0.7,95,127,195
96,0.7,96,131,219
97,0.7,97,127,222
98,0.7,98,111,203
99,0.7,99,135,195
