,w1_pro,times,w1_drops_used,w2_drops_used
0,0.6,0,126,175
1,0.6,1,157,194
2,0.6,2,132,195
3,0.6,3,105,184
4,0.6,4,133,188
5,0.6,5,115,220
6,0.6,6,121,211
7,0.6,7,130,244
8,0.6,8,162,214
9,0.6,9,156,228
10,0.6,10,150,189
11,0.6,11,126,179
12,0.6,12,140,183
13,0.6,13,133,164
14,0.6,14,142,218
15,0.6,15,133,204
16,0.6,16,132,188
17,0.6,17,117,203
18,0.6,18,147,219
19,0.6,19,131,176
20,0.6,20,131,197
21,0.6,21,117,209
22,0.6,22,135,192
23,0.6,23,134,180
24,0.6,24,139,192
25,0.6,25,145,204
26,0.6,26,140,219
27,0.6,27,159,220
28,0.6,28,115,189
29,0.6,29,132,195
30,0.6,30,160,191
31,0.6,31,147,219
32,0.6,32,134,193
33,0.6,33,160,219
34,0.6,34,138,194
35,0.6,35,138,195
36,0.6,36,129,210
37,0.6,37,130,192
38,0.6,38,129,183
39,0.6,39,111,208
40,0.6,40,130,232
41,0.6,41,119,174
42,0.6,42,145,210
43,0.6,43,133,167
44,0.6,44,133,167
45,0.6,45,122,236
46,0.6,46,136,189
47,0.6,47,137,200
48,0.6,48,134,178
49,0.6,49,108,175
50,0.6,50,138,184
51,0.6,51,111,187
52,0.6,52,107,197
53,0.6,53,124,175
54,0.6,54,127,219
55,0.6,55,159,195
56,0.6,56,143,187
57,0.6,57,129,189
58,0.6,58,137,195
59,0.6,59,135,203
60,0.6,60,150,196
61,0.6,61,157,199
62,0.6,62,134,196
63,0.6,63,132,219
64,0.6,64,113,192
65,0.6,65,115,234
66,0.6,66,131,197
67,0.6,67,135,168
68,0.6,68,130,207
69,0.6,69,143,210
70,0.6,70,123,189
71,0.6,71,148,190
72,0.6,72,129,188
73,0.6,73,147,191
74,0.6,74,136,209
75,0.6,75,131,195
76,0.6,76,160,208
77,0.6,77,136,200
78,0.6,78,136,198
79,0.6,79,122,180
80,0.6,80,117,229
81,0.6,81,128,178
82,0.6,82,124,190
83,0.6,83,131,177
84,0.6,84,133,201
85,0.6,85,136,190
86,0.6,86,98,204
87,0.6,87,118,194
88,0.6,88,128,218
89,0.6,89,127,219
90,0.6,90,131,192
91,0.6,91,134,219
92,0.6,92,126,188
93,0.6,93,147,201
94,0.6,94,129,193
95,0.6,95,110,192
96,0.6,96,131,187
97,0.6,97,128,194
98,0.6,98,106,206
99,0.6,99,108,193
