,w1_pro,times,w1_drops_used,w2_drops_used
0,0.8,0,120,203
1,0.8,1,112,225
2,0.8,2,111,221
3,0.8,3,107,190
4,0.8,4,129,221
5,0.8,5,125,227
6,0.8,6,132,191
7,0.8,7,117,223
8,0.8,8,100,222
9,0.8,9,108,237
10,0.8,10,109,229
11,0.8,11,129,206
12,0.8,12,114,207
13,0.8,13,108,191
14,0.8,14,102,195
15,0.8,15,116,221
16,0.8,16,129,220
17,0.8,17,111,236
18,0.8,18,117,230
19,0.8,19,128,199
20,0.8,20,104,192
21,0.8,21,95,222
22,0.8,22,109,219
23,0.8,23,103,230
24,0.8,24,126,193
25,0.8,25,110,214
26,0.8,26,106,193
27,0.8,27,115,224
28,0.8,28,110,225
29,0.8,29,105,225
30,0.8,30,148,250
31,0.8,31,114,196
32,0.8,32,129,207
33,0.8,33,110,198
34,0.8,34,101,178
35,0.8,35,120,222
36,0.8,36,117,236
37,0.8,37,129,277
38,0.8,38,108,199
39,0.8,39,115,203
40,0.8,40,129,230
41,0.8,41,106,220
42,0.8,42,129,221
43,0.8,43,127,236
44,0.8,44,103,221
45,0.8,45,110,230
46,0.8,46,105,216
47,0.8,47,100,220
48,0.8,48,129,205
49,0.8,49,113,230
50,0.8,50,128,227
51,0.8,51,107,208
52,0.8,52,124,224
53,0.8,53,118,223
54,0.8,54,106,189
55,0.8,55,106,195
56,0.8,56,103,223
57,0.8,57,112,225
58,0.8,58,111,199
59,0.8,59,111,232
60,0.8,60,109,219
61,0.8,61,100,221
62,0.8,62,138,219
63,0.8,63,132,193
64,0.8,64,129,225
65,0.8,65,117,214
66,0.8,66,104,227
67,0.8,67,117,231
68,0.8,68,125,204
69,0.8,69,115,208
70,0.8,70,105,198
71,0.8,71,100,203
72,0.8,72,110,215
73,0.8,73,102,198
74,0.8,74,128,228
75,0.8,75,105,199
76,0.8,76,103,229
77,0.8,77,109,226
78,0.8,78,112,219
79,0.8,79,117,198
80,0.8,80,108,199
81,0.8,81,102,208
82,0.8,82,104,189
83,0.8,83,116,207
84,0.8,84,106,220
85,0.8,85,120,230
86,0.8,86,116,220
87,0.8,87,106,219
88,0.8,88,100,219
89,0.8,89,107,198
90,0.8,90,131,201
91,0.8,91,101,220
92,0.8,92,106,223
93,0.8,93,129,191
94,0.8,94,100,199
95,0.8,95,147,226
96,0.8,96,102,202
97,0.8,97,117,222
98,0.8,98,108,229
99,0.8,99,122,222
