,w1_pro,times,w1_drops_used,w2_drops_used
0,0.4,0,159,178
1,0.4,1,147,176
2,0.4,2,164,182
3,0.4,3,159,172
4,0.4,4,142,185
5,0.4,5,147,147
6,0.4,6,137,180
7,0.4,7,153,178
8,0.4,8,162,183
9,0.4,9,141,195
10,0.4,10,159,163
11,0.4,11,156,190
12,0.4,12,159,194
13,0.4,13,161,163
14,0.4,14,159,191
15,0.4,15,171,184
16,0.4,16,150,190
17,0.4,17,144,159
18,0.4,18,138,164
19,0.4,19,144,160
20,0.4,20,164,166
21,0.4,21,162,183
22,0.4,22,140,171
23,0.4,23,145,170
24,0.4,24,149,175
25,0.4,25,149,197
26,0.4,26,138,158
27,0.4,27,159,189
28,0.4,28,155,189
29,0.4,29,156,219
30,0.4,30,145,177
31,0.4,31,181,189
32,0.4,32,161,184
33,0.4,33,155,174
34,0.4,34,136,166
35,0.4,35,151,189
36,0.4,36,128,154
37,0.4,37,144,189
38,0.4,38,159,190
39,0.4,39,159,197
40,0.4,40,148,157
41,0.4,41,162,189
42,0.4,42,160,171
43,0.4,43,135,164
44,0.4,44,135,179
45,0.4,45,168,189
46,0.4,46,155,191
47,0.4,47,144,183
48,0.4,48,165,192
49,0.4,49,147,182
50,0.4,50,162,193
51,0.4,51,149,171
52,0.4,52,150,150
53,0.4,53,170,170
54,0.4,54,163,163
55,0.4,55,149,167
56,0.4,56,160,161
57,0.4,57,132,167
58,0.4,58,153,190
59,0.4,59,138,186
60,0.4,60,155,166
61,0.4,61,142,169
62,0.4,62,131,161
63,0.4,63,146,149
64,0.4,64,155,192
65,0.4,65,163,189
66,0.4,66,136,179
67,0.4,67,124,175
68,0.4,68,129,175
69,0.4,69,161,161
70,0.4,70,141,175
71,0.4,71,176,176
72,0.4,72,148,173
73,0.4,73,144,189
74,0.4,74,137,164
75,0.4,75,150,163
76,0.4,76,138,165
77,0.4,77,133,183
78,0.4,78,156,161
79,0.4,79,161,181
80,0.4,80,144,191
81,0.4,81,152,180
82,0.4,82,134,162
83,0.4,83,149,176
84,0.4,84,151,177
85,0.4,85,139,171
86,0.4,86,160,189
87,0.4,87,157,188
88,0.4,88,145,172
89,0.4,89,158,158
90,0.4,90,148,180
91,0.4,91,158,161
92,0.4,92,159,189
93,0.4,93,173,191
94,0.4,94,142,192
95,0.4,95,159,170
96,0.4,96,159,176
97,0.4,97,156,166
98,0.4,98,161,172
99,0.4,99,142,187
