,K,avgs,feedback_packet_avgs
0,50,70.63,2.12
1,100,126.86,3.03
2,150,181.82,3.76
3,200,237.18,4.49
4,250,290.16,5.13
5,300,342.26,5.79
6,350,394.74,6.33
7,400,449.39,7.1
8,450,499.95,7.62
9,500,552.89,8.24
10,550,603.57,8.78
11,600,658.2,9.51
12,650,707.75,10.06
13,700,759.48,10.62
14,750,812.55,11.19
15,800,863.27,11.81
16,850,916.52,12.4
17,900,967.37,12.98
18,950,1018.7,13.56
19,1000,1071.64,14.14
