,num_chunks,times,w1_drop_num,w2_drop_num,feedback_num
0,1000,0,1023,1247,8
1,1000,1,1024,1234,8
2,1000,2,1022,1237,8
3,1000,3,1000,1229,8
4,1000,4,1019,1254,8
5,1000,5,1016,1233,8
6,1000,6,1029,1201,7
7,1000,7,1000,1255,8
8,1000,8,1000,1199,7
9,1000,9,1021,1208,7
10,1000,10,1000,1223,7
11,1000,11,1019,1263,9
12,1000,12,1040,1229,8
13,1000,13,1025,1289,10
14,1000,14,1000,1235,8
15,1000,15,1027,1240,8
16,1000,16,1040,1259,9
17,1000,17,1017,1262,9
18,1000,18,1000,1278,9
19,1000,19,1000,1230,8
20,1000,20,1000,1232,8
21,1000,21,1007,1256,8
22,1000,22,1026,1204,7
23,1000,23,1050,1224,7
24,1000,24,1025,1225,7
25,1000,25,1013,1232,8
26,1000,26,1021,1210,7
27,1000,27,1026,1248,8
28,1000,28,1027,1259,9
29,1000,29,1000,1241,8
30,1000,30,1000,1231,8
31,1000,31,1024,1259,9
32,1000,32,1000,1285,9
33,1000,33,1034,1230,8
34,1000,34,1023,1239,8
35,1000,35,1000,1247,8
36,1000,36,1025,1245,8
37,1000,37,1022,1232,8
38,1000,38,1027,1216,7
39,1000,39,1010,1229,8
40,1000,40,1005,1262,9
41,1000,41,1019,1260,9
42,1000,42,1041,1236,8
43,1000,43,1023,1232,8
44,1000,44,1000,1234,8
45,1000,45,1000,1231,8
46,1000,46,1000,1222,7
47,1000,47,1020,1225,7
48,1000,48,1021,1229,8
49,1000,49,1008,1285,9
50,1000,50,1038,1217,7
51,1000,51,1020,1250,8
52,1000,52,1026,1269,9
53,1000,53,1045,1282,9
54,1000,54,1000,1221,7
55,1000,55,1000,1230,8
56,1000,56,1000,1259,9
57,1000,57,1008,1241,8
58,1000,58,1000,1239,8
59,1000,59,1020,1261,9
60,1000,60,1000,1227,7
61,1000,61,1000,1235,8
62,1000,62,1000,1238,8
63,1000,63,1000,1231,8
64,1000,64,1000,1187,6
65,1000,65,1018,1252,8
66,1000,66,1018,1265,9
67,1000,67,1024,1265,9
68,1000,68,1013,1259,9
69,1000,69,1003,1290,10
70,1000,70,1000,1255,8
71,1000,71,1000,1244,8
72,1000,72,1000,1259,9
73,1000,73,1000,1250,8
74,1000,74,1029,1206,7
75,1000,75,1024,1233,8
76,1000,76,1018,1233,8
77,1000,77,1000,1194,6
78,1000,78,1021,1247,8
79,1000,79,1021,1247,8
80,1000,80,1019,1238,8
81,1000,81,1000,1237,8
82,1000,82,1000,1259,9
83,1000,83,1021,1261,9
84,1000,84,1036,1249,8
85,1000,85,1019,1259,9
86,1000,86,1000,1260,9
87,1000,87,1049,1311,10
88,1000,88,1010,1230,8
89,1000,89,1032,1282,9
90,1000,90,1000,1229,8
91,1000,91,1000,1214,7
92,1000,92,1036,1256,8
93,1000,93,1023,1233,8
94,1000,94,1000,1231,8
95,1000,95,1000,1238,8
96,1000,96,1019,1220,7
97,1000,97,1000,1240,8
98,1000,98,1019,1259,9
99,1000,99,1028,1211,7
100,1000,100,1024,1251,8
101,1000,101,1000,1232,8
102,1000,102,1000,1197,6
103,1000,103,1004,1248,8
104,1000,104,1016,1238,8
105,1000,105,1000,1223,7
106,1000,106,1000,1244,8
107,1000,107,1020,1265,9
108,1000,108,1000,1267,9
109,1000,109,1000,1253,8
110,1000,110,1015,1259,9
111,1000,111,1000,1207,7
112,1000,112,1000,1229,8
113,1000,113,1018,1230,8
114,1000,114,1027,1289,10
115,1000,115,1000,1227,7
116,1000,116,1000,1225,7
117,1000,117,1017,1261,9
118,1000,118,1000,1269,9
119,1000,119,1052,1257,8
120,1000,120,1016,1252,8
121,1000,121,1000,1229,8
122,1000,122,1020,1261,9
123,1000,123,1000,1221,7
124,1000,124,1022,1240,8
125,1000,125,1000,1223,7
126,1000,126,1023,1304,10
127,1000,127,1020,1251,8
128,1000,128,1004,1234,8
129,1000,129,1057,1259,9
130,1000,130,1006,1202,7
131,1000,131,1049,1277,9
132,1000,132,1000,1208,7
133,1000,133,1026,1242,8
134,1000,134,1019,1259,9
135,1000,135,1008,1207,7
136,1000,136,1008,1233,8
137,1000,137,1019,1259,9
138,1000,138,1000,1259,9
139,1000,139,1022,1282,9
140,1000,140,1000,1251,8
141,1000,141,1044,1228,8
142,1000,142,1040,1252,8
143,1000,143,1011,1274,9
144,1000,144,1021,1246,8
145,1000,145,1045,1290,10
146,1000,146,1021,1210,7
147,1000,147,1019,1241,8
148,1000,148,1000,1205,7
149,1000,149,1000,1239,8
150,1000,150,1000,1227,7
151,1000,151,1031,1229,8
152,1000,152,1026,1258,9
153,1000,153,1000,1221,7
154,1000,154,1022,1261,9
155,1000,155,1000,1232,8
156,1000,156,1000,1259,9
157,1000,157,1000,1225,7
158,1000,158,1000,1270,9
159,1000,159,1000,1241,8
160,1000,160,1000,1229,8
161,1000,161,1000,1216,7
162,1000,162,1028,1258,9
163,1000,163,1000,1236,8
164,1000,164,1000,1244,8
165,1000,165,1000,1215,7
166,1000,166,1026,1254,8
167,1000,167,1010,1224,7
168,1000,168,1000,1260,9
169,1000,169,1049,1270,9
170,1000,170,1000,1248,8
171,1000,171,1001,1220,7
172,1000,172,1019,1243,8
173,1000,173,1000,1259,9
174,1000,174,1023,1259,9
175,1000,175,1027,1256,8
176,1000,176,1014,1257,8
177,1000,177,1040,1291,10
178,1000,178,1002,1248,8
179,1000,179,1021,1225,7
180,1000,180,1019,1240,8
181,1000,181,1056,1243,8
182,1000,182,1000,1229,8
183,1000,183,1022,1229,8
184,1000,184,1014,1233,8
185,1000,185,1020,1229,8
186,1000,186,1024,1266,9
187,1000,187,1021,1250,8
188,1000,188,1021,1278,9
189,1000,189,1000,1230,8
190,1000,190,1040,1287,9
191,1000,191,1020,1219,7
192,1000,192,1032,1268,9
193,1000,193,1000,1237,8
194,1000,194,1000,1226,7
195,1000,195,1000,1241,8
