,num_chunks,times,w1_drop_num,w2_drop_num,feedback_num
0,650,0,650,847,6
1,650,1,650,826,6
2,650,2,681,862,7
3,650,3,673,849,7
4,650,4,650,830,6
5,650,5,650,842,6
6,650,6,673,828,6
7,650,7,650,777,4
8,650,8,650,819,6
9,650,9,685,828,6
10,650,10,681,816,5
11,650,11,663,824,6
12,650,12,659,819,6
13,650,13,669,849,7
14,650,14,650,822,6
15,650,15,669,896,8
16,650,16,650,849,7
17,650,17,669,855,7
18,650,18,661,880,8
19,650,19,677,805,5
20,650,20,668,806,5
21,650,21,673,819,6
22,650,22,701,833,6
23,650,23,653,851,7
24,650,24,650,825,6
25,650,25,676,823,6
26,650,26,666,886,8
27,650,27,670,825,6
28,650,28,650,821,6
29,650,29,661,834,6
30,650,30,670,804,5
31,650,31,669,857,7
32,650,32,674,849,7
33,650,33,675,832,6
34,650,34,702,830,6
35,650,35,677,853,7
36,650,36,706,827,6
37,650,37,661,823,6
38,650,38,666,879,8
39,650,39,676,822,6
40,650,40,680,810,5
41,650,41,669,841,6
42,650,42,651,833,6
43,650,43,673,856,7
44,650,44,650,813,5
45,650,45,670,849,7
46,650,46,670,823,6
47,650,47,677,867,7
48,650,48,657,872,7
49,650,49,677,832,6
50,650,50,671,817,5
51,650,51,656,821,6
52,650,52,665,849,7
53,650,53,676,802,5
54,650,54,650,849,7
55,650,55,666,834,6
56,650,56,679,850,7
57,650,57,650,807,5
58,650,58,650,849,7
59,650,59,663,889,8
60,650,60,670,847,6
61,650,61,661,822,6
62,650,62,671,839,6
63,650,63,650,852,7
64,650,64,650,806,5
65,650,65,675,851,7
66,650,66,656,842,6
67,650,67,666,854,7
68,650,68,650,863,7
69,650,69,663,824,6
70,650,70,650,819,6
71,650,71,650,820,6
72,650,72,664,853,7
73,650,73,669,865,7
74,650,74,670,835,6
75,650,75,693,828,6
76,650,76,679,849,7
77,650,77,650,853,7
78,650,78,663,852,7
79,650,79,672,840,6
80,650,80,678,873,7
81,650,81,662,833,6
82,650,82,670,811,5
83,650,83,685,850,7
84,650,84,691,868,7
85,650,85,676,867,7
86,650,86,651,858,7
87,650,87,688,848,7
88,650,88,677,828,6
89,650,89,699,879,8
90,650,90,678,828,6
91,650,91,655,861,7
92,650,92,669,826,6
93,650,93,659,847,6
94,650,94,676,841,6
95,650,95,650,799,5
96,650,96,650,851,7
97,650,97,679,826,6
98,650,98,661,857,7
99,650,99,669,849,7
100,650,100,650,793,5
101,650,101,658,851,7
102,650,102,658,844,6
103,650,103,674,821,6
104,650,104,670,849,7
105,650,105,684,847,6
106,650,106,669,805,5
107,650,107,672,822,6
108,650,108,671,822,6
109,650,109,692,840,6
110,650,110,650,857,7
111,650,111,650,832,6
112,650,112,650,803,5
113,650,113,677,869,7
114,650,114,677,850,7
115,650,115,650,835,6
116,650,116,676,860,7
117,650,117,650,814,5
118,650,118,671,854,7
119,650,119,654,852,7
120,650,120,650,849,7
121,650,121,650,812,5
122,650,122,682,837,6
123,650,123,650,797,5
124,650,124,669,844,6
125,650,125,672,835,6
126,650,126,651,828,6
127,650,127,675,865,7
128,650,128,650,821,6
129,650,129,650,822,6
130,650,130,675,852,7
131,650,131,650,824,6
132,650,132,705,849,7
133,650,133,669,804,5
134,650,134,650,849,7
135,650,135,655,821,6
136,650,136,650,854,7
137,650,137,671,863,7
138,650,138,677,879,8
139,650,139,660,815,5
140,650,140,673,849,7
141,650,141,694,879,8
142,650,142,650,820,6
143,650,143,657,848,7
144,650,144,669,849,7
145,650,145,671,827,6
146,650,146,650,849,7
147,650,147,650,839,6
148,650,148,699,828,6
149,650,149,669,859,7
150,650,150,667,852,7
151,650,151,650,819,6
152,650,152,671,854,7
153,650,153,658,849,7
154,650,154,650,851,7
155,650,155,669,819,6
156,650,156,689,861,7
157,650,157,672,850,7
158,650,158,669,831,6
159,650,159,655,868,7
160,650,160,650,802,5
161,650,161,650,849,7
162,650,162,650,808,5
163,650,163,692,879,8
164,650,164,671,812,5
165,650,165,670,879,8
166,650,166,669,832,6
167,650,167,650,794,5
168,650,168,655,849,7
169,650,169,674,807,5
170,650,170,664,835,6
171,650,171,650,819,6
172,650,172,650,849,7
173,650,173,650,802,5
174,650,174,657,851,7
175,650,175,671,879,8
176,650,176,654,835,6
177,650,177,671,880,8
178,650,178,678,839,6
179,650,179,650,826,6
180,650,180,699,867,7
181,650,181,659,820,6
182,650,182,701,849,7
183,650,183,672,842,6
184,650,184,650,821,6
185,650,185,670,824,6
186,650,186,671,870,7
187,650,187,671,884,8
188,650,188,650,813,5
189,650,189,650,849,7
190,650,190,650,849,7
191,650,191,672,869,7
192,650,192,650,838,6
193,650,193,650,820,6
194,650,194,678,876,7
195,650,195,674,845,6
196,650,196,669,812,5
197,650,197,700,867,7
198,650,198,669,845,6
199,650,199,650,807,5
