,K,avgs,feedback_packet_avgs
0,100,120.43,4.71
1,123,144.53,5.3
2,150,173.52,6.03
3,200,227.58,7.43
4,250,279.54,8.63
5,300,331.59,9.8
6,350,382.82,10.93
7,400,435.73,12.27
8,450,485.43,13.23
9,500,537.59,14.43
10,550,588.62,15.51
11,600,640.29,16.69
12,650,689.81,17.59
13,700,741.46,18.79
14,750,792.8,19.91
15,800,842.22,20.9
16,850,893.41,21.96
17,900,944.46,23.1
18,950,995.62,24.22
19,1000,1045.41,25.22
