,num_chunks,times,send_drop_used,recv_drop_used
0,0.04,0,142,137
1,0.04,1,153,142
2,0.04,2,147,139
3,0.04,3,137,135
4,0.04,4,143,137
5,0.04,5,143,138
6,0.04,6,143,137
7,0.04,7,141,137
8,0.04,8,140,136
9,0.04,9,137,134
10,0.04,10,145,138
11,0.04,11,139,135
12,0.04,12,146,139
13,0.04,13,149,139
14,0.04,14,145,138
15,0.04,15,139,136
16,0.04,16,137,135
17,0.04,17,143,137
18,0.04,18,147,139
19,0.04,19,141,137
20,0.04,20,144,138
21,0.04,21,141,136
22,0.04,22,148,139
23,0.04,23,151,141
24,0.04,24,139,136
25,0.04,25,146,139
26,0.04,26,128,127
27,0.04,27,138,135
28,0.04,28,146,139
29,0.04,29,147,139
30,0.04,30,148,141
31,0.04,31,145,139
32,0.04,32,140,136
33,0.04,33,148,140
34,0.04,34,139,136
35,0.04,35,145,139
36,0.04,36,145,139
37,0.04,37,140,136
38,0.04,38,138,135
39,0.04,39,139,136
40,0.04,40,154,142
41,0.04,41,137,135
42,0.04,42,148,142
43,0.04,43,149,140
44,0.04,44,148,139
45,0.04,45,142,137
46,0.04,46,143,137
47,0.04,47,142,136
48,0.04,48,138,135
49,0.04,49,147,139
50,0.04,50,139,136
51,0.04,51,135,134
52,0.04,52,145,139
53,0.04,53,142,137
54,0.04,54,146,139
55,0.04,55,143,137
56,0.04,56,150,141
57,0.04,57,141,137
58,0.04,58,144,139
59,0.04,59,147,140
60,0.04,60,140,136
61,0.04,61,140,135
62,0.04,62,141,136
63,0.04,63,144,138
64,0.04,64,146,138
65,0.04,65,142,137
66,0.04,66,141,137
67,0.04,67,138,135
68,0.04,68,142,137
69,0.04,69,141,137
70,0.04,70,141,137
71,0.04,71,137,135
72,0.04,72,143,138
73,0.04,73,141,137
74,0.04,74,142,137
75,0.04,75,135,134
76,0.04,76,140,136
77,0.04,77,135,134
78,0.04,78,143,138
79,0.04,79,138,135
80,0.04,80,146,139
81,0.04,81,139,135
82,0.04,82,142,136
83,0.04,83,139,136
84,0.04,84,138,135
85,0.04,85,135,129
86,0.04,86,145,138
87,0.04,87,156,143
88,0.04,88,143,137
89,0.04,89,139,136
90,0.04,90,143,137
91,0.04,91,144,138
92,0.04,92,143,138
93,0.04,93,141,137
94,0.04,94,145,138
95,0.04,95,147,139
96,0.04,96,144,138
97,0.04,97,144,137
98,0.04,98,138,134
99,0.04,99,145,137
100,0.04,100,145,138
101,0.04,101,139,135
102,0.04,102,146,139
103,0.04,103,146,138
104,0.04,104,150,139
105,0.04,105,137,135
106,0.04,106,144,138
107,0.04,107,139,136
108,0.04,108,150,139
109,0.04,109,147,138
110,0.04,110,137,135
111,0.04,111,147,138
112,0.04,112,142,137
113,0.04,113,144,138
114,0.04,114,140,136
115,0.04,115,140,136
116,0.04,116,115,115
117,0.04,117,146,139
118,0.04,118,139,136
119,0.04,119,148,138
120,0.04,120,138,135
121,0.04,121,153,141
122,0.04,122,145,138
123,0.04,123,145,138
124,0.04,124,145,139
125,0.04,125,138,135
126,0.04,126,135,134
127,0.04,127,156,146
128,0.04,128,135,134
129,0.04,129,145,139
130,0.04,130,137,135
131,0.04,131,147,139
132,0.04,132,144,138
133,0.04,133,142,136
134,0.04,134,142,137
135,0.04,135,153,141
136,0.04,136,147,139
137,0.04,137,143,138
138,0.04,138,152,142
139,0.04,139,142,137
140,0.04,140,148,139
141,0.04,141,148,140
142,0.04,142,143,137
143,0.04,143,137,134
144,0.04,144,140,135
145,0.04,145,142,137
146,0.04,146,148,139
147,0.04,147,146,138
148,0.04,148,135,134
149,0.04,149,143,137
150,0.04,150,137,135
151,0.04,151,138,135
152,0.04,152,146,139
153,0.04,153,137,135
154,0.04,154,143,138
155,0.04,155,140,136
156,0.04,156,149,141
157,0.04,157,152,140
158,0.04,158,139,136
159,0.04,159,151,141
160,0.04,160,147,139
161,0.04,161,143,138
162,0.04,162,146,139
163,0.04,163,146,138
164,0.04,164,141,137
165,0.04,165,143,138
166,0.04,166,142,137
167,0.04,167,141,137
168,0.04,168,153,145
169,0.04,169,148,139
170,0.04,170,145,138
171,0.04,171,143,138
172,0.04,172,149,142
173,0.04,173,157,144
174,0.04,174,148,139
175,0.04,175,148,139
176,0.04,176,140,136
177,0.04,177,145,138
178,0.04,178,144,138
179,0.04,179,140,135
180,0.04,180,145,139
181,0.04,181,146,139
182,0.04,182,138,135
183,0.04,183,157,146
184,0.04,184,140,136
185,0.04,185,149,140
186,0.04,186,155,144
187,0.04,187,115,115
188,0.04,188,143,138
189,0.04,189,145,138
190,0.04,190,138,135
191,0.04,191,140,136
192,0.04,192,151,141
193,0.04,193,135,134
194,0.04,194,136,134
195,0.04,195,147,140
196,0.04,196,140,136
197,0.04,197,142,137
198,0.04,198,145,139
199,0.04,199,139,136
200,0.04,200,147,140
201,0.04,201,158,146
202,0.04,202,143,138
203,0.04,203,148,140
204,0.04,204,143,137
205,0.04,205,140,136
206,0.04,206,141,137
207,0.04,207,137,135
208,0.04,208,146,138
209,0.04,209,138,135
210,0.04,210,149,141
211,0.04,211,136,134
212,0.04,212,139,136
213,0.04,213,139,136
214,0.04,214,145,138
215,0.04,215,147,139
216,0.04,216,142,137
217,0.04,217,139,136
218,0.04,218,138,135
219,0.04,219,141,136
220,0.04,220,139,136
221,0.04,221,151,139
222,0.04,222,147,140
223,0.04,223,147,139
224,0.04,224,139,135
225,0.04,225,142,137
226,0.04,226,145,139
227,0.04,227,141,137
228,0.04,228,144,136
229,0.04,229,137,134
230,0.04,230,143,137
231,0.04,231,142,137
232,0.04,232,141,136
233,0.04,233,142,137
234,0.04,234,140,136
235,0.04,235,144,138
236,0.04,236,139,135
237,0.04,237,142,137
238,0.04,238,144,138
239,0.04,239,142,138
240,0.04,240,144,138
241,0.04,241,141,137
242,0.04,242,143,138
243,0.04,243,148,139
244,0.04,244,147,140
245,0.04,245,141,137
246,0.04,246,137,135
247,0.04,247,137,134
248,0.04,248,139,135
249,0.04,249,136,134
250,0.04,250,142,137
251,0.04,251,144,138
252,0.04,252,147,138
253,0.04,253,138,135
254,0.04,254,139,135
255,0.04,255,141,137
256,0.04,256,145,139
257,0.04,257,143,138
258,0.04,258,145,139
259,0.04,259,146,139
260,0.04,260,141,137
261,0.04,261,144,138
262,0.04,262,143,138
263,0.04,263,148,140
264,0.04,264,143,138
265,0.04,265,148,140
266,0.04,266,152,142
267,0.04,267,148,139
268,0.04,268,149,141
269,0.04,269,142,137
270,0.04,270,145,138
271,0.04,271,147,139
272,0.04,272,147,139
273,0.04,273,147,138
274,0.04,274,146,137
275,0.04,275,142,137
276,0.04,276,145,138
277,0.04,277,144,139
278,0.04,278,137,135
279,0.04,279,142,137
280,0.04,280,137,135
281,0.04,281,135,134
282,0.04,282,147,139
283,0.04,283,154,142
284,0.04,284,149,140
285,0.04,285,145,138
286,0.04,286,146,139
287,0.04,287,141,136
288,0.04,288,143,138
289,0.04,289,148,139
290,0.04,290,143,138
291,0.04,291,138,135
292,0.04,292,146,138
293,0.04,293,139,136
294,0.04,294,145,138
295,0.04,295,146,138
296,0.04,296,144,138
297,0.04,297,137,135
298,0.04,298,144,138
299,0.04,299,144,138
300,0.04,300,138,135
301,0.04,301,141,137
302,0.04,302,151,143
303,0.04,303,137,135
304,0.04,304,140,136
305,0.04,305,141,137
306,0.04,306,136,134
307,0.04,307,149,141
308,0.04,308,137,135
309,0.04,309,140,136
310,0.04,310,146,139
311,0.04,311,139,136
312,0.04,312,141,137
313,0.04,313,147,139
314,0.04,314,140,136
315,0.04,315,142,136
316,0.04,316,148,139
317,0.04,317,115,115
318,0.04,318,147,139
319,0.04,319,146,139
320,0.04,320,147,139
321,0.04,321,135,134
322,0.04,322,144,137
323,0.04,323,140,136
324,0.04,324,140,136
325,0.04,325,142,137
326,0.04,326,149,142
327,0.04,327,139,136
328,0.04,328,148,140
329,0.04,329,146,137
330,0.04,330,143,137
331,0.04,331,122,121
332,0.04,332,142,136
333,0.04,333,145,140
334,0.04,334,137,135
335,0.04,335,137,135
336,0.04,336,141,137
337,0.04,337,141,137
338,0.04,338,138,135
339,0.04,339,144,138
340,0.04,340,144,139
341,0.04,341,140,136
342,0.04,342,139,135
343,0.04,343,145,139
344,0.04,344,142,137
345,0.04,345,150,142
346,0.04,346,144,138
347,0.04,347,137,135
348,0.04,348,147,139
349,0.04,349,140,135
350,0.04,350,142,137
351,0.04,351,143,138
352,0.04,352,148,141
353,0.04,353,115,115
354,0.04,354,139,136
355,0.04,355,149,140
356,0.04,356,139,136
357,0.04,357,138,135
358,0.04,358,149,140
359,0.04,359,140,136
360,0.04,360,137,134
361,0.04,361,146,139
362,0.04,362,140,135
363,0.04,363,139,135
364,0.04,364,144,138
365,0.04,365,141,135
366,0.04,366,146,139
367,0.04,367,151,141
368,0.04,368,153,146
369,0.04,369,147,140
370,0.04,370,150,141
371,0.04,371,143,137
372,0.04,372,141,136
373,0.04,373,147,138
374,0.04,374,147,140
375,0.04,375,142,137
376,0.04,376,158,147
377,0.04,377,141,137
378,0.04,378,127,125
379,0.04,379,149,139
