,num_chunks,times,send_drop_used,recv_drop_used
0,0.09,0,146,139
1,0.09,1,153,142
2,0.09,2,172,152
3,0.09,3,157,143
4,0.09,4,153,144
5,0.09,5,153,142
6,0.09,6,151,141
7,0.09,7,178,159
8,0.09,8,154,143
9,0.09,9,153,141
10,0.09,10,167,152
11,0.09,11,174,154
12,0.09,12,167,149
13,0.09,13,168,151
14,0.09,14,157,143
15,0.09,15,157,146
16,0.09,16,159,144
17,0.09,17,164,148
18,0.09,18,154,144
19,0.09,19,151,140
20,0.09,20,167,150
21,0.09,21,157,143
22,0.09,22,152,138
23,0.09,23,167,151
24,0.09,24,172,153
25,0.09,25,174,154
26,0.09,26,187,164
27,0.09,27,153,142
28,0.09,28,159,144
29,0.09,29,163,145
30,0.09,30,172,152
31,0.09,31,163,145
32,0.09,32,163,146
33,0.09,33,160,145
34,0.09,34,162,147
35,0.09,35,150,142
36,0.09,36,162,144
37,0.09,37,161,147
38,0.09,38,162,147
39,0.09,39,159,143
40,0.09,40,161,146
41,0.09,41,158,142
42,0.09,42,146,138
43,0.09,43,168,148
44,0.09,44,154,143
45,0.09,45,157,143
46,0.09,46,164,150
47,0.09,47,165,151
48,0.09,48,157,143
49,0.09,49,173,154
50,0.09,50,143,137
51,0.09,51,149,140
52,0.09,52,153,141
53,0.09,53,153,141
54,0.09,54,150,141
55,0.09,55,161,145
56,0.09,56,165,148
57,0.09,57,177,153
58,0.09,58,155,142
59,0.09,59,195,167
60,0.09,60,160,147
61,0.09,61,149,140
62,0.09,62,150,141
63,0.09,63,176,154
64,0.09,64,159,142
65,0.09,65,145,138
66,0.09,66,153,143
67,0.09,67,171,153
68,0.09,68,159,145
69,0.09,69,158,142
70,0.09,70,157,141
71,0.09,71,153,140
72,0.09,72,161,146
73,0.09,73,150,139
74,0.09,74,180,158
75,0.09,75,156,141
76,0.09,76,155,142
77,0.09,77,153,139
78,0.09,78,155,145
79,0.09,79,155,142
80,0.09,80,164,148
81,0.09,81,157,144
82,0.09,82,151,141
83,0.09,83,160,143
84,0.09,84,167,149
85,0.09,85,144,138
86,0.09,86,176,152
87,0.09,87,154,141
88,0.09,88,143,138
89,0.09,89,155,144
90,0.09,90,157,141
91,0.09,91,169,150
92,0.09,92,154,140
93,0.09,93,164,148
94,0.09,94,158,146
95,0.09,95,162,147
96,0.09,96,151,141
97,0.09,97,156,143
98,0.09,98,157,146
99,0.09,99,159,145
100,0.09,100,159,144
101,0.09,101,163,148
102,0.09,102,154,142
103,0.09,103,163,146
104,0.09,104,174,155
105,0.09,105,158,142
106,0.09,106,156,142
107,0.09,107,163,147
108,0.09,108,151,139
109,0.09,109,168,147
110,0.09,110,158,142
111,0.09,111,169,153
112,0.09,112,153,143
113,0.09,113,153,142
114,0.09,114,157,142
115,0.09,115,152,140
116,0.09,116,153,142
117,0.09,117,154,142
118,0.09,118,160,144
119,0.09,119,151,141
120,0.09,120,165,147
121,0.09,121,165,148
122,0.09,122,166,150
123,0.09,123,173,156
124,0.09,124,154,142
125,0.09,125,157,142
126,0.09,126,167,150
127,0.09,127,165,147
128,0.09,128,167,147
129,0.09,129,158,142
130,0.09,130,155,142
131,0.09,131,159,145
132,0.09,132,157,143
133,0.09,133,166,148
134,0.09,134,157,143
135,0.09,135,159,148
136,0.09,136,169,152
137,0.09,137,155,144
138,0.09,138,158,145
139,0.09,139,163,149
140,0.09,140,160,145
141,0.09,141,159,145
142,0.09,142,149,140
143,0.09,143,166,149
144,0.09,144,151,142
145,0.09,145,156,143
146,0.09,146,157,143
147,0.09,147,161,141
148,0.09,148,154,142
149,0.09,149,159,142
150,0.09,150,150,140
151,0.09,151,157,142
152,0.09,152,150,141
153,0.09,153,158,143
154,0.09,154,168,148
155,0.09,155,160,144
156,0.09,156,152,139
157,0.09,157,148,140
158,0.09,158,151,141
159,0.09,159,155,141
160,0.09,160,155,142
161,0.09,161,168,151
162,0.09,162,150,139
163,0.09,163,165,150
164,0.09,164,168,151
165,0.09,165,159,142
166,0.09,166,147,140
167,0.09,167,150,140
168,0.09,168,160,144
169,0.09,169,169,150
170,0.09,170,154,142
171,0.09,171,154,143
172,0.09,172,149,140
173,0.09,173,162,148
174,0.09,174,152,141
175,0.09,175,151,140
176,0.09,176,153,141
177,0.09,177,172,155
178,0.09,178,154,142
179,0.09,179,170,153
180,0.09,180,159,144
181,0.09,181,164,150
182,0.09,182,173,152
183,0.09,183,157,143
184,0.09,184,153,142
185,0.09,185,150,139
186,0.09,186,153,141
187,0.09,187,156,142
188,0.09,188,175,151
189,0.09,189,155,142
190,0.09,190,171,153
191,0.09,191,155,144
192,0.09,192,150,141
193,0.09,193,166,148
194,0.09,194,158,143
195,0.09,195,164,146
196,0.09,196,147,136
197,0.09,197,155,143
198,0.09,198,173,152
199,0.09,199,157,145
200,0.09,200,158,144
201,0.09,201,143,137
