,K,avgs,feedback_packet_avgs
0,100,118.79,4.39
1,123,144.84,4.99
2,150,173.72,5.38
3,200,227.93,6.22
4,250,281.14,6.91
5,300,333.65,7.38
6,350,386.35,7.88
7,400,438.68,8.39
8,450,491.12,8.88
9,500,544.66,9.58
10,550,595.42,9.74
11,600,648.52,10.4
12,650,700.56,10.76
13,700,753.27,11.33
14,750,803.65,11.41
15,800,855.55,11.74
16,850,907.88,12.22
17,900,960.83,12.79
18,950,1010.92,12.83
19,1000,1062.5,13.16
