,w1_pro,times,w1_drops_used,w2_drops_used
0,0.1,0,184,184
1,0.1,1,158,158
2,0.1,2,164,164
3,0.1,3,153,153
4,0.1,4,161,161
5,0.1,5,154,166
6,0.1,6,243,243
7,0.1,7,166,166
8,0.1,8,150,150
9,0.1,9,155,155
10,0.1,10,174,174
11,0.1,11,140,140
12,0.1,12,187,187
13,0.1,13,181,181
14,0.1,14,169,169
15,0.1,15,157,157
16,0.1,16,210,210
17,0.1,17,171,171
18,0.1,18,153,153
19,0.1,19,152,152
20,0.1,20,160,160
21,0.1,21,175,175
22,0.1,22,147,147
23,0.1,23,151,151
24,0.1,24,165,165
25,0.1,25,194,194
26,0.1,26,178,178
27,0.1,27,173,173
28,0.1,28,147,147
29,0.1,29,160,160
30,0.1,30,168,168
31,0.1,31,169,169
32,0.1,32,152,152
33,0.1,33,163,163
34,0.1,34,160,160
35,0.1,35,166,166
36,0.1,36,160,160
37,0.1,37,159,159
38,0.1,38,159,159
39,0.1,39,161,161
40,0.1,40,148,148
41,0.1,41,164,164
42,0.1,42,182,182
43,0.1,43,165,165
44,0.1,44,158,158
45,0.1,45,170,170
46,0.1,46,178,178
47,0.1,47,146,146
48,0.1,48,159,159
49,0.1,49,151,151
50,0.1,50,168,168
51,0.1,51,149,149
52,0.1,52,158,158
53,0.1,53,228,228
54,0.1,54,162,162
55,0.1,55,163,163
56,0.1,56,164,164
57,0.1,57,154,154
58,0.1,58,202,202
59,0.1,59,144,144
60,0.1,60,140,140
61,0.1,61,177,177
62,0.1,62,148,148
63,0.1,63,169,169
64,0.1,64,182,182
65,0.1,65,217,217
66,0.1,66,153,153
67,0.1,67,165,165
68,0.1,68,157,157
69,0.1,69,147,147
70,0.1,70,175,175
71,0.1,71,201,201
72,0.1,72,179,179
73,0.1,73,156,156
74,0.1,74,154,154
75,0.1,75,155,155
76,0.1,76,184,184
77,0.1,77,175,175
78,0.1,78,166,166
79,0.1,79,164,164
80,0.1,80,153,153
81,0.1,81,157,157
82,0.1,82,163,163
83,0.1,83,150,150
84,0.1,84,144,144
85,0.1,85,169,169
86,0.1,86,170,170
87,0.1,87,156,156
88,0.1,88,160,160
89,0.1,89,203,203
90,0.1,90,168,168
91,0.1,91,182,182
92,0.1,92,155,155
93,0.1,93,158,158
94,0.1,94,177,177
95,0.1,95,159,159
96,0.1,96,135,135
97,0.1,97,217,217
98,0.1,98,169,169
99,0.1,99,266,266
,,,167.37,167.49
