,w1_pro,times,w1_drops_used,w2_drops_used
0,0.2,0,165,165
1,0.2,1,177,177
2,0.2,2,171,171
3,0.2,3,143,143
4,0.2,4,144,144
5,0.2,5,183,183
6,0.2,6,147,147
7,0.2,7,179,179
8,0.2,8,183,183
9,0.2,9,154,154
10,0.2,10,153,153
11,0.2,11,160,160
12,0.2,12,143,195
13,0.2,13,170,170
14,0.2,14,174,174
15,0.2,15,165,165
16,0.2,16,145,183
17,0.2,17,154,154
18,0.2,18,183,183
19,0.2,19,166,166
20,0.2,20,150,150
21,0.2,21,148,148
22,0.2,22,164,164
23,0.2,23,165,165
24,0.2,24,178,178
25,0.2,25,176,176
26,0.2,26,167,167
27,0.2,27,156,156
28,0.2,28,181,181
29,0.2,29,171,171
30,0.2,30,176,176
31,0.2,31,244,244
32,0.2,32,157,157
33,0.2,33,166,166
34,0.2,34,163,163
35,0.2,35,165,165
36,0.2,36,198,198
37,0.2,37,168,168
38,0.2,38,162,162
39,0.2,39,162,162
40,0.2,40,156,156
41,0.2,41,169,169
42,0.2,42,149,149
43,0.2,43,153,153
44,0.2,44,153,153
45,0.2,45,175,175
46,0.2,46,191,191
47,0.2,47,147,147
48,0.2,48,157,157
49,0.2,49,149,149
50,0.2,50,183,183
51,0.2,51,229,229
52,0.2,52,146,146
53,0.2,53,177,177
54,0.2,54,163,163
55,0.2,55,155,155
56,0.2,56,239,239
57,0.2,57,157,157
58,0.2,58,175,175
59,0.2,59,156,156
60,0.2,60,152,152
61,0.2,61,182,182
62,0.2,62,155,155
63,0.2,63,182,182
64,0.2,64,176,176
65,0.2,65,145,145
66,0.2,66,144,144
67,0.2,67,180,180
68,0.2,68,154,220
69,0.2,69,155,155
70,0.2,70,180,180
71,0.2,71,157,157
72,0.2,72,176,176
73,0.2,73,149,149
74,0.2,74,169,169
75,0.2,75,185,185
76,0.2,76,163,163
77,0.2,77,157,157
78,0.2,78,165,165
79,0.2,79,154,154
80,0.2,80,168,172
81,0.2,81,164,164
82,0.2,82,160,160
83,0.2,83,184,184
84,0.2,84,161,161
85,0.2,85,152,152
86,0.2,86,226,226
87,0.2,87,162,162
88,0.2,88,157,165
89,0.2,89,177,177
90,0.2,90,172,172
91,0.2,91,160,160
92,0.2,92,157,157
93,0.2,93,159,159
94,0.2,94,206,206
95,0.2,95,177,177
96,0.2,96,156,156
97,0.2,97,164,164
98,0.2,98,175,175
99,0.2,99,177,177
,,,16749,16917
