,w1_pro,times,w1_drops_used,w2_drops_used
0,0.7,0,121,447
1,0.7,1,121,354
2,0.7,2,231,461
3,0.7,3,129,365
4,0.7,4,127,278
5,0.7,5,132,318
6,0.7,6,155,341
7,0.7,7,121,282
8,0.7,8,128,345
9,0.7,9,127,356
10,0.7,10,142,406
11,0.7,11,139,403
12,0.7,12,135,467
13,0.7,13,128,446
14,0.7,14,115,288
15,0.7,15,135,367
16,0.7,16,129,309
17,0.7,17,128,357
18,0.7,18,127,317
19,0.7,19,139,362
20,0.7,20,181,257
21,0.7,21,135,405
22,0.7,22,113,539
23,0.7,23,123,359
24,0.7,24,105,347
25,0.7,25,134,345
26,0.7,26,138,361
27,0.7,27,113,353
28,0.7,28,121,420
29,0.7,29,119,317
30,0.7,30,122,405
31,0.7,31,165,372
32,0.7,32,129,402
33,0.7,33,125,426
34,0.7,34,121,298
35,0.7,35,135,347
36,0.7,36,127,411
37,0.7,37,124,397
38,0.7,38,133,401
39,0.7,39,125,366
40,0.7,40,130,242
41,0.7,41,131,344
42,0.7,42,142,401
43,0.7,43,129,404
44,0.7,44,175,399
45,0.7,45,134,365
46,0.7,46,141,417
47,0.7,47,182,260
48,0.7,48,127,302
49,0.7,49,126,448
50,0.7,50,138,403
51,0.7,51,128,486
52,0.7,52,138,332
53,0.7,53,142,417
54,0.7,54,137,409
55,0.7,55,133,396
56,0.7,56,131,475
57,0.7,57,139,436
58,0.7,58,147,300
59,0.7,59,122,332
60,0.7,60,168,316
61,0.7,61,155,454
62,0.7,62,114,424
63,0.7,63,115,496
64,0.7,64,132,479
65,0.7,65,129,454
66,0.7,66,140,407
67,0.7,67,124,326
68,0.7,68,114,450
69,0.7,69,129,289
70,0.7,70,110,384
71,0.7,71,120,386
72,0.7,72,121,397
73,0.7,73,137,372
74,0.7,74,121,468
75,0.7,75,128,303
76,0.7,76,129,353
77,0.7,77,173,347
78,0.7,78,133,348
79,0.7,79,138,465
80,0.7,80,126,355
81,0.7,81,148,489
82,0.7,82,163,352
83,0.7,83,138,339
84,0.7,84,161,433
85,0.7,85,141,459
86,0.7,86,120,345
87,0.7,87,149,390
88,0.7,88,123,330
89,0.7,89,131,320
90,0.7,90,134,436
91,0.7,91,125,363
92,0.7,92,123,444
93,0.7,93,133,329
94,0.7,94,137,347
95,0.7,95,139,425
96,0.7,96,140,384
97,0.7,97,123,383
98,0.7,98,111,452
99,0.7,99,131,371
,,,13395,38029
