,w1_pro,times,w1_drops_used,w2_drops_used
0,0.5,0,122,218
1,0.5,1,149,186
2,0.5,2,156,156
3,0.5,3,158,228
4,0.5,4,150,215
5,0.5,5,166,199
6,0.5,6,139,223
7,0.5,7,155,186
8,0.5,8,144,233
9,0.5,9,181,258
10,0.5,10,133,194
11,0.5,11,146,207
12,0.5,12,157,215
13,0.5,13,135,224
14,0.5,14,148,313
15,0.5,15,149,170
16,0.5,16,147,325
17,0.5,17,156,195
18,0.5,18,140,246
19,0.5,19,152,251
20,0.5,20,175,245
21,0.5,21,151,213
22,0.5,22,155,166
23,0.5,23,149,263
24,0.5,24,180,180
25,0.5,25,161,194
26,0.5,26,121,231
27,0.5,27,152,247
28,0.5,28,160,212
29,0.5,29,174,220
30,0.5,30,175,198
31,0.5,31,148,216
32,0.5,32,125,282
33,0.5,33,144,258
34,0.5,34,151,259
35,0.5,35,140,218
36,0.5,36,157,216
37,0.5,37,167,194
38,0.5,38,143,224
39,0.5,39,159,255
40,0.5,40,151,195
41,0.5,41,169,263
42,0.5,42,166,228
43,0.5,43,157,218
44,0.5,44,149,245
45,0.5,45,179,267
46,0.5,46,186,209
47,0.5,47,130,191
48,0.5,48,128,268
49,0.5,49,134,190
50,0.5,50,162,375
51,0.5,51,158,188
52,0.5,52,125,202
53,0.5,53,143,259
54,0.5,54,160,192
55,0.5,55,138,219
56,0.5,56,156,340
57,0.5,57,146,248
58,0.5,58,149,237
59,0.5,59,171,242
60,0.5,60,166,166
61,0.5,61,152,244
62,0.5,62,143,263
63,0.5,63,154,317
64,0.5,64,205,205
65,0.5,65,163,194
66,0.5,66,153,269
67,0.5,67,159,252
68,0.5,68,211,230
69,0.5,69,149,240
70,0.5,70,142,247
71,0.5,71,166,166
72,0.5,72,162,165
73,0.5,73,168,250
74,0.5,74,149,278
75,0.5,75,148,184
76,0.5,76,177,218
77,0.5,77,170,193
78,0.5,78,160,224
79,0.5,79,142,237
80,0.5,80,173,236
81,0.5,81,141,204
82,0.5,82,134,362
83,0.5,83,167,251
84,0.5,84,156,244
85,0.5,85,148,226
86,0.5,86,143,204
87,0.5,87,119,255
88,0.5,88,148,222
89,0.5,89,158,216
90,0.5,90,164,238
91,0.5,91,171,171
92,0.5,92,150,190
93,0.5,93,154,168
94,0.5,94,147,213
95,0.5,95,139,211
96,0.5,96,149,169
97,0.5,97,134,247
98,0.5,98,152,230
99,0.5,99,153,227
,,,15366,22735
