,w1_pro,times,w1_drops_used,w2_drops_used
0,0.9,0,112,881
1,0.9,1,115,1194
2,0.9,2,101,1121
3,0.9,3,103,1536
4,0.9,4,150,798
5,0.9,5,97,1496
6,0.9,6,108,1017
7,0.9,7,100,1064
8,0.9,8,100,1050
9,0.9,9,105,1004
10,0.9,10,113,776
11,0.9,11,104,1110
12,0.9,12,94,968
13,0.9,13,100,1079
14,0.9,14,118,970
15,0.9,15,122,845
16,0.9,16,83,1137
17,0.9,17,103,997
18,0.9,18,113,940
19,0.9,19,113,1025
20,0.9,20,114,1019
21,0.9,21,108,838
22,0.9,22,94,1014
23,0.9,23,99,824
24,0.9,24,106,1310
25,0.9,25,119,834
26,0.9,26,145,895
27,0.9,27,119,938
28,0.9,28,128,842
29,0.9,29,91,1274
30,0.9,30,153,1098
31,0.9,31,118,995
32,0.9,32,102,716
33,0.9,33,101,985
34,0.9,34,107,1146
35,0.9,35,119,1092
36,0.9,36,111,1048
37,0.9,37,190,927
38,0.9,38,106,807
39,0.9,39,116,1105
40,0.9,40,114,1288
41,0.9,41,135,1030
42,0.9,42,113,1138
43,0.9,43,106,1724
44,0.9,44,111,1122
45,0.9,45,111,928
46,0.9,46,106,1041
47,0.9,47,111,1217
48,0.9,48,132,1260
49,0.9,49,95,1161
50,0.9,50,131,727
51,0.9,51,114,1138
52,0.9,52,158,1050
53,0.9,53,143,1149
54,0.9,54,182,989
55,0.9,55,108,1276
56,0.9,56,101,1381
57,0.9,57,106,860
58,0.9,58,102,822
59,0.9,59,96,897
60,0.9,60,116,1191
61,0.9,61,129,1217
62,0.9,62,111,1019
63,0.9,63,98,919
64,0.9,64,100,831
65,0.9,65,110,786
66,0.9,66,129,1081
67,0.9,67,132,1041
68,0.9,68,226,646
69,0.9,69,110,1084
70,0.9,70,111,1495
71,0.9,71,117,815
72,0.9,72,107,1269
73,0.9,73,147,885
74,0.9,74,97,1138
75,0.9,75,107,1418
76,0.9,76,132,958
77,0.9,77,124,793
78,0.9,78,106,1161
79,0.9,79,115,1206
80,0.9,80,112,1012
81,0.9,81,122,1121
82,0.9,82,109,872
83,0.9,83,129,909
84,0.9,84,99,1213
85,0.9,85,137,800
86,0.9,86,95,1116
87,0.9,87,155,897
88,0.9,88,118,885
89,0.9,89,120,1110
90,0.9,90,144,1281
91,0.9,91,113,1042
92,0.9,92,106,1043
93,0.9,93,124,1033
94,0.9,94,115,914
95,0.9,95,102,859
96,0.9,96,113,1074
97,0.9,97,126,899
98,0.9,98,113,948
99,0.9,99,135,1061
