,w1_pro,times,w1_drops_used,w2_drops_used
0,0.6,0,188,306
1,0.6,1,144,330
2,0.6,2,131,280
3,0.6,3,147,506
4,0.6,4,138,255
5,0.6,5,121,326
6,0.6,6,134,270
7,0.6,7,150,325
8,0.6,8,146,211
9,0.6,9,152,261
10,0.6,10,135,327
11,0.6,11,139,289
12,0.6,12,130,282
13,0.6,13,125,264
14,0.6,14,134,232
15,0.6,15,122,286
16,0.6,16,135,270
17,0.6,17,146,261
18,0.6,18,127,302
19,0.6,19,159,265
20,0.6,20,139,298
21,0.6,21,162,339
22,0.6,22,180,307
23,0.6,23,143,244
24,0.6,24,161,273
25,0.6,25,149,295
26,0.6,26,130,331
27,0.6,27,136,359
28,0.6,28,117,257
29,0.6,29,148,224
30,0.6,30,117,254
31,0.6,31,160,176
32,0.6,32,126,374
33,0.6,33,132,287
34,0.6,34,157,303
35,0.6,35,141,237
36,0.6,36,124,326
37,0.6,37,131,251
38,0.6,38,133,242
39,0.6,39,128,310
40,0.6,40,147,324
41,0.6,41,155,289
42,0.6,42,120,303
43,0.6,43,133,321
44,0.6,44,154,282
45,0.6,45,126,328
46,0.6,46,135,282
47,0.6,47,134,292
48,0.6,48,116,290
49,0.6,49,122,260
50,0.6,50,137,269
51,0.6,51,169,269
52,0.6,52,145,280
53,0.6,53,135,278
54,0.6,54,150,296
55,0.6,55,135,321
56,0.6,56,160,259
57,0.6,57,123,308
58,0.6,58,127,284
59,0.6,59,153,284
60,0.6,60,132,280
61,0.6,61,143,309
62,0.6,62,124,267
63,0.6,63,137,294
64,0.6,64,158,301
65,0.6,65,126,446
66,0.6,66,147,299
67,0.6,67,148,247
68,0.6,68,136,327
69,0.6,69,151,263
70,0.6,70,136,351
71,0.6,71,136,253
72,0.6,72,175,279
73,0.6,73,136,280
74,0.6,74,149,261
75,0.6,75,134,306
76,0.6,76,145,326
77,0.6,77,153,278
78,0.6,78,136,236
79,0.6,79,143,290
80,0.6,80,131,285
81,0.6,81,130,299
82,0.6,82,139,308
83,0.6,83,133,318
84,0.6,84,143,233
85,0.6,85,135,299
86,0.6,86,143,396
87,0.6,87,141,243
88,0.6,88,200,206
89,0.6,89,149,254
90,0.6,90,205,273
91,0.6,91,134,290
92,0.6,92,128,203
93,0.6,93,159,390
94,0.6,94,133,274
95,0.6,95,127,185
96,0.6,96,123,239
97,0.6,97,171,271
98,0.6,98,132,309
99,0.6,99,130,281
,,,14124,28803
