,w1_pro,times,w1_drops_used,w2_drops_used
0,0.8,0,120,410
1,0.8,1,110,604
2,0.8,2,127,554
3,0.8,3,109,539
4,0.8,4,192,577
5,0.8,5,128,457
6,0.8,6,140,612
7,0.8,7,113,670
8,0.8,8,116,556
9,0.8,9,111,481
10,0.8,10,120,514
11,0.8,11,131,551
12,0.8,12,121,523
13,0.8,13,128,531
14,0.8,14,191,477
15,0.8,15,130,384
16,0.8,16,129,642
17,0.8,17,127,536
18,0.8,18,108,533
19,0.8,19,110,476
20,0.8,20,117,449
21,0.8,21,99,488
22,0.8,22,143,452
23,0.8,23,139,691
24,0.8,24,134,407
25,0.8,25,153,535
26,0.8,26,152,470
27,0.8,27,114,432
28,0.8,28,131,561
29,0.8,29,110,434
30,0.8,30,106,471
31,0.8,31,112,930
32,0.8,32,122,693
33,0.8,33,116,552
34,0.8,34,126,473
35,0.8,35,118,446
36,0.8,36,120,431
37,0.8,37,123,442
38,0.8,38,196,479
39,0.8,39,137,486
40,0.8,40,109,432
41,0.8,41,157,390
42,0.8,42,107,721
43,0.8,43,113,590
44,0.8,44,105,695
45,0.8,45,126,730
46,0.8,46,100,614
47,0.8,47,130,510
48,0.8,48,125,491
49,0.8,49,165,437
50,0.8,50,124,528
51,0.8,51,98,677
52,0.8,52,122,552
53,0.8,53,120,693
54,0.8,54,102,448
55,0.8,55,118,375
56,0.8,56,133,523
57,0.8,57,129,555
58,0.8,58,119,451
59,0.8,59,117,427
60,0.8,60,126,584
61,0.8,61,119,533
62,0.8,62,127,397
63,0.8,63,123,515
64,0.8,64,101,552
65,0.8,65,131,487
66,0.8,66,159,475
67,0.8,67,125,473
68,0.8,68,136,396
69,0.8,69,178,576
70,0.8,70,141,465
71,0.8,71,135,430
72,0.8,72,119,552
73,0.8,73,121,712
74,0.8,74,115,741
75,0.8,75,108,656
76,0.8,76,130,627
77,0.8,77,106,651
78,0.8,78,128,464
79,0.8,79,110,526
80,0.8,80,136,523
81,0.8,81,133,549
82,0.8,82,115,561
83,0.8,83,119,501
84,0.8,84,104,548
85,0.8,85,115,512
86,0.8,86,117,694
87,0.8,87,112,468
88,0.8,88,138,617
89,0.8,89,123,674
90,0.8,90,130,719
91,0.8,91,137,605
92,0.8,92,121,603
93,0.8,93,108,412
94,0.8,94,102,671
95,0.8,95,111,545
96,0.8,96,130,592
97,0.8,97,131,587
98,0.8,98,122,615
99,0.8,99,110,589
,,,12500,54185
