,K,avgs,feedback_packet_avgs
0,100,114.35,7.55
1,123,137.98,8.64
2,150,167.41,10.13
3,200,219.03,12.5
4,250,269.84,14.63
5,300,322.08,17.11
6,350,373.14,19.3
7,400,423.35,21.34
8,450,474.85,23.61
9,500,525.56,25.71
10,550,575.74,27.8
11,600,626.61,29.99
12,650,677.58,32.17
13,700,728.08,34.28
14,750,778.66,36.4
15,800,828.49,38.36
16,850,879.48,40.53
17,900,929.67,42.57
18,950,979.36,44.47
19,1000,1031.46,46.96
