,num_chunks,times,send_drop_used,recv_drop_used
0,50,0,74,71
1,50,1,50,50
2,50,2,74,71
3,50,3,75,70
4,50,4,73,70
5,50,5,70,66
6,50,6,72,69
7,50,7,50,50
8,50,8,70,69
9,50,9,59,56
10,50,10,70,69
11,50,11,72,69
12,50,12,64,62
13,50,13,72,70
14,50,14,72,70
15,50,15,70,66
16,50,16,62,59
17,50,17,77,72
18,50,18,59,57
19,50,19,73,70
20,50,20,50,50
21,50,21,76,71
22,50,22,74,71
23,50,23,72,70
24,50,24,68,66
25,50,25,73,70
26,50,26,72,70
27,50,27,73,70
28,50,28,73,69
29,50,29,52,51
30,50,30,74,70
31,50,31,74,71
32,50,32,50,50
33,50,33,77,72
34,50,34,72,70
35,50,35,70,69
36,50,36,76,72
37,50,37,71,69
38,50,38,76,72
39,50,39,74,71
40,50,40,50,50
41,50,41,67,63
42,50,42,50,50
43,50,43,73,70
44,50,44,76,70
45,50,45,72,70
46,50,46,50,50
47,50,47,75,69
48,50,48,58,54
49,50,49,50,50
50,50,50,75,71
51,50,51,70,69
52,50,52,73,70
53,50,53,79,73
54,50,54,77,71
55,50,55,71,69
56,50,56,50,50
57,50,57,50,50
58,50,58,50,50
59,50,59,73,70
60,50,60,71,69
61,50,61,71,69
62,50,62,64,63
63,50,63,75,71
64,50,64,50,50
65,50,65,65,64
66,50,66,76,71
67,50,67,50,50
68,50,68,50,50
69,50,69,70,69
70,50,70,75,71
71,50,71,65,64
72,50,72,50,50
73,50,73,74,71
74,50,74,73,70
75,50,75,72,70
76,50,76,70,69
77,50,77,73,69
78,50,78,50,50
79,50,79,73,70
80,50,80,72,70
81,50,81,75,71
82,50,82,72,69
83,50,83,73,70
84,50,84,73,70
85,50,85,72,70
86,50,86,50,50
87,50,87,76,71
88,50,88,56,55
89,50,89,50,50
90,50,90,72,70
91,50,91,75,71
92,50,92,71,69
93,50,93,74,71
94,50,94,50,50
95,50,95,79,73
96,50,96,72,69
97,50,97,62,60
98,50,98,76,70
99,50,99,79,73
100,50,100,72,70
101,50,101,63,62
102,50,102,59,57
103,50,103,73,69
104,50,104,73,70
105,50,105,75,71
106,50,106,76,71
107,50,107,68,65
108,50,108,50,50
109,50,109,70,69
110,50,110,73,70
111,50,111,72,70
112,50,112,77,71
113,50,113,70,69
114,50,114,76,72
115,50,115,71,69
116,50,116,65,64
117,50,117,73,69
118,50,118,71,69
119,50,119,72,68
120,50,120,68,67
121,50,121,66,65
122,50,122,50,50
123,50,123,71,69
124,50,124,74,69
125,50,125,67,66
126,50,126,72,69
127,50,127,76,72
128,50,128,71,69
129,50,129,75,71
130,50,130,67,65
131,50,131,62,60
132,50,132,76,71
133,50,133,77,72
134,50,134,80,74
135,50,135,74,71
136,50,136,87,79
137,50,137,75,70
138,50,138,80,73
139,50,139,50,50
140,50,140,79,72
141,50,141,50,50
142,50,142,72,70
143,50,143,72,69
144,50,144,74,71
145,50,145,50,50
146,50,146,71,68
147,50,147,74,71
148,50,148,78,72
149,50,149,72,70
150,50,150,72,70
151,50,151,50,50
152,50,152,72,70
153,50,153,72,70
154,50,154,71,69
155,50,155,71,69
156,50,156,54,53
157,50,157,74,71
158,50,158,72,70
159,50,159,79,73
160,50,160,70,68
161,50,161,68,67
162,50,162,70,69
163,50,163,73,69
164,50,164,74,71
165,50,165,73,70
166,50,166,74,71
167,50,167,72,70
168,50,168,74,71
169,50,169,72,70
170,50,170,66,65
171,50,171,72,69
172,50,172,60,58
173,50,173,50,50
174,50,174,73,70
175,50,175,64,63
176,50,176,75,71
177,50,177,73,70
178,50,178,70,69
179,50,179,64,62
180,50,180,57,54
181,50,181,73,70
182,50,182,78,73
183,50,183,73,70
184,50,184,50,50
185,50,185,73,70
186,50,186,75,71
187,50,187,79,72
188,50,188,81,74
189,50,189,77,71
190,50,190,72,70
191,50,191,78,72
192,50,192,72,70
193,50,193,74,71
194,50,194,71,69
195,50,195,50,50
196,50,196,74,71
197,50,197,75,71
198,50,198,54,53
199,50,199,72,69
200,50,200,73,67
201,50,201,70,69
202,50,202,83,74
203,50,203,72,69
204,50,204,50,50
205,50,205,63,61
206,50,206,61,60
207,50,207,72,70
208,50,208,74,70
209,50,209,75,71
210,50,210,50,50
211,50,211,79,74
212,50,212,68,65
213,50,213,75,71
214,50,214,77,72
215,50,215,50,50
216,50,216,70,69
217,50,217,50,50
218,50,218,73,70
219,50,219,72,70
220,50,220,70,69
221,50,221,70,69
222,50,222,74,71
223,50,223,58,56
224,50,224,72,70
225,50,225,72,70
226,50,226,72,70
227,50,227,50,50
228,50,228,73,69
229,50,229,72,70
230,50,230,50,50
231,50,231,73,70
232,50,232,79,74
233,50,233,70,69
234,50,234,74,71
235,50,235,73,69
236,50,236,74,70
237,50,237,50,50
238,50,238,72,70
239,50,239,76,71
240,50,240,50,50
241,50,241,81,74
242,50,242,79,72
243,50,243,70,68
244,50,244,50,50
245,50,245,50,50
246,50,246,76,71
247,50,247,74,70
248,50,248,50,50
249,50,249,78,72
250,50,250,76,72
251,50,251,70,69
252,50,252,77,72
253,50,253,75,71
254,50,254,76,70
255,50,255,50,50
256,50,256,74,70
257,50,257,72,70
258,50,258,76,71
259,50,259,71,69
260,50,260,74,71
261,50,261,50,50
262,50,262,75,71
263,50,263,74,70
264,50,264,77,71
265,50,265,74,70
266,50,266,77,73
267,50,267,74,71
268,50,268,74,70
269,50,269,72,70
270,50,270,70,68
271,50,271,51,50
272,50,272,80,74
273,50,273,70,69
274,50,274,72,70
275,50,275,75,71
276,50,276,73,69
277,50,277,81,74
278,50,278,74,71
279,50,279,72,70
280,50,280,70,69
281,50,281,50,50
282,50,282,73,70
283,50,283,74,71
284,50,284,50,50
285,50,285,74,71
286,50,286,72,70
287,50,287,50,50
288,50,288,77,70
289,50,289,50,50
290,50,290,76,71
291,50,291,73,70
292,50,292,70,69
293,50,293,73,70
294,50,294,50,50
295,50,295,70,69
296,50,296,75,71
297,50,297,50,50
298,50,298,67,63
299,50,299,75,71
300,50,300,75,71
301,50,301,50,50
302,50,302,50,50
303,50,303,73,70
304,50,304,75,71
305,50,305,72,70
306,50,306,83,74
307,50,307,73,70
308,50,308,64,63
309,50,309,75,71
310,50,310,70,69
311,50,311,71,69
312,50,312,79,73
313,50,313,72,70
314,50,314,72,70
315,50,315,65,62
316,50,316,60,59
317,50,317,80,72
318,50,318,76,72
319,50,319,50,50
320,50,320,71,69
321,50,321,74,71
322,50,322,66,65
323,50,323,50,50
324,50,324,73,70
325,50,325,74,70
326,50,326,67,64
327,50,327,72,70
328,50,328,73,70
329,50,329,78,72
330,50,330,73,70
331,50,331,76,71
332,50,332,59,58
333,50,333,59,58
334,50,334,72,70
335,50,335,59,58
336,50,336,70,69
337,50,337,60,59
338,50,338,76,71
339,50,339,68,65
340,50,340,50,50
341,50,341,77,72
342,50,342,70,69
343,50,343,72,70
344,50,344,73,70
345,50,345,60,57
346,50,346,50,50
347,50,347,82,75
348,50,348,50,50
349,50,349,72,70
350,50,350,74,70
351,50,351,68,67
352,50,352,77,72
353,50,353,50,50
354,50,354,50,50
355,50,355,72,69
356,50,356,75,71
357,50,357,71,69
358,50,358,77,72
359,50,359,75,69
360,50,360,72,70
361,50,361,57,56
362,50,362,80,73
363,50,363,73,70
364,50,364,50,50
365,50,365,76,71
366,50,366,79,73
367,50,367,50,50
368,50,368,80,74
369,50,369,71,69
370,50,370,70,69
371,50,371,63,61
372,50,372,73,70
373,50,373,74,70
374,50,374,72,70
375,50,375,50,50
376,50,376,71,69
377,50,377,75,70
378,50,378,75,71
379,50,379,70,69
380,50,380,72,70
381,50,381,67,64
382,50,382,72,70
383,50,383,71,69
384,50,384,74,71
385,50,385,72,70
386,50,386,50,50
387,50,387,72,70
388,50,388,50,50
389,50,389,50,50
390,50,390,50,50
391,50,391,73,70
392,50,392,57,56
393,50,393,77,72
394,50,394,70,69
395,50,395,55,54
396,50,396,50,50
397,50,397,74,70
398,50,398,71,69
399,50,399,75,70
400,50,400,50,50
401,50,401,75,70
402,50,402,50,50
