,w1_pro,times,w1_drops_used,w2_drops_used
0,0.4,0,135,185
1,0.4,1,173,193
2,0.4,2,136,156
3,0.4,3,129,155
4,0.4,4,187,209
5,0.4,5,173,192
6,0.4,6,160,188
7,0.4,7,141,190
8,0.4,8,151,179
9,0.4,9,137,160
10,0.4,10,167,196
11,0.4,11,116,195
12,0.4,12,149,157
13,0.4,13,175,176
14,0.4,14,159,190
15,0.4,15,170,189
16,0.4,16,169,190
17,0.4,17,177,181
18,0.4,18,154,173
19,0.4,19,141,163
20,0.4,20,158,195
21,0.4,21,214,227
22,0.4,22,161,196
23,0.4,23,143,176
24,0.4,24,127,169
25,0.4,25,147,166
26,0.4,26,152,180
27,0.4,27,193,214
28,0.4,28,156,175
29,0.4,29,160,183
30,0.4,30,147,168
31,0.4,31,166,201
32,0.4,32,158,177
33,0.4,33,149,149
34,0.4,34,143,157
35,0.4,35,128,170
36,0.4,36,186,212
37,0.4,37,148,167
38,0.4,38,142,174
39,0.4,39,135,166
40,0.4,40,164,184
41,0.4,41,156,176
42,0.4,42,131,167
43,0.4,43,149,169
44,0.4,44,141,162
45,0.4,45,149,149
46,0.4,46,164,195
47,0.4,47,177,196
48,0.4,48,168,190
49,0.4,49,130,149
50,0.4,50,180,199
51,0.4,51,202,223
52,0.4,52,178,193
53,0.4,53,141,164
54,0.4,54,145,168
55,0.4,55,156,175
56,0.4,56,135,154
57,0.4,57,153,172
58,0.4,58,154,183
59,0.4,59,139,164
60,0.4,60,153,172
61,0.4,61,157,188
62,0.4,62,159,159
63,0.4,63,170,189
64,0.4,64,166,170
65,0.4,65,150,174
66,0.4,66,157,157
67,0.4,67,127,178
68,0.4,68,145,171
69,0.4,69,149,170
70,0.4,70,141,167
71,0.4,71,142,170
72,0.4,72,209,230
73,0.4,73,168,192
74,0.4,74,170,197
75,0.4,75,156,156
76,0.4,76,132,181
77,0.4,77,169,188
78,0.4,78,183,202
79,0.4,79,130,161
80,0.4,80,150,170
81,0.4,81,169,191
82,0.4,82,128,158
83,0.4,83,143,159
84,0.4,84,120,153
85,0.4,85,160,173
86,0.4,86,157,178
87,0.4,87,191,210
88,0.4,88,160,179
89,0.4,89,162,182
90,0.4,90,147,167
91,0.4,91,170,200
92,0.4,92,132,164
93,0.4,93,158,179
94,0.4,94,144,167
95,0.4,95,140,162
96,0.4,96,132,162
97,0.4,97,214,214
98,0.4,98,149,198
99,0.4,99,145,174
