,w1_pro,times,w1_drops_used,w2_drops_used
0,0.6,0,141,197
1,0.6,1,158,221
2,0.6,2,124,181
3,0.6,3,150,199
4,0.6,4,129,181
5,0.6,5,131,201
6,0.6,6,125,210
7,0.6,7,122,173
8,0.6,8,141,192
9,0.6,9,135,193
10,0.6,10,128,209
11,0.6,11,133,186
12,0.6,12,127,191
13,0.6,13,137,215
14,0.6,14,105,182
15,0.6,15,116,168
16,0.6,16,117,182
17,0.6,17,165,204
18,0.6,18,135,216
19,0.6,19,107,186
20,0.6,20,139,201
21,0.6,21,153,208
22,0.6,22,118,206
23,0.6,23,127,208
24,0.6,24,114,217
25,0.6,25,142,197
26,0.6,26,151,177
27,0.6,27,131,181
28,0.6,28,146,225
29,0.6,29,135,205
30,0.6,30,148,197
31,0.6,31,151,201
32,0.6,32,153,176
33,0.6,33,140,218
34,0.6,34,156,205
35,0.6,35,126,168
36,0.6,36,153,205
37,0.6,37,138,201
38,0.6,38,135,194
39,0.6,39,119,211
40,0.6,40,151,180
41,0.6,41,117,180
42,0.6,42,120,199
43,0.6,43,134,226
44,0.6,44,146,200
45,0.6,45,132,190
46,0.6,46,144,167
47,0.6,47,139,194
48,0.6,48,155,213
49,0.6,49,116,201
50,0.6,50,143,195
51,0.6,51,127,185
52,0.6,52,170,219
53,0.6,53,133,188
54,0.6,54,110,165
55,0.6,55,143,209
56,0.6,56,144,193
57,0.6,57,146,210
58,0.6,58,136,164
59,0.6,59,152,202
60,0.6,60,135,208
61,0.6,61,129,215
62,0.6,62,161,225
63,0.6,63,138,205
64,0.6,64,129,193
65,0.6,65,160,214
66,0.6,66,138,216
67,0.6,67,140,219
68,0.6,68,119,181
69,0.6,69,149,198
70,0.6,70,130,192
71,0.6,71,137,216
72,0.6,72,133,217
73,0.6,73,144,217
74,0.6,74,131,192
75,0.6,75,120,166
76,0.6,76,122,210
77,0.6,77,165,218
78,0.6,78,129,185
79,0.6,79,146,171
80,0.6,80,143,190
81,0.6,81,161,213
82,0.6,82,156,209
83,0.6,83,129,213
84,0.6,84,116,195
85,0.6,85,128,174
86,0.6,86,150,209
87,0.6,87,149,173
88,0.6,88,122,206
89,0.6,89,133,182
90,0.6,90,126,184
91,0.6,91,136,187
92,0.6,92,128,193
93,0.6,93,125,178
94,0.6,94,142,192
95,0.6,95,169,219
96,0.6,96,163,203
97,0.6,97,151,237
98,0.6,98,138,197
99,0.6,99,127,184
