,w1_pro,times,w1_drops_used,w2_drops_used
0,0.7,0,137,233
1,0.7,1,112,198
2,0.7,2,110,192
3,0.7,3,117,194
4,0.7,4,137,192
5,0.7,5,119,201
6,0.7,6,146,196
7,0.7,7,120,185
8,0.7,8,122,177
9,0.7,9,113,222
10,0.7,10,145,210
11,0.7,11,131,210
12,0.7,12,102,199
13,0.7,13,100,192
14,0.7,14,129,203
15,0.7,15,125,234
16,0.7,16,150,250
17,0.7,17,116,209
18,0.7,18,157,220
19,0.7,19,142,216
20,0.7,20,120,199
21,0.7,21,120,204
22,0.7,22,135,229
23,0.7,23,128,219
24,0.7,24,129,210
25,0.7,25,123,200
26,0.7,26,123,202
27,0.7,27,133,198
28,0.7,28,136,206
29,0.7,29,116,210
30,0.7,30,127,187
31,0.7,31,169,248
32,0.7,32,120,226
33,0.7,33,114,193
34,0.7,34,126,170
35,0.7,35,113,222
36,0.7,36,117,199
37,0.7,37,123,232
38,0.7,38,125,206
39,0.7,39,120,199
40,0.7,40,124,200
41,0.7,41,149,229
42,0.7,42,116,184
43,0.7,43,122,233
44,0.7,44,116,204
45,0.7,45,153,231
46,0.7,46,121,200
47,0.7,47,161,231
48,0.7,48,140,215
49,0.7,49,135,220
50,0.7,50,152,207
51,0.7,51,120,177
52,0.7,52,133,212
53,0.7,53,150,229
54,0.7,54,101,211
55,0.7,55,114,201
56,0.7,56,148,228
57,0.7,57,114,204
58,0.7,58,166,227
59,0.7,59,131,199
60,0.7,60,150,255
61,0.7,61,123,199
62,0.7,62,124,218
63,0.7,63,119,201
64,0.7,64,120,208
65,0.7,65,159,258
66,0.7,66,143,222
67,0.7,67,120,210
68,0.7,68,119,184
69,0.7,69,114,207
70,0.7,70,154,236
71,0.7,71,127,206
72,0.7,72,141,212
73,0.7,73,123,188
74,0.7,74,125,198
75,0.7,75,128,206
76,0.7,76,176,216
77,0.7,77,135,214
78,0.7,78,122,214
79,0.7,79,97,206
80,0.7,80,128,207
81,0.7,81,179,247
82,0.7,82,147,215
83,0.7,83,136,177
84,0.7,84,114,194
85,0.7,85,136,232
86,0.7,86,123,232
87,0.7,87,146,242
88,0.7,88,138,215
89,0.7,89,135,201
90,0.7,90,125,203
91,0.7,91,162,204
92,0.7,92,137,216
93,0.7,93,115,216
94,0.7,94,152,233
95,0.7,95,157,211
96,0.7,96,122,209
97,0.7,97,119,197
98,0.7,98,119,214
99,0.7,99,142,221
