,w1_pro,times,w1_drops_used,w2_drops_used
0,0.8,0,139,248
1,0.8,1,113,226
2,0.8,2,106,207
3,0.8,3,113,226
4,0.8,4,113,206
5,0.8,5,119,229
6,0.8,6,126,221
7,0.8,7,105,196
8,0.8,8,129,239
9,0.8,9,135,244
10,0.8,10,138,220
11,0.8,11,109,213
12,0.8,12,107,221
13,0.8,13,116,230
14,0.8,14,119,222
15,0.8,15,107,239
16,0.8,16,130,216
17,0.8,17,122,218
18,0.8,18,136,206
19,0.8,19,139,254
20,0.8,20,110,219
21,0.8,21,131,227
22,0.8,22,122,224
23,0.8,23,118,227
24,0.8,24,119,227
25,0.8,25,111,223
26,0.8,26,110,177
27,0.8,27,118,250
28,0.8,28,114,239
29,0.8,29,115,213
30,0.8,30,127,235
31,0.8,31,109,222
32,0.8,32,118,201
33,0.8,33,130,239
34,0.8,34,145,251
35,0.8,35,114,223
36,0.8,36,134,213
37,0.8,37,116,228
38,0.8,38,113,252
39,0.8,39,153,254
40,0.8,40,104,197
41,0.8,41,137,215
42,0.8,42,108,192
43,0.8,43,117,205
44,0.8,44,121,239
45,0.8,45,119,209
46,0.8,46,109,215
47,0.8,47,146,205
48,0.8,48,130,260
49,0.8,49,110,207
50,0.8,50,130,214
51,0.8,51,113,195
52,0.8,52,102,197
53,0.8,53,121,230
54,0.8,54,133,243
55,0.8,55,109,200
56,0.8,56,114,230
57,0.8,57,119,199
58,0.8,58,139,227
59,0.8,59,120,199
60,0.8,60,101,202
61,0.8,61,102,211
62,0.8,62,116,196
63,0.8,63,118,228
64,0.8,64,115,226
65,0.8,65,105,223
66,0.8,66,102,227
67,0.8,67,141,252
68,0.8,68,104,221
69,0.8,69,105,197
70,0.8,70,118,223
71,0.8,71,119,215
72,0.8,72,100,220
73,0.8,73,118,215
74,0.8,74,104,213
75,0.8,75,110,219
76,0.8,76,134,220
77,0.8,77,153,236
78,0.8,78,119,234
79,0.8,79,113,223
80,0.8,80,106,215
81,0.8,81,106,204
82,0.8,82,118,217
83,0.8,83,121,223
84,0.8,84,127,244
85,0.8,85,101,214
86,0.8,86,117,243
87,0.8,87,108,198
88,0.8,88,112,239
89,0.8,89,105,234
90,0.8,90,101,233
91,0.8,91,120,226
92,0.8,92,103,227
93,0.8,93,106,209
94,0.8,94,113,201
95,0.8,95,111,225
96,0.8,96,121,231
97,0.8,97,139,252
98,0.8,98,95,172
99,0.8,99,101,187
