,w1_pro,times,w1_drops_used,w2_drops_used
0,0.2,0,152,152
1,0.2,1,189,189
2,0.2,2,215,215
3,0.2,3,155,176
4,0.2,4,155,155
5,0.2,5,140,148
6,0.2,6,162,181
7,0.2,7,148,170
8,0.2,8,153,153
9,0.2,9,177,191
10,0.2,10,161,161
11,0.2,11,162,162
12,0.2,12,153,153
13,0.2,13,189,189
14,0.2,14,182,182
15,0.2,15,174,192
16,0.2,16,187,187
17,0.2,17,145,158
18,0.2,18,152,152
19,0.2,19,152,171
20,0.2,20,154,159
21,0.2,21,149,151
22,0.2,22,160,188
23,0.2,23,157,157
24,0.2,24,174,174
25,0.2,25,136,136
26,0.2,26,138,157
27,0.2,27,141,141
28,0.2,28,153,153
29,0.2,29,141,161
30,0.2,30,211,211
31,0.2,31,148,148
32,0.2,32,176,186
33,0.2,33,160,160
34,0.2,34,154,154
35,0.2,35,146,165
36,0.2,36,230,230
37,0.2,37,153,173
38,0.2,38,149,149
39,0.2,39,170,170
40,0.2,40,145,164
41,0.2,41,163,182
42,0.2,42,179,198
43,0.2,43,163,177
44,0.2,44,161,161
45,0.2,45,146,146
46,0.2,46,157,157
47,0.2,47,136,152
48,0.2,48,154,154
49,0.2,49,186,186
50,0.2,50,193,193
51,0.2,51,178,178
52,0.2,52,156,175
53,0.2,53,183,183
54,0.2,54,167,167
55,0.2,55,148,167
56,0.2,56,159,160
57,0.2,57,214,214
58,0.2,58,156,156
59,0.2,59,201,201
60,0.2,60,154,154
61,0.2,61,166,166
62,0.2,62,141,161
63,0.2,63,145,145
64,0.2,64,171,171
65,0.2,65,157,176
66,0.2,66,165,165
67,0.2,67,154,154
68,0.2,68,152,174
69,0.2,69,133,133
70,0.2,70,136,136
71,0.2,71,173,173
72,0.2,72,172,172
73,0.2,73,151,167
74,0.2,74,166,166
75,0.2,75,134,153
76,0.2,76,176,176
77,0.2,77,146,146
78,0.2,78,167,167
79,0.2,79,200,200
80,0.2,80,160,160
81,0.2,81,156,156
82,0.2,82,165,165
83,0.2,83,183,183
84,0.2,84,290,290
85,0.2,85,151,151
86,0.2,86,135,135
87,0.2,87,162,162
88,0.2,88,139,167
89,0.2,89,155,155
90,0.2,90,150,150
91,0.2,91,224,224
92,0.2,92,165,165
93,0.2,93,150,150
94,0.2,94,156,156
95,0.2,95,182,182
96,0.2,96,166,166
97,0.2,97,171,171
98,0.2,98,152,152
99,0.2,99,185,185
