,w1_pro,times,w1_drops_used,w2_drops_used
0,0.5,0,141,179
1,0.5,1,145,179
2,0.5,2,148,201
3,0.5,3,134,170
4,0.5,4,131,170
5,0.5,5,165,202
6,0.5,6,130,182
7,0.5,7,144,197
8,0.5,8,180,201
9,0.5,9,167,187
10,0.5,10,159,190
11,0.5,11,123,187
12,0.5,12,142,185
13,0.5,13,158,185
14,0.5,14,160,184
15,0.5,15,178,216
16,0.5,16,147,196
17,0.5,17,129,176
18,0.5,18,178,227
19,0.5,19,149,198
20,0.5,20,135,192
21,0.5,21,136,185
22,0.5,22,172,193
23,0.5,23,150,175
24,0.5,24,131,172
25,0.5,25,120,173
26,0.5,26,151,217
27,0.5,27,131,197
28,0.5,28,137,165
29,0.5,29,151,174
30,0.5,30,152,169
31,0.5,31,144,193
32,0.5,32,128,179
33,0.5,33,138,170
34,0.5,34,145,206
35,0.5,35,120,148
36,0.5,36,206,227
37,0.5,37,138,168
38,0.5,38,130,162
39,0.5,39,156,179
40,0.5,40,144,178
41,0.5,41,130,168
42,0.5,42,131,155
43,0.5,43,126,178
44,0.5,44,127,179
45,0.5,45,173,194
46,0.5,46,144,187
47,0.5,47,146,170
48,0.5,48,128,181
49,0.5,49,154,185
50,0.5,50,147,196
51,0.5,51,136,164
52,0.5,52,150,197
53,0.5,53,133,178
54,0.5,54,187,187
55,0.5,55,133,174
56,0.5,56,120,187
57,0.5,57,146,176
58,0.5,58,187,212
59,0.5,59,187,201
60,0.5,60,131,171
61,0.5,61,151,195
62,0.5,62,137,164
63,0.5,63,156,205
64,0.5,64,190,213
65,0.5,65,139,164
66,0.5,66,134,154
67,0.5,67,155,178
68,0.5,68,133,180
69,0.5,69,130,186
70,0.5,70,135,172
71,0.5,71,128,182
72,0.5,72,153,178
73,0.5,73,141,191
74,0.5,74,136,182
75,0.5,75,147,186
76,0.5,76,164,194
77,0.5,77,139,179
78,0.5,78,171,176
79,0.5,79,163,184
80,0.5,80,142,173
81,0.5,81,168,218
82,0.5,82,141,173
83,0.5,83,162,191
84,0.5,84,168,173
85,0.5,85,151,170
86,0.5,86,138,191
87,0.5,87,142,178
88,0.5,88,125,207
89,0.5,89,152,178
90,0.5,90,164,183
91,0.5,91,157,183
92,0.5,92,130,213
93,0.5,93,149,173
94,0.5,94,122,181
95,0.5,95,115,196
96,0.5,96,124,175
97,0.5,97,144,192
98,0.5,98,173,193
99,0.5,99,134,184
