,w1_pro,times,w1_drops_used,w2_drops_used
0,0.3,0,148,167
1,0.3,1,164,164
2,0.3,2,157,157
3,0.3,3,246,246
4,0.3,4,135,156
5,0.3,5,150,169
6,0.3,6,147,149
7,0.3,7,237,237
8,0.3,8,121,153
9,0.3,9,178,178
10,0.3,10,129,153
11,0.3,11,126,150
12,0.3,12,180,192
13,0.3,13,157,178
14,0.3,14,157,177
15,0.3,15,162,162
16,0.3,16,142,164
17,0.3,17,161,187
18,0.3,18,268,268
19,0.3,19,143,176
20,0.3,20,130,155
21,0.3,21,163,170
22,0.3,22,162,162
23,0.3,23,151,174
24,0.3,24,135,155
25,0.3,25,173,173
26,0.3,26,161,180
27,0.3,27,159,159
28,0.3,28,182,201
29,0.3,29,168,187
30,0.3,30,150,171
31,0.3,31,146,165
32,0.3,32,156,183
33,0.3,33,160,170
34,0.3,34,191,200
35,0.3,35,200,219
36,0.3,36,182,182
37,0.3,37,155,155
38,0.3,38,139,158
39,0.3,39,153,153
40,0.3,40,156,175
41,0.3,41,144,157
42,0.3,42,158,161
43,0.3,43,185,204
44,0.3,44,167,173
45,0.3,45,251,251
46,0.3,46,162,162
47,0.3,47,150,176
48,0.3,48,150,150
49,0.3,49,138,159
50,0.3,50,164,192
51,0.3,51,167,186
52,0.3,52,124,145
53,0.3,53,142,161
54,0.3,54,144,167
55,0.3,55,143,163
56,0.3,56,170,189
57,0.3,57,153,174
58,0.3,58,150,150
59,0.3,59,144,178
60,0.3,60,166,166
61,0.3,61,155,155
62,0.3,62,175,175
63,0.3,63,157,178
64,0.3,64,172,172
65,0.3,65,213,232
66,0.3,66,156,181
67,0.3,67,161,161
68,0.3,68,154,154
69,0.3,69,157,176
70,0.3,70,150,150
71,0.3,71,138,162
72,0.3,72,157,178
73,0.3,73,169,169
74,0.3,74,148,173
75,0.3,75,198,218
76,0.3,76,139,162
77,0.3,77,162,162
78,0.3,78,140,164
79,0.3,79,154,179
80,0.3,80,212,212
81,0.3,81,224,224
82,0.3,82,149,168
83,0.3,83,136,156
84,0.3,84,157,157
85,0.3,85,152,175
86,0.3,86,167,190
87,0.3,87,143,166
88,0.3,88,159,166
89,0.3,89,153,162
90,0.3,90,169,169
91,0.3,91,161,171
92,0.3,92,147,169
93,0.3,93,165,176
94,0.3,94,141,167
95,0.3,95,149,188
96,0.3,96,153,156
97,0.3,97,147,171
98,0.3,98,155,155
99,0.3,99,162,181
