,K,avgs,feedback_packet_avgs
0,100,130.27,1.93
1,150,186.62,2.17
2,200,245.65,2.54
3,250,297.34,2.57
4,300,353.63,2.8
5,350,406.72,2.95
6,400,461.79,3.2
7,450,513.9,3.33
8,500,568.47,3.47
9,550,621.95,3.66
10,600,677.1,3.81
11,650,727.84,3.88
12,700,780.23,3.97
13,750,832.11,4.04
14,800,885.41,4.15
15,850,935.04,4.14
16,900,988.64,4.3
17,950,1044.12,4.47
18,1000,1095.8,4.53
