,num_chunks,times,w1_drop_num,w2_drop_num,feedback_num
0,750,0,859,1006,5
1,750,1,765,932,6
2,750,2,864,1015,5
3,750,3,767,963,6
4,750,4,740,909,6
5,750,5,761,955,6
6,750,6,790,959,6
7,750,7,735,937,7
8,750,8,786,1014,8
9,750,9,735,939,7
10,750,10,756,929,6
11,750,11,733,914,6
12,750,12,842,1001,5
13,750,13,778,954,6
14,750,14,774,952,6
15,750,15,840,1007,5
16,750,16,739,932,6
17,750,17,786,939,5
18,750,18,773,973,7
19,750,19,800,956,5
20,750,20,790,958,6
21,750,21,769,958,6
22,750,22,758,932,6
23,750,23,850,1019,6
24,750,24,809,976,6
25,750,25,746,952,7
26,750,26,743,916,6
27,750,27,783,945,5
28,750,28,762,972,7
29,750,29,733,902,6
30,750,30,792,988,6
31,750,31,742,939,7
32,750,32,738,937,7
33,750,33,877,1010,4
34,750,34,723,960,8
35,750,35,790,937,5
36,750,36,736,891,5
37,750,37,751,953,7
38,750,38,852,1020,6
39,750,39,750,978,8
40,750,40,806,989,6
41,750,41,763,934,6
42,750,42,738,892,5
43,750,43,791,973,6
44,750,44,790,950,5
45,750,45,733,936,7
46,750,46,775,954,6
47,750,47,877,1037,5
48,750,48,747,949,7
49,750,49,757,969,7
50,750,50,814,999,6
51,750,51,774,941,6
52,750,52,834,1004,6
53,750,53,738,935,6
54,750,54,845,984,5
55,750,55,802,952,5
56,750,56,705,906,7
57,750,57,793,970,6
58,750,58,906,1045,5
59,750,59,739,940,7
60,750,60,754,922,6
61,750,61,724,939,7
62,750,62,796,968,6
63,750,63,720,941,7
64,750,64,762,932,6
65,750,65,815,965,5
66,750,66,800,931,4
67,750,67,713,879,5
68,750,68,774,954,6
69,750,69,747,951,7
70,750,70,826,1023,7
71,750,71,789,988,7
72,750,72,820,1018,7
73,750,73,751,935,6
74,750,74,762,964,7
75,750,75,773,940,5
76,750,76,776,983,7
77,750,77,762,964,7
78,750,78,758,921,5
79,750,79,759,958,7
80,750,80,727,917,6
81,750,81,792,966,6
82,750,82,736,935,7
83,750,83,775,944,6
84,750,84,778,977,7
85,750,85,888,1057,6
86,750,86,801,970,6
87,750,87,718,947,8
88,750,88,765,908,5
89,750,89,775,956,6
90,750,90,807,985,6
91,750,91,804,975,6
92,750,92,768,944,6
93,750,93,806,975,6
94,750,94,773,959,6
95,750,95,738,935,7
96,750,96,806,957,5
97,750,97,760,988,8
98,750,98,677,901,7
99,750,99,762,910,5
100,750,100,739,908,6
101,750,101,769,949,6
102,750,102,843,975,4
103,750,103,757,926,6
104,750,104,812,958,5
105,750,105,735,950,7
106,750,106,750,936,6
107,750,107,742,941,7
108,750,108,810,963,5
109,750,109,741,916,6
110,750,110,761,932,6
111,750,111,733,943,7
112,750,112,810,970,5
113,750,113,753,951,7
114,750,114,781,932,5
115,750,115,778,921,5
116,750,116,754,970,7
117,750,117,760,926,6
118,750,118,727,955,8
119,750,119,727,909,6
120,750,120,808,981,6
121,750,121,854,1025,6
122,750,122,821,994,6
123,750,123,743,941,7
124,750,124,791,989,7
125,750,125,742,952,7
126,750,126,762,919,5
127,750,127,873,995,4
128,750,128,700,937,8
129,750,129,882,1021,5
130,750,130,798,958,5
131,750,131,761,961,7
132,750,132,769,950,6
133,750,133,751,981,8
134,750,134,778,958,6
135,750,135,836,1035,7
136,750,136,775,975,7
137,750,137,893,1052,5
138,750,138,759,959,7
139,750,139,799,968,6
140,750,140,730,900,6
141,750,141,740,926,6
142,750,142,804,954,5
143,750,143,735,953,7
144,750,144,741,914,6
145,750,145,760,965,7
146,750,146,774,949,6
147,750,147,680,933,8
148,750,148,772,944,6
149,750,149,741,918,6
150,750,150,790,948,5
151,750,151,812,985,6
152,750,152,794,993,7
153,750,153,759,926,6
154,750,154,804,981,6
155,750,155,913,1047,4
156,750,156,740,944,7
157,750,157,708,929,7
158,750,158,826,994,6
159,750,159,865,1017,5
160,750,160,779,991,7
161,750,161,754,913,5
162,750,162,772,971,7
163,750,163,785,958,6
164,750,164,805,952,5
165,750,165,748,935,6
166,750,166,833,1031,7
167,750,167,804,973,6
168,750,168,884,991,3
169,750,169,877,1018,5
170,750,170,830,1029,7
171,750,171,730,930,7
172,750,172,811,961,5
173,750,173,911,1036,4
174,750,174,772,980,7
175,750,175,848,988,5
176,750,176,746,923,6
177,750,177,813,1001,6
178,750,178,776,962,6
179,750,179,759,957,7
180,750,180,764,972,7
181,750,181,811,953,5
182,750,182,776,974,7
183,750,183,787,936,5
184,750,184,739,931,6
185,750,185,867,985,4
186,750,186,734,932,7
187,750,187,771,939,6
188,750,188,815,953,5
189,750,189,842,998,5
190,750,190,784,982,7
191,750,191,707,905,7
192,750,192,788,949,5
193,750,193,792,962,6
194,750,194,809,979,6
195,750,195,750,970,7
196,750,196,827,1036,7
197,750,197,807,943,4
198,750,198,810,979,6
199,750,199,720,908,6
