,K,avgs,feedback_packet_avgs
0,50,73.92,1.61
1,100,132.29,2.0
2,150,189.78,2.24
3,200,248.23,2.58
4,250,303.98,2.83
5,300,356.53,2.97
6,350,411.36,3.08
7,400,464.84,3.19
8,450,519.96,3.41
9,500,573.87,3.59
10,550,626.76,3.73
11,600,680.58,3.84
12,650,733.91,3.94
13,700,787.65,4.1
14,750,839.82,4.24
15,800,893.95,4.34
16,850,946.9,4.54
17,900,1001.72,4.69
18,950,1055.36,4.82
19,1000,1105.19,4.86
