,K,avgs,feedback_packet_avgs
0,50,73.27,2.05
1,100,133.32,2.81
2,150,187.93,3.3
3,200,241.88,3.96
4,250,297.15,4.45
5,300,351.01,5.13
6,350,402.61,5.51
7,400,456.37,6.15
8,450,506.41,6.49
9,500,559.41,7.01
10,550,613.19,7.54
11,600,664.46,8.06
12,650,716.46,8.47
13,700,769.71,9.08
14,750,821.42,9.51
15,800,872.22,9.96
16,850,923.81,10.39
17,900,976.61,10.93
18,950,1026.38,11.29
19,1000,1077.25,11.76
