,w1_pro,times,w1_drops_used,w2_drops_used
0,0.1,0,183,183
1,0.1,1,183,183
2,0.1,2,192,192
3,0.1,3,176,176
4,0.1,4,142,142
5,0.1,5,151,151
6,0.1,6,176,176
7,0.1,7,170,170
8,0.1,8,164,164
9,0.1,9,156,156
10,0.1,10,155,155
11,0.1,11,168,168
12,0.1,12,159,159
13,0.1,13,145,145
14,0.1,14,178,178
15,0.1,15,150,150
16,0.1,16,154,154
17,0.1,17,174,174
18,0.1,18,183,183
19,0.1,19,148,148
20,0.1,20,152,152
21,0.1,21,156,156
22,0.1,22,163,163
23,0.1,23,233,233
24,0.1,24,165,165
25,0.1,25,183,183
26,0.1,26,161,161
27,0.1,27,155,155
28,0.1,28,148,148
29,0.1,29,152,152
30,0.1,30,157,157
31,0.1,31,182,182
32,0.1,32,147,147
33,0.1,33,144,163
34,0.1,34,156,156
35,0.1,35,181,181
36,0.1,36,179,179
37,0.1,37,168,168
38,0.1,38,179,179
39,0.1,39,161,161
40,0.1,40,202,202
41,0.1,41,170,170
42,0.1,42,149,149
43,0.1,43,163,163
44,0.1,44,148,148
45,0.1,45,172,172
46,0.1,46,171,171
47,0.1,47,155,155
48,0.1,48,175,175
49,0.1,49,163,163
50,0.1,50,197,197
51,0.1,51,182,182
52,0.1,52,153,153
53,0.1,53,151,154
54,0.1,54,205,205
55,0.1,55,157,157
56,0.1,56,220,220
57,0.1,57,173,173
58,0.1,58,186,186
59,0.1,59,175,175
60,0.1,60,189,189
61,0.1,61,166,166
62,0.1,62,161,161
63,0.1,63,153,153
64,0.1,64,156,156
65,0.1,65,173,173
66,0.1,66,164,164
67,0.1,67,162,162
68,0.1,68,149,149
69,0.1,69,164,164
70,0.1,70,168,168
71,0.1,71,188,188
72,0.1,72,159,159
73,0.1,73,168,168
74,0.1,74,152,152
75,0.1,75,139,139
76,0.1,76,171,171
77,0.1,77,170,170
78,0.1,78,179,179
79,0.1,79,164,164
80,0.1,80,156,156
81,0.1,81,188,188
82,0.1,82,176,176
83,0.1,83,161,161
84,0.1,84,150,169
85,0.1,85,156,156
86,0.1,86,152,152
87,0.1,87,153,153
88,0.1,88,161,161
89,0.1,89,148,148
90,0.1,90,158,158
91,0.1,91,186,186
92,0.1,92,182,182
93,0.1,93,158,158
94,0.1,94,148,148
95,0.1,95,150,150
96,0.1,96,201,201
97,0.1,97,158,158
98,0.1,98,207,207
99,0.1,99,153,153
