,w1_pro,times,w1_drops_used,w2_drops_used
0,0.9,0,135,253
1,0.9,1,131,242
2,0.9,2,105,210
3,0.9,3,138,257
4,0.9,4,128,245
5,0.9,5,96,217
6,0.9,6,99,224
7,0.9,7,104,241
8,0.9,8,129,241
9,0.9,9,97,236
10,0.9,10,134,267
11,0.9,11,123,247
12,0.9,12,100,222
13,0.9,13,95,237
14,0.9,14,163,274
15,0.9,15,102,234
16,0.9,16,104,240
17,0.9,17,109,231
18,0.9,18,100,234
19,0.9,19,106,239
20,0.9,20,108,243
21,0.9,21,98,221
22,0.9,22,120,238
23,0.9,23,103,230
24,0.9,24,100,240
25,0.9,25,141,270
26,0.9,26,113,247
27,0.9,27,122,233
28,0.9,28,112,227
29,0.9,29,109,222
30,0.9,30,117,251
31,0.9,31,93,206
32,0.9,32,106,234
33,0.9,33,116,237
34,0.9,34,114,226
35,0.9,35,128,264
36,0.9,36,115,231
37,0.9,37,96,222
38,0.9,38,248,335
39,0.9,39,105,230
40,0.9,40,126,242
41,0.9,41,112,226
42,0.9,42,111,240
43,0.9,43,143,268
44,0.9,44,112,237
45,0.9,45,134,235
46,0.9,46,98,214
47,0.9,47,134,252
48,0.9,48,116,213
49,0.9,49,100,239
50,0.9,50,122,233
51,0.9,51,122,246
52,0.9,52,107,222
53,0.9,53,120,252
54,0.9,54,134,247
55,0.9,55,132,245
56,0.9,56,108,224
57,0.9,57,102,222
58,0.9,58,118,237
59,0.9,59,108,230
60,0.9,60,111,250
61,0.9,61,117,229
62,0.9,62,107,237
63,0.9,63,123,244
64,0.9,64,87,199
65,0.9,65,101,212
66,0.9,66,119,213
67,0.9,67,111,225
68,0.9,68,132,259
69,0.9,69,116,256
70,0.9,70,116,231
71,0.9,71,101,237
72,0.9,72,107,233
73,0.9,73,113,248
74,0.9,74,123,207
75,0.9,75,112,245
76,0.9,76,106,221
77,0.9,77,110,219
78,0.9,78,136,249
79,0.9,79,99,235
80,0.9,80,110,249
81,0.9,81,103,223
82,0.9,82,101,246
83,0.9,83,119,202
84,0.9,84,107,241
85,0.9,85,93,218
86,0.9,86,122,212
87,0.9,87,100,229
88,0.9,88,109,241
89,0.9,89,111,232
90,0.9,90,95,229
91,0.9,91,111,233
92,0.9,92,108,247
93,0.9,93,114,233
94,0.9,94,154,254
95,0.9,95,119,216
96,0.9,96,99,221
97,0.9,97,111,235
98,0.9,98,107,246
99,0.9,99,128,237
