,w1_pro,times,w1_drops_used,w2_drops_used
0,0.4,0,153,172
1,0.4,1,150,172
2,0.4,2,175,185
3,0.4,3,183,204
4,0.4,4,156,177
5,0.4,5,221,221
6,0.4,6,166,166
7,0.4,7,169,169
8,0.4,8,159,180
9,0.4,9,157,157
10,0.4,10,141,154
11,0.4,11,142,191
12,0.4,12,156,176
13,0.4,13,130,179
14,0.4,14,138,157
15,0.4,15,168,175
16,0.4,16,134,167
17,0.4,17,164,164
18,0.4,18,136,166
19,0.4,19,158,158
20,0.4,20,160,179
21,0.4,21,175,175
22,0.4,22,153,161
23,0.4,23,148,183
24,0.4,24,168,197
25,0.4,25,155,155
26,0.4,26,152,162
27,0.4,27,138,164
28,0.4,28,139,159
29,0.4,29,143,167
30,0.4,30,147,147
31,0.4,31,143,164
32,0.4,32,178,178
33,0.4,33,159,175
34,0.4,34,121,170
35,0.4,35,140,163
36,0.4,36,145,164
37,0.4,37,169,178
38,0.4,38,200,200
39,0.4,39,158,158
40,0.4,40,158,163
41,0.4,41,164,164
42,0.4,42,142,168
43,0.4,43,175,194
44,0.4,44,148,149
45,0.4,45,174,174
46,0.4,46,156,156
47,0.4,47,168,168
48,0.4,48,156,176
49,0.4,49,162,162
50,0.4,50,169,194
51,0.4,51,142,170
52,0.4,52,155,155
53,0.4,53,152,174
54,0.4,54,191,210
55,0.4,55,167,167
56,0.4,56,137,162
57,0.4,57,155,184
58,0.4,58,146,179
59,0.4,59,162,162
60,0.4,60,140,176
61,0.4,61,155,155
62,0.4,62,163,163
63,0.4,63,146,166
64,0.4,64,155,177
65,0.4,65,156,170
66,0.4,66,184,184
67,0.4,67,150,171
68,0.4,68,138,161
69,0.4,69,152,171
70,0.4,70,178,178
71,0.4,71,179,179
72,0.4,72,156,176
73,0.4,73,166,183
74,0.4,74,152,156
75,0.4,75,164,164
76,0.4,76,153,170
77,0.4,77,141,160
78,0.4,78,151,174
79,0.4,79,188,188
80,0.4,80,147,173
81,0.4,81,160,189
82,0.4,82,161,161
83,0.4,83,153,173
84,0.4,84,145,176
85,0.4,85,143,166
86,0.4,86,149,172
87,0.4,87,155,174
88,0.4,88,147,150
89,0.4,89,128,162
90,0.4,90,155,155
91,0.4,91,125,162
92,0.4,92,160,160
93,0.4,93,161,184
94,0.4,94,130,179
95,0.4,95,159,178
96,0.4,96,164,177
97,0.4,97,185,185
98,0.4,98,162,169
99,0.4,99,164,183
