,w1_pro,times,w1_drops_used,w2_drops_used
0,0.5,0,159,184
1,0.5,1,147,186
2,0.5,2,173,178
3,0.5,3,161,183
4,0.5,4,154,173
5,0.5,5,157,184
6,0.5,6,118,197
7,0.5,7,161,196
8,0.5,8,147,170
9,0.5,9,134,184
10,0.5,10,202,221
11,0.5,11,172,172
12,0.5,12,150,162
13,0.5,13,148,198
14,0.5,14,180,180
15,0.5,15,149,205
16,0.5,16,161,184
17,0.5,17,153,181
18,0.5,18,137,183
19,0.5,19,134,187
20,0.5,20,149,179
21,0.5,21,146,157
22,0.5,22,143,169
23,0.5,23,134,163
24,0.5,24,140,173
25,0.5,25,168,189
26,0.5,26,155,181
27,0.5,27,147,147
28,0.5,28,171,198
29,0.5,29,134,183
30,0.5,30,134,168
31,0.5,31,148,168
32,0.5,32,137,161
33,0.5,33,200,228
34,0.5,34,129,156
35,0.5,35,157,179
36,0.5,36,153,153
37,0.5,37,152,178
38,0.5,38,148,197
39,0.5,39,142,185
40,0.5,40,154,168
41,0.5,41,177,205
42,0.5,42,161,206
43,0.5,43,136,169
44,0.5,44,138,172
45,0.5,45,142,168
46,0.5,46,169,169
47,0.5,47,141,169
48,0.5,48,145,171
49,0.5,49,184,203
50,0.5,50,144,195
51,0.5,51,179,179
52,0.5,52,112,174
53,0.5,53,156,190
54,0.5,54,156,183
55,0.5,55,141,167
56,0.5,56,132,183
57,0.5,57,117,158
58,0.5,58,139,170
59,0.5,59,128,163
60,0.5,60,145,170
61,0.5,61,126,177
62,0.5,62,156,189
63,0.5,63,150,170
64,0.5,64,157,180
65,0.5,65,144,184
66,0.5,66,135,168
67,0.5,67,147,169
68,0.5,68,156,188
69,0.5,69,146,165
70,0.5,70,158,182
71,0.5,71,133,164
72,0.5,72,131,132
73,0.5,73,168,187
74,0.5,74,151,179
75,0.5,75,152,173
76,0.5,76,140,164
77,0.5,77,133,199
78,0.5,78,135,135
79,0.5,79,128,161
80,0.5,80,138,164
81,0.5,81,127,168
82,0.5,82,126,159
83,0.5,83,131,180
84,0.5,84,138,187
85,0.5,85,132,173
86,0.5,86,173,194
87,0.5,87,128,177
88,0.5,88,153,193
89,0.5,89,136,186
90,0.5,90,156,207
91,0.5,91,140,175
92,0.5,92,151,170
93,0.5,93,138,170
94,0.5,94,140,173
95,0.5,95,210,210
96,0.5,96,145,178
97,0.5,97,148,172
98,0.5,98,152,178
99,0.5,99,147,200
