,w1_pro,times,w1_drops_used,w2_drops_used
0,0.2,0,224,224
1,0.2,1,147,166
2,0.2,2,159,159
3,0.2,3,154,154
4,0.2,4,148,148
5,0.2,5,180,180
6,0.2,6,140,140
7,0.2,7,172,172
8,0.2,8,151,151
9,0.2,9,187,187
10,0.2,10,189,189
11,0.2,11,172,172
12,0.2,12,165,165
13,0.2,13,162,162
14,0.2,14,154,154
15,0.2,15,162,162
16,0.2,16,155,155
17,0.2,17,160,160
18,0.2,18,172,172
19,0.2,19,158,158
20,0.2,20,155,155
21,0.2,21,155,155
22,0.2,22,172,172
23,0.2,23,160,160
24,0.2,24,160,160
25,0.2,25,154,154
26,0.2,26,162,162
27,0.2,27,159,159
28,0.2,28,161,161
29,0.2,29,148,148
30,0.2,30,152,152
31,0.2,31,159,159
32,0.2,32,166,166
33,0.2,33,199,199
34,0.2,34,153,153
35,0.2,35,166,166
36,0.2,36,165,165
37,0.2,37,170,170
38,0.2,38,165,165
39,0.2,39,149,149
40,0.2,40,173,173
41,0.2,41,151,151
42,0.2,42,187,187
43,0.2,43,169,169
44,0.2,44,220,220
45,0.2,45,156,156
46,0.2,46,168,168
47,0.2,47,185,185
48,0.2,48,150,150
49,0.2,49,279,279
50,0.2,50,153,153
51,0.2,51,164,164
52,0.2,52,155,155
53,0.2,53,151,151
54,0.2,54,142,144
55,0.2,55,148,148
56,0.2,56,236,236
57,0.2,57,157,157
58,0.2,58,160,163
59,0.2,59,164,183
60,0.2,60,149,149
61,0.2,61,150,150
62,0.2,62,144,144
63,0.2,63,165,165
64,0.2,64,165,165
65,0.2,65,171,171
66,0.2,66,170,170
67,0.2,67,143,163
68,0.2,68,173,173
69,0.2,69,150,167
70,0.2,70,154,154
71,0.2,71,187,187
72,0.2,72,171,171
73,0.2,73,187,187
74,0.2,74,171,171
75,0.2,75,157,157
76,0.2,76,165,165
77,0.2,77,155,155
78,0.2,78,180,180
79,0.2,79,174,174
80,0.2,80,162,162
81,0.2,81,163,163
82,0.2,82,189,189
83,0.2,83,267,267
84,0.2,84,142,142
85,0.2,85,154,154
86,0.2,86,179,179
87,0.2,87,162,162
88,0.2,88,160,179
89,0.2,89,170,170
90,0.2,90,181,181
91,0.2,91,189,189
92,0.2,92,181,181
93,0.2,93,162,162
94,0.2,94,151,151
95,0.2,95,168,168
96,0.2,96,162,162
97,0.2,97,193,193
98,0.2,98,154,154
99,0.2,99,220,220
