,w1_pro,times,w1_drops_used,w2_drops_used
0,0.3,0,137,156
1,0.3,1,154,173
2,0.3,2,141,161
3,0.3,3,172,172
4,0.3,4,191,191
5,0.3,5,140,140
6,0.3,6,162,162
7,0.3,7,182,182
8,0.3,8,161,161
9,0.3,9,226,226
10,0.3,10,139,158
11,0.3,11,182,182
12,0.3,12,153,153
13,0.3,13,146,146
14,0.3,14,163,193
15,0.3,15,171,183
16,0.3,16,170,170
17,0.3,17,154,154
18,0.3,18,150,150
19,0.3,19,160,160
20,0.3,20,146,146
21,0.3,21,150,150
22,0.3,22,165,184
23,0.3,23,146,165
24,0.3,24,158,158
25,0.3,25,175,175
26,0.3,26,190,190
27,0.3,27,189,189
28,0.3,28,159,178
29,0.3,29,153,153
30,0.3,30,178,178
31,0.3,31,165,165
32,0.3,32,148,152
33,0.3,33,149,168
34,0.3,34,162,181
35,0.3,35,185,185
36,0.3,36,180,180
37,0.3,37,149,149
38,0.3,38,154,154
39,0.3,39,167,171
40,0.3,40,149,149
41,0.3,41,156,160
42,0.3,42,138,157
43,0.3,43,222,222
44,0.3,44,173,173
45,0.3,45,146,165
46,0.3,46,158,158
47,0.3,47,159,178
48,0.3,48,146,167
49,0.3,49,156,156
50,0.3,50,144,163
51,0.3,51,139,188
52,0.3,52,153,153
53,0.3,53,161,161
54,0.3,54,178,178
55,0.3,55,194,194
56,0.3,56,183,183
57,0.3,57,153,172
58,0.3,58,143,145
59,0.3,59,157,157
60,0.3,60,160,162
61,0.3,61,139,167
62,0.3,62,148,148
63,0.3,63,162,162
64,0.3,64,167,167
65,0.3,65,153,173
66,0.3,66,198,198
67,0.3,67,162,162
68,0.3,68,182,182
69,0.3,69,174,174
70,0.3,70,159,159
71,0.3,71,156,176
72,0.3,72,148,148
73,0.3,73,138,138
74,0.3,74,153,153
75,0.3,75,173,173
76,0.3,76,167,167
77,0.3,77,154,174
78,0.3,78,173,173
79,0.3,79,167,167
80,0.3,80,159,159
81,0.3,81,186,186
82,0.3,82,167,187
83,0.3,83,175,175
84,0.3,84,155,155
85,0.3,85,157,157
86,0.3,86,186,186
87,0.3,87,139,139
88,0.3,88,134,156
89,0.3,89,139,147
90,0.3,90,157,176
91,0.3,91,182,182
92,0.3,92,153,153
93,0.3,93,153,153
94,0.3,94,161,161
95,0.3,95,152,155
96,0.3,96,184,184
97,0.3,97,186,186
98,0.3,98,165,165
99,0.3,99,166,166
