,w1_pro,times,w1_drops_used,w2_drops_used
0,0.8,0,113,216
1,0.8,1,111,204
2,0.8,2,119,184
3,0.8,3,127,232
4,0.8,4,139,223
5,0.8,5,232,321
6,0.8,6,113,226
7,0.8,7,131,218
8,0.8,8,125,234
9,0.8,9,124,204
10,0.8,10,121,232
11,0.8,11,116,209
12,0.8,12,127,237
13,0.8,13,134,215
14,0.8,14,144,242
15,0.8,15,118,217
16,0.8,16,117,205
17,0.8,17,120,224
18,0.8,18,125,216
19,0.8,19,116,228
20,0.8,20,132,242
21,0.8,21,111,231
22,0.8,22,108,207
23,0.8,23,116,212
24,0.8,24,124,217
25,0.8,25,149,244
26,0.8,26,112,204
27,0.8,27,101,235
28,0.8,28,117,227
29,0.8,29,120,207
30,0.8,30,119,251
31,0.8,31,108,219
32,0.8,32,108,225
33,0.8,33,120,229
34,0.8,34,115,199
35,0.8,35,126,228
36,0.8,36,110,225
37,0.8,37,111,222
38,0.8,38,132,244
39,0.8,39,128,219
40,0.8,40,105,217
41,0.8,41,133,243
42,0.8,42,129,217
43,0.8,43,184,271
44,0.8,44,121,202
45,0.8,45,127,221
46,0.8,46,138,248
47,0.8,47,130,204
48,0.8,48,105,207
49,0.8,49,112,224
50,0.8,50,131,211
51,0.8,51,150,230
52,0.8,52,122,213
53,0.8,53,183,284
54,0.8,54,129,222
55,0.8,55,152,245
56,0.8,56,116,211
57,0.8,57,111,194
58,0.8,58,103,202
59,0.8,59,138,239
60,0.8,60,129,206
61,0.8,61,125,229
62,0.8,62,118,197
63,0.8,63,120,234
64,0.8,64,120,226
65,0.8,65,110,190
66,0.8,66,137,229
67,0.8,67,133,218
68,0.8,68,107,235
69,0.8,69,100,208
70,0.8,70,109,227
71,0.8,71,124,235
72,0.8,72,149,221
73,0.8,73,127,220
74,0.8,74,130,209
75,0.8,75,136,243
76,0.8,76,145,258
77,0.8,77,134,227
78,0.8,78,131,233
79,0.8,79,132,217
80,0.8,80,174,253
81,0.8,81,124,234
82,0.8,82,111,224
83,0.8,83,116,225
84,0.8,84,108,198
85,0.8,85,114,224
86,0.8,86,113,222
87,0.8,87,115,215
88,0.8,88,216,297
89,0.8,89,115,199
90,0.8,90,122,215
91,0.8,91,129,220
92,0.8,92,141,226
93,0.8,93,114,232
94,0.8,94,144,255
95,0.8,95,125,221
96,0.8,96,123,213
97,0.8,97,113,220
98,0.8,98,143,246
99,0.8,99,106,212
