,num_chunks,times,w1_drop_num,w2_drop_num
0,300,0,360,420
1,300,1,317,386
2,300,2,304,426
3,300,3,330,461
4,300,4,334,446
5,300,5,297,407
6,300,6,323,405
7,300,7,309,424
8,300,8,376,470
9,300,9,321,400
10,300,10,350,394
11,300,11,388,450
12,300,12,309,409
13,300,13,336,457
14,300,14,305,432
15,300,15,331,401
16,300,16,421,455
17,300,17,333,389
18,300,18,317,400
19,300,19,330,418
20,300,20,281,404
21,300,21,341,495
22,300,22,340,421
23,300,23,411,491
24,300,24,288,427
25,300,25,333,419
26,300,26,348,442
27,300,27,353,441
28,300,28,296,395
29,300,29,309,422
30,300,30,310,416
31,300,31,314,424
32,300,32,313,415
33,300,33,351,430
34,300,34,325,404
35,300,35,331,454
36,300,36,373,475
37,300,37,381,423
38,300,38,324,406
39,300,39,287,428
40,300,40,325,409
41,300,41,310,419
42,300,42,288,412
43,300,43,386,475
44,300,44,410,446
45,300,45,320,431
46,300,46,368,424
47,300,47,342,444
48,300,48,391,471
49,300,49,338,457
50,300,50,341,424
51,300,51,345,413
52,300,52,332,426
53,300,53,318,411
54,300,54,324,439
55,300,55,325,409
56,300,56,363,420
57,300,57,344,453
58,300,58,379,453
59,300,59,354,466
60,300,60,309,442
61,300,61,340,450
62,300,62,342,424
63,300,63,325,423
64,300,64,338,403
65,300,65,335,445
66,300,66,349,401
67,300,67,310,417
68,300,68,328,404
69,300,69,319,428
70,300,70,291,406
71,300,71,303,434
72,300,72,338,423
73,300,73,344,443
74,300,74,441,480
75,300,75,319,446
76,300,76,337,404
77,300,77,322,461
78,300,78,316,431
79,300,79,298,384
80,300,80,308,428
81,300,81,369,448
82,300,82,319,412
83,300,83,312,451
84,300,84,300,415
85,300,85,307,433
86,300,86,324,406
87,300,87,321,405
88,300,88,365,471
89,300,89,320,433
90,300,90,362,441
91,300,91,362,443
92,300,92,361,454
93,300,93,337,417
94,300,94,324,432
95,300,95,316,393
96,300,96,320,443
97,300,97,362,439
98,300,98,314,434
99,300,99,367,470
