,num_chunks,times,w1_drop_num,w2_drop_num
0,200,0,209,321
1,200,1,247,317
2,200,2,304,364
3,200,3,222,285
4,200,4,217,310
5,200,5,215,275
6,200,6,264,322
7,200,7,252,329
8,200,8,221,308
9,200,9,249,323
10,200,10,223,311
11,200,11,214,308
12,200,12,270,360
13,200,13,253,332
14,200,14,255,294
15,200,15,242,321
16,200,16,207,305
17,200,17,232,295
18,200,18,209,259
19,200,19,231,291
20,200,20,224,308
21,200,21,228,279
22,200,22,215,298
23,200,23,222,301
24,200,24,233,277
25,200,25,227,292
26,200,26,207,302
27,200,27,224,306
28,200,28,204,284
29,200,29,224,282
30,200,30,260,295
31,200,31,232,289
32,200,32,210,304
33,200,33,222,307
34,200,34,237,286
35,200,35,242,296
36,200,36,195,299
37,200,37,222,280
38,200,38,231,279
39,200,39,270,349
40,200,40,238,296
41,200,41,238,339
42,200,42,217,296
43,200,43,216,301
44,200,44,247,308
45,200,45,199,302
46,200,46,245,311
47,200,47,222,282
48,200,48,240,314
49,200,49,216,290
50,200,50,258,337
51,200,51,227,282
52,200,52,241,294
53,200,53,222,303
54,200,54,210,289
55,200,55,225,304
56,200,56,210,295
57,200,57,224,307
58,200,58,206,281
59,200,59,211,281
60,200,60,188,282
61,200,61,211,320
62,200,62,234,331
63,200,63,209,304
64,200,64,217,308
65,200,65,241,315
66,200,66,230,306
67,200,67,220,308
68,200,68,238,277
69,200,69,226,301
70,200,70,214,274
71,200,71,223,273
72,200,72,250,300
73,200,73,220,302
74,200,74,259,303
75,200,75,336,372
76,200,76,219,315
77,200,77,234,294
78,200,78,261,341
79,200,79,251,294
80,200,80,221,284
81,200,81,267,297
82,200,82,222,303
83,200,83,235,294
84,200,84,283,337
85,200,85,242,300
86,200,86,240,308
87,200,87,217,301
88,200,88,218,285
89,200,89,266,328
90,200,90,220,271
91,200,91,213,310
92,200,92,260,338
93,200,93,235,305
94,200,94,221,277
95,200,95,221,291
96,200,96,205,290
97,200,97,220,291
98,200,98,225,318
99,200,99,242,316
