,num_chunks,times,w1_drop_num,w2_drop_num
0,800,0,810,1026
1,800,1,824,1021
2,800,2,796,1018
3,800,3,827,1014
4,800,4,815,1044
5,800,5,831,1050
6,800,6,896,1090
7,800,7,849,1005
8,800,8,857,1059
9,800,9,781,980
10,800,10,826,973
11,800,11,817,1017
12,800,12,919,1068
13,800,13,878,1044
14,800,14,735,959
15,800,15,764,976
16,800,16,873,1054
17,800,17,802,1006
18,800,18,797,998
19,800,19,807,966
20,800,20,1316,1400
21,800,21,752,986
22,800,22,791,950
23,800,23,960,1084
24,800,24,795,952
25,800,25,783,982
26,800,26,823,1018
27,800,27,788,987
28,800,28,847,1023
29,800,29,778,980
30,800,30,864,1063
31,800,31,812,961
32,800,32,810,997
33,800,33,971,1150
34,800,34,816,1045
35,800,35,871,1040
36,800,36,848,1047
37,800,37,769,970
38,800,38,751,970
39,800,39,824,1025
40,800,40,757,989
41,800,41,770,973
42,800,42,797,981
43,800,43,891,1060
44,800,44,829,1035
45,800,45,797,1031
46,800,46,878,1077
47,800,47,817,1041
48,800,48,842,1032
49,800,49,896,1046
50,800,50,825,1003
51,800,51,812,981
52,800,52,861,1004
53,800,53,866,1067
54,800,54,833,1033
55,800,55,784,1013
56,800,56,869,1048
57,800,57,818,1022
58,800,58,866,1054
59,800,59,811,953
60,800,60,815,965
61,800,61,827,1030
62,800,62,811,988
63,800,63,852,1052
64,800,64,840,1026
65,800,65,902,1082
66,800,66,820,997
67,800,67,866,1036
68,800,68,827,996
69,800,69,807,1009
70,800,70,800,969
71,800,71,794,1002
72,800,72,876,1060
73,800,73,807,1012
74,800,74,860,1031
75,800,75,769,972
76,800,76,784,983
77,800,77,783,965
78,800,78,804,1010
79,800,79,799,958
80,800,80,828,1060
81,800,81,811,1010
82,800,82,816,994
83,800,83,1018,1133
84,800,84,896,1025
85,800,85,850,1052
86,800,86,774,955
87,800,87,847,1023
88,800,88,809,1039
89,800,89,930,1088
90,800,90,937,1095
91,800,91,754,983
92,800,92,782,1012
93,800,93,881,1071
94,800,94,865,1009
95,800,95,817,996
96,800,96,818,998
97,800,97,828,1019
98,800,98,806,1024
99,800,99,853,1065
