,num_chunks,times,w1_drop_num,w2_drop_num
0,400,0,402,541
1,400,1,421,560
2,400,2,411,532
3,400,3,432,541
4,400,4,480,544
5,400,5,445,582
6,400,6,413,551
7,400,7,408,550
8,400,8,474,552
9,400,9,488,567
10,400,10,399,545
11,400,11,436,567
12,400,12,404,534
13,400,13,413,521
14,400,14,418,528
15,400,15,400,518
16,400,16,402,542
17,400,17,423,574
18,400,18,425,541
19,400,19,437,576
20,400,20,433,550
21,400,21,493,560
22,400,22,402,541
23,400,23,403,515
24,400,24,431,550
25,400,25,485,570
26,400,26,383,497
27,400,27,416,508
28,400,28,406,502
29,400,29,457,564
30,400,30,383,547
31,400,31,447,519
32,400,32,412,532
33,400,33,416,541
34,400,34,440,555
35,400,35,518,627
36,400,36,400,546
37,400,37,423,571
38,400,38,506,600
39,400,39,395,536
40,400,40,455,566
41,400,41,496,605
42,400,42,436,576
43,400,43,419,532
44,400,44,442,556
45,400,45,489,584
46,400,46,398,568
47,400,47,454,533
48,400,48,441,575
49,400,49,387,514
50,400,50,432,545
51,400,51,470,589
52,400,52,444,556
53,400,53,449,582
54,400,54,451,575
55,400,55,443,538
56,400,56,474,584
57,400,57,433,550
58,400,58,398,543
59,400,59,446,572
60,400,60,406,539
61,400,61,391,508
62,400,62,400,528
63,400,63,453,571
64,400,64,423,547
65,400,65,450,561
66,400,66,430,569
67,400,67,435,519
68,400,68,439,578
69,400,69,413,553
70,400,70,413,536
71,400,71,448,557
72,400,72,406,521
73,400,73,462,560
74,400,74,471,583
75,400,75,417,548
76,400,76,422,539
77,400,77,431,543
78,400,78,387,556
79,400,79,421,561
80,400,80,480,558
81,400,81,429,573
82,400,82,438,529
83,400,83,424,563
84,400,84,453,567
85,400,85,459,528
86,400,86,459,541
87,400,87,478,560
88,400,88,433,545
89,400,89,391,530
90,400,90,527,575
91,400,91,453,552
92,400,92,498,611
93,400,93,490,555
94,400,94,465,534
95,400,95,433,508
96,400,96,432,530
97,400,97,515,636
98,400,98,434,530
99,400,99,370,509
