,num_chunks,times,w1_drop_num,w2_drop_num
0,750,0,748,959
1,750,1,849,1018
2,750,2,786,959
3,750,3,782,949
4,750,4,712,890
5,750,5,722,906
6,750,6,771,960
7,750,7,791,937
8,750,8,752,903
9,750,9,760,909
10,750,10,743,945
11,750,11,800,985
12,750,12,822,992
13,750,13,789,988
14,750,14,906,1071
15,750,15,739,909
16,750,16,794,997
17,750,17,801,942
18,750,18,806,975
19,750,19,806,956
20,750,20,901,1042
21,750,21,727,929
22,750,22,730,933
23,750,23,739,942
24,750,24,800,984
25,750,25,730,895
26,750,26,803,990
27,750,27,725,956
28,750,28,804,975
29,750,29,755,938
30,750,30,762,931
31,750,31,820,967
32,750,32,753,948
33,750,33,787,942
34,750,34,784,956
35,750,35,830,1029
36,750,36,801,970
37,750,37,771,940
38,750,38,780,971
39,750,39,713,926
40,750,40,782,994
41,750,41,793,941
42,750,42,768,937
43,750,43,750,979
44,750,44,791,965
45,750,45,728,922
46,750,46,728,907
47,750,47,831,1001
48,750,48,792,974
49,750,49,858,993
50,750,50,739,939
51,750,51,737,934
52,750,52,831,970
53,750,53,834,984
54,750,54,763,936
55,750,55,758,971
56,750,56,760,938
57,750,57,820,994
58,750,58,1474,1564
59,750,59,735,961
60,750,60,728,957
61,750,61,816,986
62,750,62,767,902
63,750,63,819,967
64,750,64,783,948
65,750,65,755,925
66,750,66,827,998
67,750,67,758,959
68,750,68,771,942
69,750,69,736,934
70,750,70,804,1003
71,750,71,767,941
72,750,72,740,918
73,750,73,852,1016
74,750,74,746,915
75,750,75,746,919
76,750,76,808,977
77,750,77,832,987
78,750,78,723,908
79,750,79,738,940
80,750,80,951,1090
81,750,81,760,968
82,750,82,845,978
83,750,83,735,938
84,750,84,739,885
85,750,85,798,969
86,750,86,755,967
87,750,87,780,931
88,750,88,787,963
89,750,89,813,952
90,750,90,785,918
91,750,91,795,977
92,750,92,793,942
93,750,93,822,992
94,750,94,723,931
95,750,95,767,945
96,750,96,813,1012
97,750,97,754,953
98,750,98,755,905
99,750,99,832,997
