,num_chunks,times,w1_drop_num,w2_drop_num
0,150,0,168,235
1,150,1,189,231
2,150,2,170,234
3,150,3,192,219
4,150,4,172,244
5,150,5,157,211
6,150,6,196,228
7,150,7,188,231
8,150,8,158,231
9,150,9,248,297
10,150,10,178,239
11,150,11,155,218
12,150,12,185,216
13,150,13,165,227
14,150,14,191,220
15,150,15,171,241
16,150,16,169,228
17,150,17,174,216
18,150,18,173,238
19,150,19,201,257
20,150,20,165,214
21,150,21,199,226
22,150,22,159,247
23,150,23,177,234
24,150,24,168,231
25,150,25,181,222
26,150,26,190,240
27,150,27,188,242
28,150,28,154,231
29,150,29,174,223
30,150,30,173,241
31,150,31,155,233
32,150,32,160,240
33,150,33,194,243
34,150,34,169,251
35,150,35,195,243
36,150,36,171,224
37,150,37,180,250
38,150,38,174,216
39,150,39,157,220
40,150,40,184,243
41,150,41,233,289
42,150,42,210,259
43,150,43,193,235
44,150,44,184,249
45,150,45,170,252
46,150,46,227,256
47,150,47,170,236
48,150,48,179,264
49,150,49,158,217
50,150,50,167,229
51,150,51,161,226
52,150,52,234,269
53,150,53,204,229
54,150,54,155,234
55,150,55,185,235
56,150,56,173,223
57,150,57,164,215
58,150,58,183,206
59,150,59,156,238
60,150,60,255,279
61,150,61,177,226
62,150,62,170,240
63,150,63,172,235
64,150,64,188,213
65,150,65,179,252
66,150,66,189,238
67,150,67,161,201
68,150,68,186,241
69,150,69,197,235
70,150,70,174,222
71,150,71,171,211
72,150,72,261,313
73,150,73,165,250
74,150,74,182,243
75,150,75,186,270
76,150,76,210,240
77,150,77,179,239
78,150,78,188,228
79,150,79,197,223
80,150,80,206,232
81,150,81,155,225
82,150,82,185,219
83,150,83,161,244
84,150,84,174,253
85,150,85,150,223
86,150,86,155,218
87,150,87,158,218
88,150,88,252,275
89,150,89,178,257
90,150,90,244,279
91,150,91,147,204
92,150,92,184,215
93,150,93,248,269
94,150,94,177,285
95,150,95,176,210
96,150,96,180,262
97,150,97,165,224
98,150,98,186,218
99,150,99,205,265
