,num_chunks,times,w1_drop_num,w2_drop_num
0,450,0,459,609
1,450,1,531,631
2,450,2,500,627
3,450,3,458,582
4,450,4,445,590
5,450,5,443,612
6,450,6,501,630
7,450,7,486,656
8,450,8,473,613
9,450,9,452,573
10,450,10,568,678
11,450,11,597,736
12,450,12,464,597
13,450,13,487,613
14,450,14,468,602
15,450,15,459,592
16,450,16,450,582
17,450,17,486,578
18,450,18,473,584
19,450,19,491,617
20,450,20,509,630
21,450,21,485,624
22,450,22,459,569
23,450,23,494,612
24,450,24,471,584
25,450,25,474,603
26,450,26,461,601
27,450,27,540,628
28,450,28,454,577
29,450,29,521,615
30,450,30,514,618
31,450,31,483,574
32,450,32,550,636
33,450,33,501,608
34,450,34,512,621
35,450,35,527,618
36,450,36,538,627
37,450,37,492,631
38,450,38,433,588
39,450,39,461,602
40,450,40,460,622
41,450,41,426,597
42,450,42,498,614
43,450,43,432,590
44,450,44,488,573
45,450,45,494,630
46,450,46,442,565
47,450,47,456,607
48,450,48,498,631
49,450,49,451,585
50,450,50,488,607
51,450,51,465,612
52,450,52,456,586
53,450,53,502,631
54,450,54,472,611
55,450,55,487,577
56,450,56,475,590
57,450,57,562,644
58,450,58,501,600
59,450,59,462,582
60,450,60,551,607
61,450,61,469,577
62,450,62,474,629
63,450,63,484,570
64,450,64,464,602
65,450,65,483,610
66,450,66,487,603
67,450,67,525,639
68,450,68,455,567
69,450,69,537,649
70,450,70,470,615
71,450,71,520,601
72,450,72,615,731
73,450,73,502,590
74,450,74,485,638
75,450,75,517,603
76,450,76,468,582
77,450,77,476,602
78,450,78,475,616
79,450,79,476,609
80,450,80,512,653
81,450,81,493,608
82,450,82,476,653
83,450,83,478,617
84,450,84,530,645
85,450,85,492,631
86,450,86,442,598
87,450,87,505,630
88,450,88,523,662
89,450,89,433,580
90,450,90,473,582
91,450,91,486,605
92,450,92,441,579
93,450,93,461,572
94,450,94,500,610
95,450,95,844,899
96,450,96,527,632
97,450,97,493,629
98,450,98,487,608
99,450,99,464,612
