,num_chunks,times,w1_drop_num,w2_drop_num
0,650,0,684,843
1,650,1,667,805
2,650,2,662,831
3,650,3,630,769
4,650,4,659,858
5,650,5,627,801
6,650,6,680,868
7,650,7,754,878
8,650,8,704,821
9,650,9,709,866
10,650,10,673,842
11,650,11,627,831
12,650,12,653,840
13,650,13,639,814
14,650,14,607,810
15,650,15,711,852
16,650,16,643,814
17,650,17,682,822
18,650,18,733,863
19,650,19,744,901
20,650,20,691,835
21,650,21,952,1058
22,650,22,681,853
23,650,23,669,819
24,650,24,682,882
25,650,25,649,836
26,650,26,738,870
27,650,27,708,879
28,650,28,736,932
29,650,29,748,887
30,650,30,679,857
31,650,31,677,876
32,650,32,739,876
33,650,33,655,816
34,650,34,640,842
35,650,35,681,837
36,650,36,712,892
37,650,37,705,811
38,650,38,603,816
39,650,39,688,832
40,650,40,622,791
41,650,41,807,946
42,650,42,696,865
43,650,43,635,806
44,650,44,708,841
45,650,45,652,851
46,650,46,629,830
47,650,47,651,820
48,650,48,656,845
49,650,49,640,821
50,650,50,669,847
51,650,51,923,985
52,650,52,633,802
53,650,53,607,822
54,650,54,679,842
55,650,55,712,893
56,650,56,740,871
57,650,57,713,866
58,650,58,635,790
59,650,59,634,797
60,650,60,771,936
61,650,61,630,829
62,650,62,749,831
63,650,63,641,812
64,650,64,664,834
65,650,65,664,854
66,650,66,686,809
67,650,67,690,891
68,650,68,673,845
69,650,69,755,892
70,650,70,637,836
71,650,71,720,847
72,650,72,684,828
73,650,73,695,834
74,650,74,672,843
75,650,75,654,845
76,650,76,783,922
77,650,77,638,812
78,650,78,704,873
79,650,79,650,820
80,650,80,639,780
81,650,81,645,793
82,650,82,697,871
83,650,83,687,864
84,650,84,658,844
85,650,85,651,820
86,650,86,604,833
87,650,87,658,854
88,650,88,667,846
89,650,89,691,861
90,650,90,686,848
91,650,91,776,895
92,650,92,679,848
93,650,93,665,819
94,650,94,681,876
95,650,95,598,810
96,650,96,791,935
97,650,97,655,808
98,650,98,636,835
99,650,99,712,881
