,num_chunks,times,w1_drop_num,w2_drop_num
0,900,0,968,1133
1,900,1,931,1107
2,900,2,872,1101
3,900,3,930,1159
4,900,4,988,1170
5,900,5,902,1145
6,900,6,989,1160
7,900,7,922,1119
8,900,8,879,1108
9,900,9,885,1124
10,900,10,881,1119
11,900,11,875,1106
12,900,12,915,1168
13,900,13,976,1182
14,900,14,901,1137
15,900,15,911,1140
16,900,16,893,1154
17,900,17,907,1136
18,900,18,904,1110
19,900,19,918,1147
20,900,20,937,1137
21,900,21,880,1129
22,900,22,1064,1240
23,900,23,849,1081
24,900,24,1309,1435
25,900,25,959,1159
26,900,26,878,1107
27,900,27,999,1167
28,900,28,974,1177
29,900,29,932,1132
30,900,30,848,1066
31,900,31,894,1128
32,900,32,1010,1188
33,900,33,896,1089
34,900,34,874,1122
35,900,35,923,1086
36,900,36,952,1101
37,900,37,985,1163
38,900,38,944,1146
39,900,39,869,1075
40,900,40,983,1126
41,900,41,929,1131
42,900,42,871,1062
43,900,43,888,1099
44,900,44,1052,1186
45,900,45,871,1076
46,900,46,954,1125
47,900,47,869,1099
48,900,48,855,1090
49,900,49,871,1095
50,900,50,911,1110
51,900,51,917,1127
52,900,52,840,1099
53,900,53,951,1180
54,900,54,873,1103
55,900,55,942,1133
56,900,56,865,1099
57,900,57,859,1092
58,900,58,988,1141
59,900,59,889,1068
60,900,60,907,1084
61,900,61,957,1161
62,900,62,864,1093
63,900,63,893,1122
64,900,64,888,1087
65,900,65,947,1146
66,900,66,879,1074
67,900,67,869,1108
68,900,68,926,1156
69,900,69,961,1133
70,900,70,890,1111
71,900,71,978,1177
72,900,72,887,1085
73,900,73,872,1089
74,900,74,955,1149
75,900,75,914,1115
76,900,76,999,1211
77,900,77,893,1094
78,900,78,923,1145
79,900,79,951,1095
80,900,80,1063,1236
81,900,81,949,1120
82,900,82,948,1160
83,900,83,924,1130
84,900,84,834,1080
85,900,85,1018,1198
86,900,86,942,1142
87,900,87,906,1105
88,900,88,902,1129
89,900,89,949,1141
90,900,90,1046,1211
91,900,91,890,1091
92,900,92,1023,1209
93,900,93,928,1133
94,900,94,913,1142
95,900,95,930,1113
96,900,96,1084,1254
97,900,97,875,1127
98,900,98,1024,1227
99,900,99,1021,1200
