,num_chunks,times,w1_drop_num,w2_drop_num
0,600,0,603,802
1,600,1,638,796
2,600,2,603,773
3,600,3,596,797
4,600,4,686,816
5,600,5,642,815
6,600,6,619,788
7,600,7,621,781
8,600,8,622,791
9,600,9,646,811
10,600,10,628,811
11,600,11,627,784
12,600,12,646,815
13,600,13,615,785
14,600,14,690,813
15,600,15,680,828
16,600,16,599,804
17,600,17,611,799
18,600,18,655,794
19,600,19,659,809
20,600,20,612,755
21,600,21,649,796
22,600,22,673,810
23,600,23,638,809
24,600,24,668,838
25,600,25,646,823
26,600,26,642,781
27,600,27,631,778
28,600,28,791,878
29,600,29,623,762
30,600,30,630,795
31,600,31,631,772
32,600,32,598,768
33,600,33,593,766
34,600,34,655,794
35,600,35,609,807
36,600,36,675,831
37,600,37,554,754
38,600,38,692,834
39,600,39,559,762
40,600,40,693,802
41,600,41,622,791
42,600,42,632,789
43,600,43,586,759
44,600,44,604,816
45,600,45,663,803
46,600,46,675,812
47,600,47,584,783
48,600,48,570,747
49,600,49,613,754
50,600,50,603,802
51,600,51,610,763
52,600,52,605,748
53,600,53,679,824
54,600,54,1000,1047
55,600,55,682,821
56,600,56,701,840
57,600,57,634,786
58,600,58,661,788
59,600,59,598,740
60,600,60,680,849
61,600,61,677,814
62,600,62,602,724
63,600,63,616,793
64,600,64,604,761
65,600,65,650,808
66,600,66,574,724
67,600,67,596,769
68,600,68,689,828
69,600,69,592,821
70,600,70,638,807
71,600,71,671,814
72,600,72,666,792
73,600,73,642,784
74,600,74,605,761
75,600,75,582,762
76,600,76,603,784
77,600,77,661,793
78,600,78,657,829
79,600,79,573,755
80,600,80,637,812
81,600,81,587,761
82,600,82,674,791
83,600,83,668,837
84,600,84,608,779
85,600,85,624,794
86,600,86,612,773
87,600,87,604,821
88,600,88,639,808
89,600,89,734,844
90,600,90,658,827
91,600,91,610,756
92,600,92,669,771
93,600,93,610,768
94,600,94,596,736
95,600,95,586,730
96,600,96,609,774
97,600,97,590,765
98,600,98,671,781
99,600,99,628,799
