,num_chunks,times,w1_drop_num,w2_drop_num
0,950,0,962,1222
1,950,1,944,1159
2,950,2,968,1176
3,950,3,1069,1230
4,950,4,944,1150
5,950,5,917,1177
6,950,6,914,1140
7,950,7,1014,1213
8,950,8,873,1155
9,950,9,966,1195
10,950,10,975,1204
11,950,11,1050,1189
12,950,12,954,1184
13,950,13,949,1180
14,950,14,1024,1207
15,950,15,904,1137
16,950,16,1063,1241
17,950,17,1025,1212
18,950,18,899,1135
19,950,19,943,1157
20,950,20,1130,1289
21,950,21,1145,1344
22,950,22,896,1155
23,950,23,985,1188
24,950,24,915,1144
25,950,25,919,1118
26,950,26,1030,1249
27,950,27,919,1112
28,950,28,937,1146
29,950,29,1017,1201
30,950,30,944,1194
31,950,31,963,1182
32,950,32,1213,1362
33,950,33,998,1205
34,950,34,949,1185
35,950,35,962,1196
36,950,36,918,1148
37,950,37,953,1136
38,950,38,977,1129
39,950,39,908,1157
40,950,40,901,1120
41,950,41,996,1201
42,950,42,989,1218
43,950,43,951,1185
44,950,44,1010,1269
45,950,45,1099,1269
46,950,46,978,1207
47,950,47,1033,1215
48,950,48,1134,1303
49,950,49,982,1170
50,950,50,1010,1209
51,950,51,930,1133
52,950,52,995,1216
53,950,53,929,1163
54,950,54,920,1151
55,950,55,887,1117
56,950,56,969,1201
57,950,57,1034,1255
58,950,58,927,1172
59,950,59,1075,1264
60,950,60,1096,1255
61,950,61,949,1178
62,950,62,972,1167
63,950,63,1004,1203
64,950,64,944,1176
65,950,65,983,1168
66,950,66,971,1159
67,950,67,936,1140
68,950,68,1022,1202
69,950,69,1009,1183
70,950,70,931,1183
71,950,71,928,1157
72,950,72,930,1147
73,950,73,977,1208
74,950,74,923,1128
75,950,75,989,1202
76,950,76,967,1199
77,950,77,1000,1161
78,950,78,979,1192
79,950,79,903,1162
80,950,80,1021,1280
81,950,81,1052,1266
82,950,82,1075,1279
83,950,83,910,1141
84,950,84,905,1147
85,950,85,1023,1252
86,950,86,1000,1203
87,950,87,974,1219
88,950,88,910,1147
89,950,89,983,1213
90,950,90,967,1208
91,950,91,1137,1243
92,950,92,977,1176
93,950,93,936,1167
94,950,94,986,1143
95,950,95,983,1212
96,950,96,1047,1228
97,950,97,926,1151
98,950,98,923,1160
99,950,99,1018,1240
