,K,avgs,feedback_packet_avgs
0,100,129.59,7.07
2,150,192.25,7.2
3,200,246.77,7.11
4,250,302.46,7.39
5,300,357.82,8.32
6,350,418.74,8.92
7,400,470.91,9.13
8,450,533.74,8.65
9,500,585.6,10.19
10,550,644.74,11.49
11,600,699.89,10.72
12,650,748.29,10.85
13,700,800.99,12.35
14,750,853.07,12.3
15,800,911.68,13.19
16,850,967.63,14.11
17,900,1014.38,14.5
18,950,1072.29,12.62
19,1000,1138.94,15.55
