,num_chunks,times,send_drop_used,recv_drop_used
0,0.15,0,296,254
1,0.15,1,371,311
2,0.15,2,506,422
3,0.15,3,339,301
4,0.15,4,367,301
5,0.15,5,416,348
6,0.15,6,327,276
7,0.15,7,346,299
8,0.15,8,356,300
9,0.15,9,359,305
10,0.15,10,337,283
11,0.15,11,345,282
12,0.15,12,561,494
13,0.15,13,235,204
14,0.15,14,327,283
15,0.15,15,360,304
16,0.15,16,280,234
17,0.15,17,333,278
18,0.15,18,488,421
19,0.15,19,282,241
20,0.15,20,323,276
21,0.15,21,367,310
22,0.15,22,417,363
23,0.15,23,305,242
24,0.15,24,319,273
25,0.15,25,421,349
26,0.15,26,229,207
27,0.15,27,424,358
28,0.15,28,321,266
29,0.15,29,220,186
30,0.15,30,284,241
31,0.15,31,515,435
32,0.15,32,331,279
33,0.15,33,405,340
34,0.15,34,214,191
35,0.15,35,331,286
36,0.15,36,293,252
37,0.15,37,331,291
38,0.15,38,296,251
39,0.15,39,317,268
40,0.15,40,447,386
41,0.15,41,345,283
42,0.15,42,312,265
43,0.15,43,379,320
44,0.15,44,456,383
45,0.15,45,329,284
46,0.15,46,263,221
47,0.15,47,296,256
48,0.15,48,338,272
49,0.15,49,288,245
50,0.15,50,333,286
51,0.15,51,401,347
52,0.15,52,297,267
53,0.15,53,457,376
54,0.15,54,309,266
55,0.15,55,283,247
56,0.15,56,323,269
57,0.15,57,400,355
58,0.15,58,288,243
59,0.15,59,219,196
60,0.15,60,384,322
61,0.15,61,336,283
62,0.15,62,284,229
63,0.15,63,340,297
64,0.15,64,343,291
65,0.15,65,228,197
66,0.15,66,326,277
67,0.15,67,304,264
68,0.15,68,336,289
69,0.15,69,379,325
70,0.15,70,295,252
71,0.15,71,268,232
72,0.15,72,286,244
73,0.15,73,429,370
74,0.15,74,335,286
75,0.15,75,290,245
76,0.15,76,322,273
77,0.15,77,442,375
78,0.15,78,370,320
79,0.15,79,335,280
80,0.15,80,368,309
81,0.15,81,333,279
82,0.15,82,327,289
83,0.15,83,362,302
84,0.15,84,609,522
85,0.15,85,210,190
86,0.15,86,404,324
87,0.15,87,255,222
88,0.15,88,320,264
89,0.15,89,311,266
90,0.15,90,220,190
91,0.15,91,294,249
92,0.15,92,280,241
93,0.15,93,278,235
94,0.15,94,329,273
95,0.15,95,294,259
96,0.15,96,266,225
97,0.15,97,327,280
98,0.15,98,323,278
99,0.15,99,343,288
100,0.15,100,308,263
101,0.15,101,455,394
102,0.15,102,213,188
103,0.15,103,393,326
104,0.15,104,380,314
105,0.15,105,315,262
106,0.15,106,345,302
107,0.15,107,225,198
108,0.15,108,428,360
109,0.15,109,335,289
110,0.15,110,329,290
111,0.15,111,345,288
112,0.15,112,463,382
113,0.15,113,393,330
114,0.15,114,318,274
115,0.15,115,506,407
116,0.15,116,423,361
117,0.15,117,386,323
118,0.15,118,395,331
119,0.15,119,465,397
120,0.15,120,227,200
121,0.15,121,299,255
122,0.15,122,309,259
123,0.15,123,345,298
124,0.15,124,320,267
125,0.15,125,327,281
126,0.15,126,580,499
127,0.15,127,310,262
128,0.15,128,224,196
129,0.15,129,432,357
130,0.15,130,327,273
131,0.15,131,252,208
132,0.15,132,318,263
133,0.15,133,323,266
134,0.15,134,459,396
135,0.15,135,308,261
136,0.15,136,436,373
137,0.15,137,382,331
138,0.15,138,264,235
139,0.15,139,254,223
140,0.15,140,437,373
141,0.15,141,361,309
142,0.15,142,273,233
143,0.15,143,357,307
144,0.15,144,336,286
145,0.15,145,214,188
146,0.15,146,323,284
147,0.15,147,298,256
148,0.15,148,373,317
149,0.15,149,330,292
150,0.15,150,263,228
151,0.15,151,452,378
152,0.15,152,375,320
153,0.15,153,328,280
154,0.15,154,229,197
155,0.15,155,441,377
156,0.15,156,496,412
157,0.15,157,309,265
158,0.15,158,312,266
159,0.15,159,355,296
160,0.15,160,322,263
161,0.15,161,333,274
162,0.15,162,288,246
163,0.15,163,372,316
164,0.15,164,279,234
165,0.15,165,444,394
166,0.15,166,358,311
167,0.15,167,368,313
168,0.15,168,262,220
169,0.15,169,334,282
170,0.15,170,449,387
171,0.15,171,331,280
172,0.15,172,236,205
173,0.15,173,216,184
174,0.15,174,459,395
175,0.15,175,269,225
176,0.15,176,279,243
177,0.15,177,275,237
178,0.15,178,430,369
179,0.15,179,278,232
180,0.15,180,260,222
181,0.15,181,460,384
182,0.15,182,489,424
183,0.15,183,292,237
184,0.15,184,305,267
185,0.15,185,424,360
186,0.15,186,266,231
187,0.15,187,377,313
188,0.15,188,335,285
189,0.15,189,259,220
190,0.15,190,406,344
191,0.15,191,345,299
192,0.15,192,327,288
193,0.15,193,439,373
194,0.15,194,352,291
195,0.15,195,296,262
196,0.15,196,339,291
197,0.15,197,223,200
198,0.15,198,220,194
199,0.15,199,552,473
200,0.15,200,544,458
201,0.15,201,310,273
202,0.15,202,202,185
203,0.15,203,303,259
204,0.15,204,419,339
205,0.15,205,290,249
206,0.15,206,230,200
207,0.15,207,445,361
208,0.15,208,304,254
209,0.15,209,363,312
210,0.15,210,275,235
211,0.15,211,433,378
212,0.15,212,343,281
213,0.15,213,273,241
214,0.15,214,325,271
215,0.15,215,386,320
216,0.15,216,424,356
217,0.15,217,333,269
218,0.15,218,424,348
219,0.15,219,431,346
220,0.15,220,329,276
221,0.15,221,403,341
222,0.15,222,321,269
223,0.15,223,297,263
224,0.15,224,404,346
225,0.15,225,327,286
