,num_chunks,times,send_drop_used,recv_drop_used
0,0.425,0,525,322
1,0.425,1,861,508
2,0.425,2,644,365
3,0.425,3,552,332
4,0.425,4,625,348
5,0.425,5,646,376
6,0.425,6,606,345
7,0.425,7,539,301
8,0.425,8,651,392
9,0.425,9,553,305
10,0.425,10,571,336
11,0.425,11,552,325
12,0.425,12,574,334
13,0.425,13,772,424
14,0.425,14,616,352
15,0.425,15,732,391
16,0.425,16,1103,656
17,0.425,17,710,430
18,0.425,18,761,460
19,0.425,19,618,348
20,0.425,20,623,361
21,0.425,21,534,314
22,0.425,22,772,431
23,0.425,23,540,317
24,0.425,24,702,401
25,0.425,25,887,502
26,0.425,26,874,500
27,0.425,27,663,373
28,0.425,28,571,333
29,0.425,29,771,461
30,0.425,30,778,419
31,0.425,31,707,402
32,0.425,32,610,365
33,0.425,33,623,351
34,0.425,34,568,320
35,0.425,35,650,387
36,0.425,36,569,332
37,0.425,37,1073,621
38,0.425,38,523,312
39,0.425,39,526,299
40,0.425,40,670,381
41,0.425,41,649,351
42,0.425,42,919,503
43,0.425,43,655,341
44,0.425,44,634,356
45,0.425,45,966,566
46,0.425,46,752,422
47,0.425,47,702,415
48,0.425,48,1204,706
49,0.425,49,892,492
50,0.425,50,563,319
51,0.425,51,657,397
52,0.425,52,634,382
53,0.425,53,559,323
54,0.425,54,693,406
55,0.425,55,695,424
56,0.425,56,617,359
57,0.425,57,804,462
58,0.425,58,705,411
59,0.425,59,544,316
60,0.425,60,670,390
61,0.425,61,896,515
62,0.425,62,657,364
63,0.425,63,953,518
64,0.425,64,653,379
65,0.425,65,668,381
66,0.425,66,554,313
67,0.425,67,680,410
68,0.425,68,605,346
69,0.425,69,571,324
70,0.425,70,746,439
71,0.425,71,1001,559
72,0.425,72,567,323
73,0.425,73,679,373
74,0.425,74,903,526
75,0.425,75,849,455
76,0.425,76,777,465
77,0.425,77,512,288
78,0.425,78,684,397
79,0.425,79,759,454
80,0.425,80,778,445
81,0.425,81,575,346
82,0.425,82,549,318
83,0.425,83,726,424
84,0.425,84,790,437
85,0.425,85,887,515
86,0.425,86,674,362
87,0.425,87,530,327
88,0.425,88,770,464
89,0.425,89,962,553
90,0.425,90,694,401
91,0.425,91,644,374
92,0.425,92,536,321
93,0.425,93,657,361
94,0.425,94,665,386
95,0.425,95,810,442
96,0.425,96,626,380
97,0.425,97,544,316
98,0.425,98,629,369
99,0.425,99,943,509
100,0.425,100,638,364
101,0.425,101,660,377
102,0.425,102,507,294
103,0.425,103,545,306
104,0.425,104,623,372
105,0.425,105,564,326
106,0.425,106,579,341
107,0.425,107,1126,658
108,0.425,108,765,435
109,0.425,109,758,398
110,0.425,110,560,313
111,0.425,111,878,496
112,0.425,112,868,480
113,0.425,113,831,486
114,0.425,114,608,355
115,0.425,115,753,438
116,0.425,116,572,362
117,0.425,117,762,438
118,0.425,118,551,303
119,0.425,119,452,260
120,0.425,120,1100,633
121,0.425,121,1010,613
122,0.425,122,938,545
123,0.425,123,459,274
124,0.425,124,666,387
125,0.425,125,909,553
126,0.425,126,784,480
127,0.425,127,736,425
128,0.425,128,910,518
129,0.425,129,639,362
130,0.425,130,686,391
131,0.425,131,936,539
132,0.425,132,761,448
133,0.425,133,940,545
134,0.425,134,708,417
135,0.425,135,910,530
136,0.425,136,855,482
137,0.425,137,1092,630
138,0.425,138,765,428
139,0.425,139,1601,924
140,0.425,140,657,382
141,0.425,141,889,492
142,0.425,142,621,354
143,0.425,143,849,486
144,0.425,144,845,493
145,0.425,145,607,355
146,0.425,146,439,267
147,0.425,147,501,316
148,0.425,148,697,407
149,0.425,149,612,339
150,0.425,150,850,507
151,0.425,151,705,415
152,0.425,152,545,309
153,0.425,153,801,469
154,0.425,154,844,482
155,0.425,155,905,508
156,0.425,156,787,454
157,0.425,157,672,375
158,0.425,158,690,386
159,0.425,159,702,402
160,0.425,160,750,414
161,0.425,161,834,466
162,0.425,162,741,411
163,0.425,163,648,385
164,0.425,164,656,380
165,0.425,165,895,520
166,0.425,166,575,331
167,0.425,167,637,372
168,0.425,168,795,462
169,0.425,169,748,425
170,0.425,170,878,508
171,0.425,171,611,375
172,0.425,172,664,384
173,0.425,173,612,353
174,0.425,174,488,287
175,0.425,175,539,326
176,0.425,176,1002,563
177,0.425,177,770,445
178,0.425,178,1008,589
179,0.425,179,624,375
180,0.425,180,792,451
181,0.425,181,767,440
182,0.425,182,562,331
183,0.425,183,598,348
184,0.425,184,621,360
185,0.425,185,612,365
186,0.425,186,529,319
187,0.425,187,649,350
188,0.425,188,658,372
189,0.425,189,669,390
190,0.425,190,894,504
191,0.425,191,685,398
192,0.425,192,881,530
193,0.425,193,1076,612
194,0.425,194,440,275
195,0.425,195,623,357
196,0.425,196,522,296
197,0.425,197,926,533
198,0.425,198,616,364
199,0.425,199,596,337
200,0.425,200,675,383
201,0.425,201,625,341
202,0.425,202,1159,679
203,0.425,203,613,377
204,0.425,204,657,376
205,0.425,205,512,300
206,0.425,206,582,322
207,0.425,207,543,332
208,0.425,208,608,339
209,0.425,209,503,287
210,0.425,210,902,517
211,0.425,211,792,456
212,0.425,212,605,341
213,0.425,213,771,452
214,0.425,214,784,469
215,0.425,215,562,333
216,0.425,216,751,436
217,0.425,217,645,346
218,0.425,218,782,440
219,0.425,219,980,539
220,0.425,220,763,415
221,0.425,221,557,326
222,0.425,222,829,473
223,0.425,223,818,471
224,0.425,224,893,521
225,0.425,225,706,418
226,0.425,226,727,407
227,0.425,227,509,270
228,0.425,228,473,288
229,0.425,229,817,453
230,0.425,230,632,372
231,0.425,231,704,387
232,0.425,232,968,505
233,0.425,233,636,357
234,0.425,234,886,494
235,0.425,235,816,451
236,0.425,236,671,388
237,0.425,237,624,338
238,0.425,238,615,368
239,0.425,239,564,332
240,0.425,240,686,379
241,0.425,241,606,333
242,0.425,242,656,369
243,0.425,243,767,433
244,0.425,244,538,325
245,0.425,245,534,326
246,0.425,246,1056,625
247,0.425,247,534,349
248,0.425,248,389,231
249,0.425,249,650,376
250,0.425,250,844,498
251,0.425,251,603,336
252,0.425,252,756,410
253,0.425,253,914,487
254,0.425,254,711,418
255,0.425,255,545,309
256,0.425,256,682,401
257,0.425,257,669,393
258,0.425,258,605,332
259,0.425,259,835,488
260,0.425,260,773,467
261,0.425,261,737,423
262,0.425,262,730,401
263,0.425,263,616,358
264,0.425,264,1255,715
265,0.425,265,827,467
266,0.425,266,564,332
267,0.425,267,679,387
268,0.425,268,572,315
269,0.425,269,759,428
270,0.425,270,813,476
271,0.425,271,797,463
272,0.425,272,815,462
273,0.425,273,698,410
274,0.425,274,692,385
275,0.425,275,827,475
276,0.425,276,730,418
277,0.425,277,801,475
278,0.425,278,768,435
279,0.425,279,1030,609
280,0.425,280,1015,556
281,0.425,281,805,430
282,0.425,282,457,264
283,0.425,283,656,378
284,0.425,284,799,455
285,0.425,285,456,269
286,0.425,286,781,439
287,0.425,287,765,440
288,0.425,288,888,508
289,0.425,289,750,439
290,0.425,290,817,461
291,0.425,291,799,466
292,0.425,292,548,316
293,0.425,293,631,362
294,0.425,294,635,376
295,0.425,295,666,380
296,0.425,296,688,393
297,0.425,297,913,535
298,0.425,298,789,441
299,0.425,299,618,341
300,0.425,300,576,312
301,0.425,301,783,473
302,0.425,302,688,399
303,0.425,303,750,457
304,0.425,304,527,300
305,0.425,305,508,300
306,0.425,306,863,472
307,0.425,307,636,364
308,0.425,308,728,432
309,0.425,309,460,270
310,0.425,310,746,426
311,0.425,311,520,314
312,0.425,312,1692,965
313,0.425,313,701,407
314,0.425,314,788,440
315,0.425,315,656,353
316,0.425,316,694,406
317,0.425,317,654,371
318,0.425,318,608,349
319,0.425,319,653,401
320,0.425,320,759,451
321,0.425,321,519,305
322,0.425,322,462,288
323,0.425,323,1127,616
324,0.425,324,628,370
325,0.425,325,656,358
326,0.425,326,665,394
327,0.425,327,551,334
328,0.425,328,778,446
329,0.425,329,707,388
330,0.425,330,1110,599
331,0.425,331,780,436
332,0.425,332,705,382
333,0.425,333,903,511
334,0.425,334,586,362
335,0.425,335,684,398
336,0.425,336,627,379
337,0.425,337,686,386
338,0.425,338,646,370
339,0.425,339,809,456
340,0.425,340,721,418
341,0.425,341,627,346
342,0.425,342,798,453
343,0.425,343,572,345
344,0.425,344,992,559
345,0.425,345,515,304
346,0.425,346,439,268
347,0.425,347,995,557
348,0.425,348,1019,576
349,0.425,349,687,397
350,0.425,350,713,395
351,0.425,351,702,411
352,0.425,352,745,416
353,0.425,353,1175,682
354,0.425,354,990,567
355,0.425,355,811,437
356,0.425,356,870,510
357,0.425,357,561,334
358,0.425,358,747,438
359,0.425,359,523,302
360,0.425,360,572,319
361,0.425,361,825,478
362,0.425,362,598,340
363,0.425,363,479,277
364,0.425,364,686,408
365,0.425,365,837,457
366,0.425,366,848,482
367,0.425,367,1182,671
368,0.425,368,796,452
369,0.425,369,851,495
370,0.425,370,712,398
371,0.425,371,569,340
372,0.425,372,904,520
373,0.425,373,897,513
374,0.425,374,523,307
375,0.425,375,1387,813
376,0.425,376,645,366
377,0.425,377,662,370
378,0.425,378,1223,680
379,0.425,379,802,447
380,0.425,380,540,317
381,0.425,381,513,289
382,0.425,382,488,273
383,0.425,383,662,385
384,0.425,384,606,340
385,0.425,385,565,325
386,0.425,386,621,349
387,0.425,387,675,389
388,0.425,388,1007,553
389,0.425,389,658,375
390,0.425,390,685,407
391,0.425,391,1054,577
392,0.425,392,788,445
393,0.425,393,744,434
394,0.425,394,667,361
395,0.425,395,517,302
396,0.425,396,900,498
397,0.425,397,670,389
398,0.425,398,662,355
399,0.425,399,668,389
400,0.425,400,766,461
401,0.425,401,920,564
402,0.425,402,799,464
403,0.425,403,952,541
404,0.425,404,1086,617
405,0.425,405,521,309
406,0.425,406,567,342
407,0.425,407,859,488
408,0.425,408,700,404
409,0.425,409,655,376
410,0.425,410,809,464
411,0.425,411,878,507
412,0.425,412,719,410
413,0.425,413,788,476
414,0.425,414,880,497
415,0.425,415,882,502
416,0.425,416,581,335
417,0.425,417,658,370
418,0.425,418,656,401
419,0.425,419,948,564
420,0.425,420,701,399
421,0.425,421,671,406
422,0.425,422,776,443
423,0.425,423,545,323
424,0.425,424,730,420
425,0.425,425,736,428
426,0.425,426,553,310
427,0.425,427,772,464
428,0.425,428,898,520
429,0.425,429,656,376
430,0.425,430,797,465
431,0.425,431,466,272
432,0.425,432,1028,560
433,0.425,433,565,314
434,0.425,434,703,394
435,0.425,435,576,341
436,0.425,436,731,422
437,0.425,437,579,342
438,0.425,438,899,511
439,0.425,439,664,363
440,0.425,440,438,264
441,0.425,441,681,398
442,0.425,442,711,421
443,0.425,443,669,373
444,0.425,444,876,504
445,0.425,445,959,560
446,0.425,446,897,514
447,0.425,447,782,443
448,0.425,448,816,478
449,0.425,449,742,433
450,0.425,450,834,491
451,0.425,451,806,462
452,0.425,452,678,375
453,0.425,453,646,374
454,0.425,454,941,542
455,0.425,455,664,379
456,0.425,456,549,339
457,0.425,457,755,442
458,0.425,458,787,436
459,0.425,459,662,400
460,0.425,460,568,337
461,0.425,461,749,424
462,0.425,462,773,451
463,0.425,463,952,522
464,0.425,464,690,382
465,0.425,465,633,384
466,0.425,466,974,539
467,0.425,467,684,379
468,0.425,468,785,464
469,0.425,469,828,464
470,0.425,470,875,497
471,0.425,471,686,414
472,0.425,472,573,331
473,0.425,473,451,252
474,0.425,474,757,458
475,0.425,475,659,369
476,0.425,476,569,326
477,0.425,477,520,310
478,0.425,478,726,419
479,0.425,479,465,284
480,0.425,480,661,380
481,0.425,481,757,448
482,0.425,482,689,392
