,K,avgs,feedback_packet_avgs
0,100,130.04,2.19
1,150,187.25,2.53
2,200,243.28,2.86
3,250,297.95,3.08
4,300,353.27,3.39
5,350,408.32,3.64
6,400,462.01,3.86
7,450,513.37,3.88
8,500,567.66,4.1
9,550,618.66,4.14
10,600,673.26,4.41
11,650,725.9,4.55
12,700,778.89,4.68
13,750,835.63,5.0
14,800,885.33,4.98
15,850,936.55,5.03
16,900,988.66,5.14
17,950,1042.07,5.32
18,1000,1094.49,5.47
