,K,avgs,feedback_packet_avgs
0,100,164.98,1.0
1,123,205.17,1.0
2,150,253.8,1.0
3,200,369.95,1.0
4,250,489.89,1.0
5,300,551.4,1.0
6,350,759.94,1.0
7,400,836.7,1.0
8,450,982.56,1.0
9,500,1185.84,1.0
10,550,1335.4,1.0
11,600,1388.24,1.0
12,650,1629.01,1.0
13,700,1823.07,1.0
14,750,1847.59,1.0
15,800,2014.75,1.0
16,850,2285.57,1.0
17,900,2351.74,1.0
18,950,2577.09,1.0
19,1000,2592.79,1.0
