,num_chunks,times,w1_drop_num,w2_drop_num,feedback_num
0,200,0,233,335,3
1,200,1,245,307,2
2,200,2,266,354,3
3,200,3,225,299,2
4,200,4,207,313,3
5,200,5,219,312,3
6,200,6,215,303,3
7,200,7,196,277,3
8,200,8,234,321,3
9,200,9,209,289,3
10,200,10,221,307,3
11,200,11,217,290,2
12,200,12,216,300,3
13,200,13,205,285,3
14,200,14,234,292,2
15,200,15,249,320,2
16,200,16,224,280,2
17,200,17,223,318,3
18,200,18,185,289,3
19,200,19,261,347,3
20,200,20,228,308,3
21,200,21,213,298,3
22,200,22,207,299,3
23,200,23,236,313,2
24,200,24,217,291,2
25,200,25,206,289,3
26,200,26,207,306,3
27,200,27,227,325,3
28,200,28,255,324,2
29,200,29,213,294,3
30,200,30,244,297,2
31,200,31,208,308,3
32,200,32,215,318,3
33,200,33,249,333,3
34,200,34,219,300,3
35,200,35,217,311,3
36,200,36,229,313,3
37,200,37,209,299,3
38,200,38,228,293,2
39,200,39,226,297,2
40,200,40,226,295,2
41,200,41,193,306,4
42,200,42,207,313,3
43,200,43,224,318,3
44,200,44,199,282,3
45,200,45,228,287,2
46,200,46,247,333,3
47,200,47,204,301,3
48,200,48,222,300,3
49,200,49,213,323,4
50,200,50,228,308,3
51,200,51,234,313,3
52,200,52,196,307,4
53,200,53,238,294,2
54,200,54,221,307,3
55,200,55,215,300,3
56,200,56,199,290,3
57,200,57,226,321,3
58,200,58,212,320,4
59,200,59,269,353,3
60,200,60,256,330,2
61,200,61,224,288,2
62,200,62,239,321,3
63,200,63,208,283,2
64,200,64,232,311,3
65,200,65,227,322,3
66,200,66,212,297,3
67,200,67,253,309,2
68,200,68,238,348,4
69,200,69,202,326,4
70,200,70,260,326,2
71,200,71,230,314,3
72,200,72,247,334,3
73,200,73,199,296,3
74,200,74,209,309,3
75,200,75,238,318,3
76,200,76,280,366,3
77,200,77,228,337,4
78,200,78,258,286,1
79,200,79,251,331,3
80,200,80,211,298,3
81,200,81,221,316,3
82,200,82,226,309,3
83,200,83,211,291,3
84,200,84,213,296,3
85,200,85,240,349,4
86,200,86,210,299,3
87,200,87,211,303,3
88,200,88,291,381,3
89,200,89,251,360,4
90,200,90,200,291,3
91,200,91,204,293,3
92,200,92,260,321,2
93,200,93,277,328,2
94,200,94,220,309,3
95,200,95,249,290,1
96,200,96,202,300,3
97,200,97,183,322,5
98,200,98,223,277,2
99,200,99,188,298,4
100,200,100,212,324,4
101,200,101,236,306,2
102,200,102,201,308,3
103,200,103,214,273,2
104,200,104,207,316,4
105,200,105,195,276,3
106,200,106,257,331,2
107,200,107,239,313,2
108,200,108,223,302,3
109,200,109,194,302,4
110,200,110,213,282,2
111,200,111,205,283,3
112,200,112,212,313,3
113,200,113,250,319,2
114,200,114,240,342,3
115,200,115,215,299,3
116,200,116,225,305,3
117,200,117,271,325,2
118,200,118,208,301,3
119,200,119,261,317,2
120,200,120,196,307,4
121,200,121,250,304,2
122,200,122,208,289,3
123,200,123,266,325,2
124,200,124,240,329,3
125,200,125,273,343,2
126,200,126,228,295,2
127,200,127,225,324,3
128,200,128,212,321,4
129,200,129,214,302,3
130,200,130,230,306,2
131,200,131,320,362,1
132,200,132,236,331,3
133,200,133,230,284,2
134,200,134,208,290,3
135,200,135,230,309,3
136,200,136,217,313,3
137,200,137,236,270,1
138,200,138,222,303,3
139,200,139,215,273,2
140,200,140,227,282,2
141,200,141,283,373,3
142,200,142,268,346,3
143,200,143,231,304,2
144,200,144,203,268,2
145,200,145,212,289,2
146,200,146,198,291,3
147,200,147,226,338,4
148,200,148,214,318,3
149,200,149,226,304,3
150,200,150,198,300,3
151,200,151,234,346,4
152,200,152,234,323,3
153,200,153,237,336,3
154,200,154,214,294,3
155,200,155,232,335,3
156,200,156,213,310,3
157,200,157,214,318,3
158,200,158,209,310,3
159,200,159,227,307,3
160,200,160,209,323,4
161,200,161,216,319,3
162,200,162,252,324,2
163,200,163,208,287,3
164,200,164,226,316,3
165,200,165,216,296,3
166,200,166,246,297,2
167,200,167,233,312,3
168,200,168,219,301,3
169,200,169,218,283,2
170,200,170,238,313,2
171,200,171,209,321,4
172,200,172,215,286,2
173,200,173,212,303,3
174,200,174,204,335,4
175,200,175,221,302,3
176,200,176,250,309,2
177,200,177,221,304,3
178,200,178,206,297,3
179,200,179,261,349,3
180,200,180,235,295,2
181,200,181,210,296,3
182,200,182,221,278,2
183,200,183,209,321,4
184,200,184,220,335,4
185,200,185,233,285,2
186,200,186,262,325,2
187,200,187,256,351,3
188,200,188,249,329,3
189,200,189,252,342,3
190,200,190,235,321,3
191,200,191,200,324,4
192,200,192,222,313,3
193,200,193,203,312,4
194,200,194,232,321,3
195,200,195,229,335,3
196,200,196,232,332,3
197,200,197,216,312,3
198,200,198,262,314,2
199,200,199,222,314,3
