,num_chunks,times,w1_drop_num,w2_drop_num,feedback_num
0,750,0,808,1008,7
1,750,1,813,988,6
2,750,2,740,969,8
3,750,3,1067,1206,5
4,750,4,821,978,5
5,750,5,795,980,6
6,750,6,800,990,6
7,750,7,765,968,7
8,750,8,760,951,6
9,750,9,813,995,6
10,750,10,850,1025,6
11,750,11,735,964,8
12,750,12,749,979,8
13,750,13,758,999,8
14,750,14,734,943,7
15,750,15,776,962,6
16,750,16,748,932,6
17,750,17,737,968,8
18,750,18,765,944,6
19,750,19,796,1037,8
20,750,20,767,964,6
21,750,21,762,991,8
22,750,22,750,979,8
23,750,23,720,940,7
24,750,24,746,947,7
25,750,25,719,916,6
26,750,26,777,978,7
27,750,27,814,1014,7
28,750,28,732,946,7
29,750,29,777,980,7
30,750,30,713,921,7
31,750,31,845,987,5
32,750,32,830,1059,8
33,750,33,762,983,7
34,750,34,741,971,8
35,750,35,741,978,8
36,750,36,825,996,6
37,750,37,705,947,8
38,750,38,792,992,7
39,750,39,825,1028,7
40,750,40,738,952,7
41,750,41,796,1017,7
42,750,42,704,928,7
43,750,43,739,950,7
44,750,44,765,983,7
45,750,45,845,1034,6
46,750,46,787,980,6
47,750,47,735,959,7
48,750,48,901,1072,6
49,750,49,790,960,6
50,750,50,762,953,6
51,750,51,699,942,8
52,750,52,763,963,7
53,750,53,735,923,6
54,750,54,760,966,7
55,750,55,780,995,7
56,750,56,739,973,8
57,750,57,727,902,6
58,750,58,723,922,7
59,750,59,779,971,6
60,750,60,709,914,7
61,750,61,740,950,7
62,750,62,746,951,7
63,750,63,760,957,6
64,750,64,727,957,8
65,750,65,855,1008,5
66,750,66,784,984,7
67,750,67,820,1029,7
68,750,68,769,971,7
69,750,69,864,1070,7
70,750,70,766,972,7
71,750,71,710,934,7
72,750,72,755,986,8
73,750,73,764,988,7
74,750,74,750,949,7
75,750,75,740,953,7
76,750,76,707,948,8
77,750,77,799,1007,7
78,750,78,744,960,7
79,750,79,822,1000,6
80,750,80,767,967,7
81,750,81,778,1007,8
82,750,82,718,944,7
83,750,83,747,962,7
84,750,84,749,949,7
85,750,85,709,921,7
86,750,86,776,977,7
87,750,87,801,971,6
88,750,88,750,956,7
89,750,89,791,1033,8
90,750,90,814,1017,7
91,750,91,710,915,7
92,750,92,692,951,9
93,750,93,743,974,8
94,750,94,725,933,7
95,750,95,899,1076,6
96,750,96,808,977,6
97,750,97,741,986,8
98,750,98,727,938,7
99,750,99,761,988,7
100,750,100,835,1015,6
101,750,101,809,994,6
102,750,102,743,972,8
103,750,103,768,969,7
104,750,104,727,965,8
105,750,105,754,937,6
106,750,106,745,949,7
107,750,107,748,951,7
108,750,108,778,1003,7
109,750,109,749,954,7
110,750,110,765,984,7
111,750,111,838,1046,7
112,750,112,746,978,8
113,750,113,772,972,7
114,750,114,788,987,7
115,750,115,782,948,5
116,750,116,761,952,6
117,750,117,974,1134,5
118,750,118,716,945,8
119,750,119,772,989,7
120,750,120,773,986,7
121,750,121,725,923,7
122,750,122,833,1005,6
123,750,123,839,1029,6
124,750,124,740,971,8
125,750,125,718,947,8
126,750,126,758,930,6
127,750,127,1013,1159,5
128,750,128,731,913,6
129,750,129,707,949,8
130,750,130,736,969,8
131,750,131,827,997,6
132,750,132,761,935,6
133,750,133,760,967,7
134,750,134,778,937,5
135,750,135,849,1059,7
136,750,136,733,944,7
137,750,137,753,982,8
138,750,138,807,979,6
139,750,139,857,979,4
140,750,140,791,966,6
141,750,141,777,992,7
142,750,142,759,939,6
143,750,143,777,979,7
144,750,144,815,990,6
145,750,145,806,986,6
146,750,146,843,1023,6
147,750,147,727,959,8
148,750,148,703,951,8
149,750,149,803,975,6
150,750,150,694,908,7
151,750,151,848,1034,6
152,750,152,737,954,7
153,750,153,840,1069,8
154,750,154,696,911,7
155,750,155,769,996,7
156,750,156,815,997,6
157,750,157,745,949,7
158,750,158,810,988,6
159,750,159,836,1036,7
160,750,160,826,1030,7
161,750,161,729,946,7
162,750,162,814,1043,8
163,750,163,732,917,6
164,750,164,768,978,7
165,750,165,713,918,7
166,750,166,745,950,7
167,750,167,709,933,7
168,750,168,835,1034,7
169,750,169,783,956,6
170,750,170,824,1009,6
171,750,171,812,998,6
172,750,172,732,936,7
173,750,173,753,938,6
174,750,174,782,1008,7
175,750,175,742,967,7
176,750,176,755,981,7
177,750,177,710,950,8
178,750,178,803,1004,7
179,750,179,715,955,8
180,750,180,781,996,7
181,750,181,731,929,7
182,750,182,725,942,7
183,750,183,754,940,6
184,750,184,763,967,7
185,750,185,803,950,5
186,750,186,724,924,7
187,750,187,713,930,7
188,750,188,840,985,5
189,750,189,687,918,8
190,750,190,745,916,6
191,750,191,833,1052,7
192,750,192,783,1012,8
193,750,193,778,977,7
194,750,194,821,1020,7
195,750,195,726,947,7
196,750,196,851,1020,6
197,750,197,708,922,7
198,750,198,730,940,7
199,750,199,773,1003,8
