,num_chunks,times,w1_drop_num,w2_drop_num,feedback_num
0,200,0,222,283,2
1,200,1,242,330,3
2,200,2,220,329,4
3,200,3,199,294,3
4,200,4,211,320,4
5,200,5,292,352,2
6,200,6,223,306,3
7,200,7,246,293,1
8,200,8,231,290,2
9,200,9,233,301,2
10,200,10,200,297,3
11,200,11,250,315,2
12,200,12,236,280,1
13,200,13,238,326,3
14,200,14,196,305,4
15,200,15,234,280,1
16,200,16,204,289,3
17,200,17,216,284,2
18,200,18,256,318,2
19,200,19,224,291,2
20,200,20,230,309,3
21,200,21,204,277,2
22,200,22,224,313,3
23,200,23,228,322,3
24,200,24,224,305,3
25,200,25,221,330,4
26,200,26,203,282,3
27,200,27,240,320,3
28,200,28,266,294,1
29,200,29,242,333,3
30,200,30,237,286,2
31,200,31,256,290,1
32,200,32,256,342,3
33,200,33,231,321,3
34,200,34,217,310,3
35,200,35,268,326,2
36,200,36,217,294,2
37,200,37,214,296,3
38,200,38,249,300,2
39,200,39,213,294,3
40,200,40,224,275,2
41,200,41,241,313,2
42,200,42,231,301,2
43,200,43,213,282,2
44,200,44,234,288,2
45,200,45,204,313,4
46,200,46,220,284,2
47,200,47,200,281,3
48,200,48,229,319,3
49,200,49,209,289,3
50,200,50,209,283,2
51,200,51,283,361,3
52,200,52,223,291,2
53,200,53,262,291,1
54,200,54,239,295,2
55,200,55,217,304,3
56,200,56,224,306,3
57,200,57,219,328,4
58,200,58,317,361,1
59,200,59,203,260,2
60,200,60,236,307,2
61,200,61,207,292,3
62,200,62,243,300,2
63,200,63,245,328,3
64,200,64,268,329,2
65,200,65,215,263,2
66,200,66,293,324,1
67,200,67,229,314,3
68,200,68,328,376,2
69,200,69,219,301,3
70,200,70,224,309,3
71,200,71,215,310,3
72,200,72,212,294,3
73,200,73,202,289,3
74,200,74,245,343,3
75,200,75,264,333,2
76,200,76,216,300,3
77,200,77,182,302,4
78,200,78,204,284,3
79,200,79,241,315,2
80,200,80,216,311,3
81,200,81,249,300,2
82,200,82,275,342,2
83,200,83,233,289,2
84,200,84,230,272,1
85,200,85,214,305,3
86,200,86,207,316,4
87,200,87,224,333,4
88,200,88,204,286,3
89,200,89,287,323,1
90,200,90,260,324,2
91,200,91,236,294,2
92,200,92,240,323,3
93,200,93,222,299,2
94,200,94,211,320,4
95,200,95,231,275,1
96,200,96,293,368,2
97,200,97,274,325,2
98,200,98,219,293,2
99,200,99,221,303,3
100,200,100,253,299,1
101,200,101,224,256,1
102,200,102,273,324,2
103,200,103,198,282,3
104,200,104,241,292,2
105,200,105,219,277,2
106,200,106,225,285,2
107,200,107,216,295,3
108,200,108,226,278,2
109,200,109,244,303,2
110,200,110,223,287,2
111,200,111,233,315,3
112,200,112,220,317,3
113,200,113,233,312,3
114,200,114,209,288,3
115,200,115,199,283,3
116,200,116,223,274,2
117,200,117,237,317,3
118,200,118,291,323,1
119,200,119,242,310,2
120,200,120,184,310,4
121,200,121,258,302,1
122,200,122,224,291,2
123,200,123,277,372,3
124,200,124,229,287,2
125,200,125,219,309,3
126,200,126,226,285,2
127,200,127,212,289,2
128,200,128,225,288,2
129,200,129,185,314,4
130,200,130,301,380,3
131,200,131,224,312,3
132,200,132,268,320,2
133,200,133,222,299,2
134,200,134,287,317,1
135,200,135,223,289,2
136,200,136,231,287,2
137,200,137,254,337,3
138,200,138,210,280,2
139,200,139,229,308,3
140,200,140,204,278,2
141,200,141,245,329,3
142,200,142,221,306,3
143,200,143,230,309,3
144,200,144,274,308,1
145,200,145,226,334,4
146,200,146,227,310,3
147,200,147,211,295,3
148,200,148,239,318,3
149,200,149,236,323,3
150,200,150,199,315,4
151,200,151,205,295,3
152,200,152,217,307,3
153,200,153,223,332,4
154,200,154,233,321,3
155,200,155,227,311,3
156,200,156,231,306,2
157,200,157,298,341,1
158,200,158,227,297,2
159,200,159,236,309,2
160,200,160,235,294,2
161,200,161,251,321,2
162,200,162,227,293,2
163,200,163,232,313,3
164,200,164,216,303,3
165,200,165,227,301,2
166,200,166,258,288,1
167,200,167,290,344,2
168,200,168,251,311,2
169,200,169,208,317,4
170,200,170,221,300,3
171,200,171,223,302,3
172,200,172,251,300,2
173,200,173,246,310,2
174,200,174,250,306,2
175,200,175,252,306,2
176,200,176,246,277,1
177,200,177,206,258,2
178,200,178,223,277,2
179,200,179,241,302,2
180,200,180,243,299,2
181,200,181,261,326,2
182,200,182,217,296,3
183,200,183,258,333,2
184,200,184,221,302,3
185,200,185,220,277,2
186,200,186,227,336,4
187,200,187,226,291,2
188,200,188,236,305,2
189,200,189,220,303,3
190,200,190,222,275,2
191,200,191,223,302,3
192,200,192,226,298,2
193,200,193,259,326,2
194,200,194,213,272,2
195,200,195,218,286,2
196,200,196,226,288,2
197,200,197,244,306,2
198,200,198,253,329,2
199,200,199,223,303,3
