,num_chunks,times,w1_drop_num,w2_drop_num,feedback_num
0,650,0,676,815,5
1,650,1,612,811,7
2,650,2,704,869,5
3,650,3,669,813,5
4,650,4,731,885,5
5,650,5,682,881,7
6,650,6,638,842,7
7,650,7,735,851,4
8,650,8,687,838,5
9,650,9,693,840,5
10,650,10,753,922,6
11,650,11,654,823,6
12,650,12,707,878,6
13,650,13,629,811,6
14,650,14,667,836,6
15,650,15,673,851,6
16,650,16,665,840,6
17,650,17,675,827,5
18,650,18,690,832,5
19,650,19,828,938,4
20,650,20,735,883,5
21,650,21,628,840,7
22,650,22,744,893,5
23,650,23,640,799,5
24,650,24,628,827,7
25,650,25,778,902,4
26,650,26,635,785,5
27,650,27,722,866,5
28,650,28,701,885,6
29,650,29,659,858,7
30,650,30,630,797,5
31,650,31,625,814,6
32,650,32,636,836,7
33,650,33,636,801,5
34,650,34,639,828,6
35,650,35,647,816,6
36,650,36,722,853,4
37,650,37,682,852,6
38,650,38,685,854,6
39,650,39,631,846,7
40,650,40,638,837,7
41,650,41,716,873,5
42,650,42,944,1064,4
43,650,43,657,821,5
44,650,44,707,829,4
45,650,45,720,859,5
46,650,46,727,889,5
47,650,47,650,850,7
48,650,48,659,841,6
49,650,49,659,828,6
50,650,50,652,854,7
51,650,51,671,832,5
52,650,52,654,821,5
53,650,53,827,996,6
54,650,54,618,797,6
55,650,55,712,824,4
56,650,56,675,845,6
57,650,57,643,843,7
58,650,58,687,826,5
59,650,59,662,828,5
60,650,60,636,805,6
61,650,61,697,866,6
62,650,62,690,822,4
63,650,63,779,886,3
64,650,64,726,842,4
65,650,65,677,809,4
66,650,66,643,834,6
67,650,67,768,911,5
68,650,68,661,830,6
69,650,69,617,816,7
70,650,70,680,826,5
71,650,71,706,881,6
72,650,72,826,965,5
73,650,73,686,835,5
74,650,74,723,892,6
75,650,75,737,844,3
76,650,76,654,833,6
77,650,77,655,829,6
78,650,78,663,862,7
79,650,79,708,877,6
80,650,80,748,889,5
81,650,81,667,857,6
82,650,82,708,871,5
83,650,83,646,807,5
84,650,84,645,844,7
85,650,85,654,824,6
86,650,86,648,837,6
87,650,87,663,825,5
88,650,88,657,847,6
89,650,89,709,851,5
90,650,90,655,826,6
91,650,91,656,798,5
92,650,92,677,854,6
93,650,93,631,790,5
94,650,94,716,885,6
95,650,95,635,808,6
96,650,96,669,813,5
97,650,97,702,877,6
98,650,98,713,855,5
99,650,99,670,812,5
100,650,100,700,857,5
101,650,101,630,811,6
102,650,102,629,805,6
103,650,103,649,804,5
104,650,104,707,829,4
105,650,105,657,863,7
106,650,106,628,797,6
107,650,107,687,860,6
108,650,108,659,789,4
109,650,109,676,829,5
110,650,110,702,874,6
111,650,111,630,829,7
112,650,112,664,803,5
113,650,113,685,829,5
114,650,114,737,856,4
115,650,115,736,894,5
116,650,116,652,837,6
117,650,117,710,849,5
118,650,118,617,816,7
119,650,119,667,866,7
120,650,120,657,836,6
121,650,121,659,856,6
122,650,122,713,824,4
123,650,123,635,805,6
124,650,124,716,880,5
125,650,125,662,838,6
126,650,126,722,891,6
127,650,127,659,826,5
128,650,128,694,820,4
129,650,129,644,843,7
130,650,130,643,802,5
131,650,131,750,908,5
132,650,132,716,848,4
133,650,133,686,859,6
134,650,134,677,821,5
135,650,135,692,844,5
136,650,136,755,882,4
137,650,137,572,785,7
138,650,138,717,881,5
139,650,139,670,834,5
140,650,140,640,819,6
141,650,141,681,826,5
142,650,142,711,833,4
143,650,143,695,860,5
144,650,144,706,847,5
145,650,145,675,816,5
146,650,146,685,834,5
147,650,147,663,873,7
148,650,148,702,871,6
149,650,149,684,900,7
150,650,150,650,807,5
151,650,151,683,829,5
152,650,152,689,798,4
153,650,153,637,836,7
154,650,154,669,808,5
155,650,155,671,849,6
156,650,156,731,922,6
157,650,157,737,852,4
158,650,158,661,810,5
159,650,159,698,836,5
160,650,160,710,836,4
161,650,161,628,827,7
162,650,162,678,850,6
163,650,163,640,870,8
164,650,164,711,841,4
165,650,165,711,825,4
166,650,166,655,848,6
167,650,167,694,827,4
168,650,168,614,811,6
169,650,169,716,861,5
170,650,170,707,882,6
171,650,171,702,828,4
172,650,172,686,861,6
173,650,173,647,846,7
174,650,174,697,867,6
175,650,175,677,859,6
176,650,176,626,830,7
177,650,177,714,912,7
178,650,178,637,807,6
179,650,179,661,833,6
180,650,180,672,842,6
181,650,181,682,802,4
182,650,182,637,845,7
183,650,183,684,835,5
184,650,184,776,917,5
185,650,185,697,822,4
186,650,186,631,860,8
187,650,187,693,847,5
188,650,188,732,872,5
189,650,189,675,827,5
190,650,190,723,862,5
191,650,191,847,983,4
192,650,192,731,880,5
193,650,193,633,803,6
194,650,194,676,847,6
195,650,195,664,806,5
196,650,196,689,858,6
197,650,197,646,817,6
198,650,198,665,864,7
199,650,199,624,820,6
