,w1_pro,times,w1_drops_used,w2_drops_used
0,0.7,0,149,203
1,0.7,1,125,203
2,0.7,2,112,199
3,0.7,3,141,218
4,0.7,4,118,200
5,0.7,5,146,205
6,0.7,6,111,191
7,0.7,7,119,203
8,0.7,8,137,201
9,0.7,9,111,207
10,0.7,10,126,197
11,0.7,11,116,204
12,0.7,12,116,190
13,0.7,13,114,205
14,0.7,14,118,204
15,0.7,15,118,179
16,0.7,16,120,205
17,0.7,17,126,201
18,0.7,18,141,223
19,0.7,19,113,231
20,0.7,20,119,186
21,0.7,21,114,205
22,0.7,22,116,217
23,0.7,23,134,231
24,0.7,24,117,209
25,0.7,25,131,216
26,0.7,26,119,184
27,0.7,27,113,202
28,0.7,28,140,208
29,0.7,29,123,210
30,0.7,30,110,217
31,0.7,31,119,201
32,0.7,32,114,206
33,0.7,33,112,217
34,0.7,34,113,204
35,0.7,35,127,239
36,0.7,36,151,203
37,0.7,37,141,202
38,0.7,38,113,198
39,0.7,39,126,205
40,0.7,40,137,179
41,0.7,41,142,208
42,0.7,42,108,231
43,0.7,43,133,230
44,0.7,44,126,205
45,0.7,45,113,214
46,0.7,46,122,201
47,0.7,47,127,214
48,0.7,48,108,227
49,0.7,49,142,208
50,0.7,50,118,207
51,0.7,51,111,206
52,0.7,52,119,213
53,0.7,53,121,201
54,0.7,54,122,203
55,0.7,55,115,208
56,0.7,56,117,231
57,0.7,57,129,204
58,0.7,58,118,193
59,0.7,59,111,226
60,0.7,60,107,201
61,0.7,61,137,212
62,0.7,62,120,232
63,0.7,63,123,212
64,0.7,64,119,206
65,0.7,65,134,220
66,0.7,66,112,219
67,0.7,67,113,228
68,0.7,68,114,201
69,0.7,69,127,205
70,0.7,70,141,209
71,0.7,71,121,226
72,0.7,72,143,205
73,0.7,73,144,201
74,0.7,74,125,203
75,0.7,75,111,195
76,0.7,76,114,181
77,0.7,77,123,192
78,0.7,78,141,232
79,0.7,79,130,232
80,0.7,80,113,191
81,0.7,81,114,201
82,0.7,82,116,207
83,0.7,83,111,216
84,0.7,84,120,231
85,0.7,85,116,202
86,0.7,86,122,175
87,0.7,87,122,205
88,0.7,88,125,219
89,0.7,89,116,231
90,0.7,90,127,207
91,0.7,91,130,232
92,0.7,92,141,191
93,0.7,93,144,230
94,0.7,94,116,201
95,0.7,95,114,204
96,0.7,96,134,203
97,0.7,97,112,202
98,0.7,98,115,210
99,0.7,99,118,231
