,w1_pro,times,w1_drops_used,w2_drops_used
0,0.4,0,143,164
1,0.4,1,153,202
2,0.4,2,164,180
3,0.4,3,150,197
4,0.4,4,191,191
5,0.4,5,149,175
6,0.4,6,148,148
7,0.4,7,162,190
8,0.4,8,156,204
9,0.4,9,135,174
10,0.4,10,163,170
11,0.4,11,149,160
12,0.4,12,154,196
13,0.4,13,144,186
14,0.4,14,174,185
15,0.4,15,142,179
16,0.4,16,146,187
17,0.4,17,149,179
18,0.4,18,146,177
19,0.4,19,161,175
20,0.4,20,152,152
21,0.4,21,153,177
22,0.4,22,167,183
23,0.4,23,171,173
24,0.4,24,138,190
25,0.4,25,155,191
26,0.4,26,121,170
27,0.4,27,167,197
28,0.4,28,149,172
29,0.4,29,153,176
30,0.4,30,147,171
31,0.4,31,129,174
32,0.4,32,148,171
33,0.4,33,170,203
34,0.4,34,148,163
35,0.4,35,142,171
36,0.4,36,126,183
37,0.4,37,151,207
38,0.4,38,136,175
39,0.4,39,143,206
40,0.4,40,142,202
41,0.4,41,141,175
42,0.4,42,144,175
43,0.4,43,144,178
44,0.4,44,141,172
45,0.4,45,179,179
46,0.4,46,174,186
47,0.4,47,145,175
48,0.4,48,147,172
49,0.4,49,142,171
50,0.4,50,165,201
51,0.4,51,148,152
52,0.4,52,146,177
53,0.4,53,154,205
54,0.4,54,148,154
55,0.4,55,134,172
56,0.4,56,150,179
57,0.4,57,148,148
58,0.4,58,154,201
59,0.4,59,158,163
60,0.4,60,138,138
61,0.4,61,145,145
62,0.4,62,152,183
63,0.4,63,148,173
64,0.4,64,144,172
65,0.4,65,152,164
66,0.4,66,158,190
67,0.4,67,134,182
68,0.4,68,158,201
69,0.4,69,171,171
70,0.4,70,152,180
71,0.4,71,173,177
72,0.4,72,137,188
73,0.4,73,152,179
74,0.4,74,132,167
75,0.4,75,130,168
76,0.4,76,147,171
77,0.4,77,152,202
78,0.4,78,133,148
79,0.4,79,143,169
80,0.4,80,147,172
81,0.4,81,152,182
82,0.4,82,150,176
83,0.4,83,151,181
84,0.4,84,141,172
85,0.4,85,154,190
86,0.4,86,161,178
87,0.4,87,139,139
88,0.4,88,141,174
89,0.4,89,161,190
90,0.4,90,150,150
91,0.4,91,143,179
92,0.4,92,174,191
93,0.4,93,150,157
94,0.4,94,135,171
95,0.4,95,150,165
96,0.4,96,158,176
97,0.4,97,135,182
98,0.4,98,142,179
99,0.4,99,141,167
