,w1_pro,times,w1_drops_used,w2_drops_used
0,0.1,0,148,148
1,0.1,1,179,179
2,0.1,2,143,143
3,0.1,3,183,183
4,0.1,4,148,148
5,0.1,5,150,150
6,0.1,6,171,171
7,0.1,7,173,173
8,0.1,8,172,172
9,0.1,9,174,174
10,0.1,10,148,148
11,0.1,11,146,146
12,0.1,12,171,171
13,0.1,13,163,163
14,0.1,14,147,171
15,0.1,15,172,172
16,0.1,16,143,143
17,0.1,17,171,171
18,0.1,18,171,171
19,0.1,19,171,171
20,0.1,20,150,150
21,0.1,21,171,171
22,0.1,22,168,168
23,0.1,23,152,152
24,0.1,24,152,152
25,0.1,25,161,161
26,0.1,26,145,145
27,0.1,27,171,171
28,0.1,28,160,160
29,0.1,29,148,148
30,0.1,30,147,147
31,0.1,31,152,152
32,0.1,32,154,154
33,0.1,33,170,170
34,0.1,34,173,173
35,0.1,35,171,171
36,0.1,36,150,150
37,0.1,37,152,152
38,0.1,38,174,174
39,0.1,39,147,147
40,0.1,40,152,152
41,0.1,41,156,156
42,0.1,42,157,157
43,0.1,43,146,146
44,0.1,44,171,171
45,0.1,45,152,152
46,0.1,46,149,171
47,0.1,47,151,151
48,0.1,48,152,152
49,0.1,49,149,149
50,0.1,50,173,173
51,0.1,51,170,170
52,0.1,52,141,141
53,0.1,53,150,150
54,0.1,54,156,156
55,0.1,55,165,165
56,0.1,56,156,156
57,0.1,57,159,159
58,0.1,58,190,190
59,0.1,59,164,164
60,0.1,60,154,154
61,0.1,61,171,171
62,0.1,62,166,166
63,0.1,63,176,176
64,0.1,64,150,150
65,0.1,65,161,161
66,0.1,66,157,157
67,0.1,67,150,150
68,0.1,68,165,165
69,0.1,69,151,151
70,0.1,70,171,171
71,0.1,71,171,171
72,0.1,72,144,144
73,0.1,73,159,167
74,0.1,74,151,151
75,0.1,75,152,152
76,0.1,76,146,146
77,0.1,77,166,166
78,0.1,78,155,155
79,0.1,79,149,149
80,0.1,80,184,184
81,0.1,81,159,159
82,0.1,82,162,162
83,0.1,83,150,150
84,0.1,84,149,171
85,0.1,85,172,172
86,0.1,86,173,173
87,0.1,87,156,156
88,0.1,88,171,171
89,0.1,89,151,151
90,0.1,90,169,169
91,0.1,91,163,163
92,0.1,92,171,173
93,0.1,93,155,155
94,0.1,94,160,160
95,0.1,95,169,169
96,0.1,96,171,171
97,0.1,97,169,169
98,0.1,98,154,154
99,0.1,99,149,149
