,w1_pro,times,w1_drops_used,w2_drops_used
0,0.3,0,169,184
1,0.3,1,172,172
2,0.3,2,144,171
3,0.3,3,155,181
4,0.3,4,151,161
5,0.3,5,172,172
6,0.3,6,126,177
7,0.3,7,152,152
8,0.3,8,148,171
9,0.3,9,130,165
10,0.3,10,158,158
11,0.3,11,158,158
12,0.3,12,169,169
13,0.3,13,148,148
14,0.3,14,160,160
15,0.3,15,144,157
16,0.3,16,145,172
17,0.3,17,144,171
18,0.3,18,143,156
19,0.3,19,152,176
20,0.3,20,153,201
21,0.3,21,169,173
22,0.3,22,153,173
23,0.3,23,171,175
24,0.3,24,154,154
25,0.3,25,151,173
26,0.3,26,178,178
27,0.3,27,170,170
28,0.3,28,157,159
29,0.3,29,136,171
30,0.3,30,149,184
31,0.3,31,143,178
32,0.3,32,152,152
33,0.3,33,131,131
34,0.3,34,165,165
35,0.3,35,150,171
36,0.3,36,162,162
37,0.3,37,145,145
38,0.3,38,166,169
39,0.3,39,143,183
40,0.3,40,136,157
41,0.3,41,135,172
42,0.3,42,146,150
43,0.3,43,171,171
44,0.3,44,171,173
45,0.3,45,155,155
46,0.3,46,148,148
47,0.3,47,164,193
48,0.3,48,154,165
49,0.3,49,174,174
50,0.3,50,151,170
51,0.3,51,155,155
52,0.3,52,173,199
53,0.3,53,159,159
54,0.3,54,172,172
55,0.3,55,171,171
56,0.3,56,172,174
57,0.3,57,174,174
58,0.3,58,148,148
59,0.3,59,171,171
60,0.3,60,164,164
61,0.3,61,154,154
62,0.3,62,157,160
63,0.3,63,166,166
64,0.3,64,145,171
65,0.3,65,151,151
66,0.3,66,158,158
67,0.3,67,155,155
68,0.3,68,150,171
69,0.3,69,141,167
70,0.3,70,159,159
71,0.3,71,165,171
72,0.3,72,166,166
73,0.3,73,160,160
74,0.3,74,145,177
75,0.3,75,154,154
76,0.3,76,154,154
77,0.3,77,167,167
78,0.3,78,151,171
79,0.3,79,174,175
80,0.3,80,147,147
81,0.3,81,144,171
82,0.3,82,155,173
83,0.3,83,151,188
84,0.3,84,173,173
85,0.3,85,153,173
86,0.3,86,175,175
87,0.3,87,143,171
88,0.3,88,162,173
89,0.3,89,154,154
90,0.3,90,139,158
91,0.3,91,168,168
92,0.3,92,145,171
93,0.3,93,146,146
94,0.3,94,160,173
95,0.3,95,153,171
96,0.3,96,151,151
97,0.3,97,173,187
98,0.3,98,151,151
99,0.3,99,159,159
